225,11/21/2021,325,0.04, ,0.00, ,233, ,5.0, ,52.5, ,19.3, ,31.6, ,100, ,44, ,84, ,27.3, ,2.0, ,47.1, ,44.4, 
225,11/22/2021,326,0.04, ,0.00, ,227, ,5.2, ,53.5, ,17.6, ,31.3, ,100, ,46, ,87, ,27.9, ,2.1, ,50.1, ,43.0, 
225,11/23/2021,327,0.06, ,0, ,231, ,5.4, ,52.2, ,21.2, ,39.0, ,100, ,33, ,67, ,28.9, ,4.1, ,98.6, ,43.2, 
225,11/24/2021,328,0.04, ,0, ,217, ,4.6, ,50.7, ,16.4, ,29.9, ,100, ,44, ,83, ,25.3, ,1.8, ,44.3, ,42.0, 
225,11/25/2021,329,0.03, ,0, ,178, ,5.4, ,48.7, ,19.9, ,32.5, ,100, ,50, ,86, ,28.7, ,2.2, ,52.5, ,41.2, 
225,11/26/2021,330,0.04, ,0, ,186, ,6.6, ,57.4, ,25.5, ,39.9, ,100, ,46, ,79, ,34.1, ,2.5, ,58.9, ,42.1, 
225,11/27/2021,331,0.03, ,0, ,157, ,8.0, ,62.2, ,32.7, ,43.9, ,100, ,45, ,82, ,38.9, ,2.0, ,47.9, ,44.3, 
225,11/28/2021,332,0.03, ,0, ,181, ,7.7, ,62.5, ,27.8, ,39.4, ,100, ,58, ,93, ,37.6, ,1.9, ,44.7, ,44.6, 
225,11/29/2021,333,0.03, ,0.01, ,159, ,6.9, ,56.0, ,23.5, ,35.8, ,100, ,68, ,97, ,35.0, ,2.3, ,54.3, ,44.4, 
225,11/30/2021,334,0.04,R,0,R,209, ,7.3, ,58.1, ,28.6, ,41.9, ,100, ,52, ,81, ,36.5, ,2.3, ,55.8, ,44.2, 
225,12/1/2021,335,0.04, ,0, ,191, ,6.3, ,60.2, ,24.9, ,36.8, ,100, ,45, ,86, ,32.9, ,1.9, ,46.2, ,43.5, 
225,12/2/2021,336,0.04, ,0.00, ,195, ,6.6, ,61.0,Y,24.1, ,36.5, ,100, ,49, ,90, ,33.9, ,2.2, ,53.9, ,43.2, 
225,12/3/2021,337,0.03, ,0.00, ,172, ,6.5, ,58.7, ,25.7, ,35.0, ,100, ,54, ,94, ,33.4, ,1.9, ,46.4, ,43.3, 
225,12/4/2021,338,0.03, ,0.00, ,161, ,6.3, ,56.1, ,24.3, ,33.6, ,100, ,59, ,97, ,32.7, ,1.9, ,46.6, ,43.1, 
225,12/5/2021,339,0.03, ,0.00, ,174, ,5.9, ,54.5, ,23.4, ,33.3, ,100, ,52, ,92, ,31.3, ,1.9, ,44.8, ,42.7, 
225,12/6/2021,340,0.00, ,0.16, ,35, ,7.3, ,42.7, ,25.4, ,36.8, ,100, ,87, ,99, ,36.5, ,2.0, ,48.8, ,42.5, 
225,12/7/2021,341,0.01, ,0.05, ,92, ,9.6,Y,50.4, ,39.9, ,44.7, ,100, ,77, ,95,Y,43.5,Y,1.9, ,46.1, ,44.3, 
225,12/8/2021,342,0.02, ,0, ,103, ,9.0, ,50.0, ,37.8, ,44.6, ,100, ,71, ,90, ,41.8, ,2.5, ,59.9, ,46.0, 
225,12/9/2021,343,0.05, ,0, ,204, ,4.8, ,43.4, ,26.5, ,36.0, ,99, ,42, ,67, ,26.3, ,3.7, ,88.5, ,44.5, 
225,12/10/2021,344,0.03, ,0, ,194, ,4.7, ,46.3, ,19.9, ,31.4, ,100, ,41, ,79, ,25.6, ,2.1, ,51.1, ,42.2, 
225,12/11/2021,345,0.02, ,0.52, ,78, ,6.0, ,45.9, ,28.2, ,35.9, ,100, ,49, ,84, ,31.6, ,5.1, ,122.4, ,41.8, 
225,12/12/2021,346,0.01, ,0.21, ,62, ,6.9, ,42.6, ,32.9, ,36.5, ,100, ,73, ,94, ,35.0, ,5.0, ,119.1, ,41.2, 
225,12/13/2021,347,0.00, ,0.41, ,26, ,6.9, ,40.1, ,30.0, ,34.9, ,100, ,96, ,100, ,35.0, ,3.9, ,94.4, ,41.4, 
225,12/14/2021,348,0.02, ,0.05, ,158, ,5.1, ,37.3, ,23.5, ,29.3, ,100, ,65, ,93, ,27.6, ,3.1, ,73.6, ,40.8, 
225,12/15/2021,349,0, ,0, ,12, ,5.8, ,33.7, ,25.3, ,30.5, ,100, ,100, ,100, ,30.6, ,2.9, ,70.1, ,39.6, 
225,12/16/2021,350,0.01, ,0.37, ,89, ,5.7, ,40.0, ,24.9, ,30.3, ,100, ,88, ,99, ,30.1, ,1.7, ,41.7, ,39.2, 
225,12/17/2021,351,0.01, ,0.03, ,92, ,5.5, ,31.7, ,27.6, ,29.3, ,100, ,100, ,100, ,29.3, ,3.1, ,74.2, ,39.4, 
225,12/18/2021,352,0.01, ,0, ,74, ,5.2, ,30.0, ,26.4, ,28.2, ,100, ,97, ,100, ,28.1, ,2.4, ,56.9, ,39.4, 
225,12/19/2021,353,0.02, ,0.24,H,145, ,6.1, ,35.8, ,26.3, ,31.8, ,100, ,97, ,100, ,31.9, ,3.7, ,88.9, ,39.3, 
225,12/20/2021,354,0.03, ,0.00, ,154, ,5.6, ,45.8, ,23.5, ,32.4, ,100, ,55, ,90, ,29.8, ,4.3, ,103.2, ,39.1, 
225,12/21/2021,355,0.01, ,0.04, ,87, ,5.3, ,36.6, ,18.1, ,28.5, ,100, ,79, ,99, ,28.3, ,2.6, ,61.4, ,38.3, 
225,12/22/2021,356,0.01, ,0.84, ,86, ,6.8,H,38.8, ,32.0, ,34.6, ,100,H,100,H,100, ,34.7, ,3.6, ,87.0, ,38.1, 
225,12/23/2021,357,0.01, ,0.19, ,109, ,7.3, ,42.8, ,32.3, ,36.2, ,100, ,98, ,100, ,36.3, ,3.7, ,87.8, ,38.7, 
225,12/24/2021,358,0.01, ,0.18, ,58, ,6.2, ,38.0, ,27.9, ,33.3, ,100, ,74, ,97, ,32.4, ,4.2, ,100.1, ,38.9, 
225,12/25/2021,359,0.01, ,0.25, ,76, ,5.7, ,38.8, ,24.2, ,31.2, ,100, ,81, ,97, ,30.5, ,3.2, ,75.9, ,38.4, 
225,12/26/2021,360,0.01, ,0.06, ,69, ,5.4, ,33.1, ,19.8, ,29.3, ,100, ,84, ,98, ,28.9, ,4.4, ,106.6, ,38.3, 
225,12/27/2021,361,0.01, ,0.06, ,78, ,4.5, ,31.8, ,16.1, ,26.7, ,100, ,65, ,91, ,24.6, ,2.8, ,67.1, ,38.2, 
225,12/28/2021,362,0.01,R,0.18, ,60, ,4.3, ,36.3, ,19.1, ,24.5, ,100, ,77, ,95, ,23.3, ,1.3, ,31.9, ,38.2, 
225,12/29/2021,363,0.02,R,0.11,H,150, ,4.3, ,38.4, ,12.3, ,24.1, ,100, ,78, ,96, ,23.2, ,1.7, ,39.8, ,38.1, 
225,12/30/2021,364,0.02, ,0, ,190, ,4.4, ,39.0, ,14.4, ,25.4, ,100, ,75, ,95, ,24.3, ,2.1, ,50.8, ,38.0, 
225,12/31/2021,365,0.02, ,0, ,184, ,3.7, ,40.4, ,7.5,Y,21.6, ,100, ,58, ,93, ,20.0, ,2.5, ,60.5, ,37.9, 
