151,11/24/2021,328,0.11, ,0, ,323, ,6.3, ,73.9, ,45.4, ,58.9, ,81, ,19, ,37, ,32.8, ,3.1, ,74.9, ,--,S
151,11/25/2021,329,0.10, ,0, ,344,R,4.9, ,69.9, ,44.7, ,58.2, ,48, ,21, ,29, ,26.4, ,3.1, ,74.8, ,68.2,R
151,11/26/2021,330,0.08, ,0, ,338,R,6.2, ,72.2, ,39.6, ,54.6, ,60, ,27, ,42, ,32.3, ,1.7, ,41.4, ,66.4,R
151,11/27/2021,331,0.07, ,0, ,336,R,6.9, ,79.3, ,38.5, ,54.1, ,80, ,24, ,48, ,35.0, ,1.1, ,26.6, ,64.9,Y
151,11/28/2021,332,0.07,R,0, ,328, ,7.6, ,79.8, ,38.1, ,56.2, ,76, ,27, ,49, ,37.3, ,1.1, ,25.3, ,64.0,Y
151,11/29/2021,333,0.07, ,0, ,332,R,8.4, ,81.7, ,41.1, ,57.4, ,75, ,27, ,52, ,39.9, ,1.0, ,24.3, ,63.9,Y
151,11/30/2021,334,0.07, ,0, ,301, ,9.4, ,82.5,Y,39.0, ,56.8, ,81, ,33, ,60, ,42.9, ,1.1, ,25.6, ,63.6,Y
151,12/1/2021,335,0.08, ,0, ,309, ,9.8, ,79.6, ,39.5, ,57.9, ,84, ,35, ,59, ,43.9, ,1.3, ,30.1, ,63.7,Y
151,12/2/2021,336,0.08, ,0, ,322, ,8.9, ,84.1,Y,41.2, ,58.2, ,82, ,26, ,54, ,41.5, ,1.0, ,25.1, ,63.8,R
151,12/3/2021,337,0.07,R,0, ,315, ,9.6, ,82.5,Y,40.0, ,57.5, ,84, ,35, ,60, ,43.5, ,1.1, ,25.2, ,63.7,R
151,12/4/2021,338,0.07,R,0, ,323, ,9.2, ,83.5,Y,41.5, ,56.8, ,83, ,32, ,59, ,42.4, ,1.0, ,24.8, ,63.1,R
151,12/5/2021,339,0.07, ,0, ,326,R,9.0, ,78.9, ,38.1, ,55.3, ,89, ,31, ,60, ,41.7, ,1.1, ,25.2, ,62.0,Y
151,12/6/2021,340,0.07, ,0, ,291, ,8.9, ,80.0,Y,37.6, ,55.2, ,85, ,36, ,60, ,41.5, ,1.1, ,26.1, ,61.8,Y
151,12/7/2021,341,0.01,R,0, ,65, ,10.9, ,62.7, ,45.4, ,54.0, ,84, ,66, ,77, ,46.8, ,1.1, ,25.7, ,62.5,R
151,12/8/2021,342,0.07,R,0, ,276, ,11.2, ,76.6, ,47.5, ,58.4, ,87, ,44, ,67, ,47.4, ,1.1, ,25.6, ,--,S
151,12/9/2021,343,0.06, ,0.02, ,205, ,11.8, ,71.6, ,47.1, ,58.6, ,84, ,51, ,70, ,48.8, ,3.5, ,84.9, ,--,S
151,12/10/2021,344,0.05, ,0, ,203, ,7.8, ,63.6, ,39.3, ,51.4, ,83, ,45, ,60, ,38.1, ,2.0, ,47.3, ,--,S
151,12/11/2021,345,0.07, ,0, ,328,R,5.3, ,62.3, ,34.2, ,46.5, ,72, ,32, ,50, ,28.7, ,1.7, ,41.3, ,60.6,Y
151,12/12/2021,346,0.06, ,0, ,320,R,5.5, ,66.8, ,29.9, ,45.2, ,86, ,27, ,54, ,29.5, ,1.2, ,27.8, ,58.5,Y
151,12/13/2021,347,0.03,R,0, ,166, ,7.8, ,60.0, ,32.2, ,46.8, ,90, ,44, ,72, ,38.1, ,1.1, ,26.0, ,57.7,Y
151,12/14/2021,348,0.09, ,0.01, ,283, ,10.1, ,70.3, ,45.1, ,57.9, ,83, ,44, ,62, ,44.8, ,4.3, ,102.1, ,61.5,R
151,12/15/2021,349,0.06, ,0, ,317,R,6.3, ,60.1, ,33.7, ,46.5, ,82, ,38, ,58, ,32.6, ,1.7, ,41.2, ,--,S
151,12/16/2021,350,0.06, ,0, ,320,R,6.0, ,62.1, ,29.4, ,43.5, ,89, ,36, ,62, ,31.5, ,1.1, ,26.4, ,--,S
151,12/17/2021,351,0.08, ,0, ,324,R,5.6, ,65.3, ,33.9, ,49.2, ,81, ,25, ,47, ,30.0, ,2.6, ,62.7, ,--,S
151,12/18/2021,352,0.07, ,0, ,327,R,5.3, ,63.9, ,36.2, ,48.4, ,63, ,28, ,45, ,28.3, ,2.1, ,50.9, ,--,S
151,12/19/2021,353,0.06, ,0, ,321,R,5.7, ,65.9, ,30.2, ,46.4, ,78, ,30, ,53, ,30.3, ,1.5, ,35.2, ,--,S
151,12/20/2021,354,0.07, ,0, ,301, ,6.2, ,68.7, ,31.3, ,48.8, ,77, ,33, ,53, ,32.3, ,1.5, ,35.0, ,--,S
151,12/21/2021,355,0.03, ,0, ,116, ,8.0, ,61.6, ,43.2, ,51.5, ,80, ,47, ,61, ,38.7, ,1.2, ,28.1, ,--,S
151,12/22/2021,356,0.06, ,0, ,281, ,7.9, ,66.8, ,39.8, ,53.0, ,77, ,35, ,58, ,38.6, ,1.3, ,31.5, ,--,S
151,12/23/2021,357,0.07, ,0.05, ,216, ,10.6, ,74.6, ,51.7,Y,61.8,Y,89, ,28, ,57,Y,46.2,Y,2.4, ,58.5, ,--,S
151,12/24/2021,358,0.07, ,0.03, ,241, ,12.4,Y,69.5, ,47.8,Y,59.7,Y,92, ,44, ,71,Y,50.3,Y,4.6, ,110.0, ,--,S
151,12/25/2021,359,0.04, ,0, ,199, ,10.4, ,65.2, ,39.8, ,52.1, ,99, ,57, ,78, ,45.5, ,1.8, ,44.2, ,--,S
151,12/26/2021,360,0.08, ,0, ,314, ,9.2, ,67.6, ,43.4, ,54.8, ,81, ,43, ,63, ,42.5, ,2.8, ,67.6, ,--,S
151,12/27/2021,361,0.03, ,0, ,134, ,7.5, ,58.9, ,37.5, ,47.6, ,92, ,39, ,67, ,37.1, ,3.1, ,73.6, ,--,S
151,12/28/2021,362,0.09, ,0, ,310, ,7.6, ,63.9, ,41.3, ,52.4, ,76, ,36, ,57, ,37.5, ,5.2, ,124.2, ,--,S
151,12/29/2021,363,0.06, ,0, ,266, ,8.1, ,66.0, ,32.7, ,49.7, ,94, ,41, ,67, ,39.2, ,1.9, ,45.9, ,--,S
151,12/30/2021,364,0.04, ,0, ,197, ,10.7, ,66.7, ,42.4, ,53.7, ,90, ,52, ,76, ,46.3, ,1.9, ,44.6, ,--,S
151,12/31/2021,365,0.05, ,0, ,238, ,12.1, ,64.9, ,48.6, ,56.8, ,98, ,56, ,77, ,49.5, ,2.7, ,63.7, ,--,S
