199,11/25/2021,329,0.07, ,0, ,338, ,1.3, ,43.8, ,18.3, ,31.3, ,31, ,11, ,23, ,-2.5, ,5.6, ,134.0, ,39.1, 
199,11/26/2021,330,0.07, ,0, ,322, ,1.1, ,55.4, ,18.5, ,34.4, ,37, ,4, ,16, ,-6.6, ,2.6, ,63.5, ,38.1, 
199,11/27/2021,331,0.08, ,0.01, ,320, ,2.3, ,62.3, ,23.2, ,39.9, ,64, ,9, ,27, ,9.0, ,2.3, ,55.4, ,39.3, 
199,11/28/2021,332,0.08, ,0, ,318, ,3.1, ,63.2, ,27.1, ,41.4, ,67, ,14, ,35, ,16.1, ,2.3, ,56.2, ,41.0, 
199,11/29/2021,333,0.07, ,0, ,319, ,3.3, ,64.9, ,23.7, ,40.2, ,64, ,17, ,39, ,17.3, ,2.2, ,52.9, ,41.6, 
199,11/30/2021,334,0.08, ,0, ,320, ,3.1, ,59.3, ,24.4, ,40.0, ,64, ,20, ,37, ,16.2, ,3.1, ,75.6, ,41.3, 
199,12/1/2021,335,0.08, ,0, ,319, ,2.6, ,60.1, ,23.2, ,38.8, ,62, ,10, ,32, ,11.8, ,2.9, ,69.3, ,41.2, 
199,12/2/2021,336,0.07, ,0, ,311, ,3.7, ,62.1, ,23.6, ,38.4, ,80, ,21, ,47, ,19.8, ,1.7, ,40.6, ,41.2, 
199,12/3/2021,337,0.06, ,0.08,H,306, ,4.5, ,57.3, ,23.3, ,36.8, ,88, ,34, ,61, ,24.5, ,1.9, ,44.9, ,41.4, 
199,12/4/2021,338,0.06, ,0.01, ,306, ,3.8, ,57.5, ,21.3, ,35.4, ,89, ,25, ,55, ,20.7, ,1.9, ,45.0, ,40.9, 
199,12/5/2021,339,0.08, ,0, ,310, ,2.5, ,58.1, ,24.8, ,40.7, ,64, ,11, ,29, ,11.0, ,3.7, ,88.5, ,40.1, 
199,12/6/2021,340,0.08, ,0, ,278, ,2.6, ,62.8, ,26.2, ,44.8, ,58, ,12, ,25, ,11.4, ,3.1, ,73.7, ,40.7, 
199,12/7/2021,341,0.02, ,0, ,85, ,5.2, ,46.3, ,25.0, ,38.0, ,94, ,22, ,67, ,28.1, ,2.3, ,55.2, ,41.4, 
199,12/8/2021,342,0.06, ,0, ,296, ,5.1, ,53.0, ,21.3, ,36.1, ,95, ,42, ,70, ,27.3, ,2.1, ,51.2, ,40.4, 
199,12/9/2021,343,0.00,R,0.06, ,67, ,5.8, ,37.6, ,24.8, ,32.4, ,99, ,77, ,93, ,30.7, ,1.0, ,24.5, ,39.4, 
199,12/10/2021,344,0.03,R,0.04, ,197, ,3.8, ,36.7, ,13.0, ,23.5, ,95, ,69, ,89, ,20.8, ,1.2, ,28.5, ,37.4, 
199,12/11/2021,345,0.05, ,0.05,H,292, ,3.4, ,48.5, ,12.5, ,27.0, ,91, ,27, ,67, ,17.6, ,1.1, ,26.2, ,36.3, 
199,12/12/2021,346,0.05, ,0, ,298, ,3.0, ,54.1, ,20.4, ,31.7, ,76, ,19, ,49, ,14.7, ,1.3, ,32.4, ,36.4, 
199,12/13/2021,347,0.04,R,0, ,243, ,4.2, ,49.7, ,22.3, ,32.0, ,98, ,26, ,68, ,22.8, ,1.0, ,24.4, ,36.4, 
199,12/14/2021,348,0,R,0.76, ,24, ,5.4, ,38.6, ,18.8, ,29.7, ,99, ,84, ,96, ,28.8, ,1.1, ,25.6, ,36.0, 
199,12/15/2021,349,0.04,R,0.36,H,300, ,2.8, ,44.5, ,10.8, ,23.8, ,91, ,25, ,64, ,13.5, ,1.0, ,24.1, ,35.6, 
199,12/16/2021,350,0.04,R,0, ,270, ,4.1, ,46.7, ,12.0, ,29.2, ,93, ,41, ,75, ,22.3, ,1.0, ,24.1, ,35.4, 
199,12/17/2021,351,0.04,R,0, ,310, ,2.3, ,43.2, ,14.8, ,27.3, ,91, ,8, ,45, ,8.9, ,1.0,I,24.0,I,35.3, 
199,12/18/2021,352,0.05,R,0, ,305, ,1.8, ,51.3, ,10.6, ,26.8, ,63, ,8, ,37, ,4.3, ,1.0, ,24.3, ,35.1, 
199,12/19/2021,353,0.05,R,0, ,299, ,2.1, ,53.3, ,16.6, ,29.6, ,63, ,10, ,38, ,7.1, ,1.0, ,24.2, ,34.8, 
199,12/20/2021,354,0.05,R,0, ,282, ,2.4, ,56.0, ,11.0, ,31.8, ,66, ,8, ,39, ,9.8, ,1.0,I,24.0,I,34.5, 
199,12/21/2021,355,0.02,R,0, ,122, ,3.3, ,55.0, ,24.3, ,35.5, ,65, ,15, ,46, ,17.0, ,1.0,I,24.0,I,34.4, 
199,12/22/2021,356,0.05,R,0, ,255, ,4.3, ,55.2, ,25.8, ,40.4, ,66, ,19, ,51, ,23.5, ,1.0,I,24.0,I,34.4, 
199,12/23/2021,357,0.00,R,1.65, ,46, ,7.8,Y,43.2, ,34.2, ,39.7, ,98, ,68, ,94,Y,38.3,Y,1.0,I,24.0,I,34.5, 
199,12/24/2021,358,0.00,R,0.69, ,62, ,5.8, ,38.8, ,18.7, ,31.2, ,99, ,90, ,98, ,30.7, ,1.0,I,24.0,I,34.3, 
199,12/25/2021,359,0.03,R,0.01, ,213, ,4.3, ,35.5, ,14.8, ,25.6, ,98, ,81, ,92, ,23.5, ,1.0, ,24.3, ,34.1, 
199,12/26/2021,360,0.04,R,0.19,H,314, ,3.7, ,39.4, ,16.8, ,27.7, ,98, ,45, ,71, ,19.6, ,1.0, ,24.6, ,34.1, 
199,12/27/2021,361,0.03,R,0, ,224, ,3.4, ,33.1, ,14.4, ,25.1, ,95, ,36, ,73, ,17.7, ,1.1, ,26.1, ,34.2, 
199,12/28/2021,362,0.03,R,0.14,H,231, ,3.9, ,30.5, ,21.4, ,24.3, ,96, ,66, ,88, ,21.3, ,1.0, ,24.1, ,34.2, 
199,12/29/2021,363,0.03,R,0.02,H,247, ,4.5, ,32.7, ,21.3, ,26.9, ,99, ,65, ,91, ,24.6, ,1.0, ,24.1, ,34.2, 
199,12/30/2021,364,0.03,R,0.02,H,198, ,5.5, ,40.4, ,19.3, ,31.5, ,99, ,69, ,92, ,29.3, ,1.0,I,24.0,I,34.2, 
199,12/31/2021,365,0.04,R,0, ,237, ,4.9, ,38.3, ,18.3, ,29.7, ,100, ,75, ,89, ,26.8, ,1.0,I,24.0,I,34.2, 
