259,11/20/2021,324,0.05, ,0.01, ,237, ,10.0, ,58.9, ,38.6, ,46.6, ,99, ,73, ,93, ,44.6, ,4.4, ,106.1, ,52.8, 
259,11/21/2021,325,0.06, ,0.00, ,251, ,9.3, ,61.3, ,36.7, ,46.8, ,99, ,58, ,85, ,42.7, ,5.7, ,135.7, ,51.6, 
259,11/22/2021,326,0.06, ,0, ,246, ,9.7, ,69.1, ,37.4, ,48.2, ,99, ,49, ,85, ,43.9, ,5.6, ,135.0, ,51.0, 
259,11/23/2021,327,0.05, ,0.01, ,224, ,10.6, ,55.5, ,41.8, ,49.7, ,100, ,72, ,87, ,46.0, ,6.4, ,153.9, ,51.7, 
259,11/24/2021,328,0.05, ,0, ,223, ,8.6, ,58.4, ,32.9, ,43.1, ,99, ,62, ,91, ,40.5, ,3.8, ,90.7, ,50.9, 
259,11/25/2021,329,0.04, ,0.00, ,190, ,9.8, ,60.2, ,33.8, ,46.6, ,100, ,70, ,91, ,43.9, ,3.6, ,85.8, ,49.9,Y
259,11/26/2021,330,0.04, ,0, ,178, ,10.0, ,60.8, ,38.9, ,48.1, ,99, ,58, ,87, ,44.5, ,3.8, ,91.2, ,50.4, 
259,11/27/2021,331,0.04, ,0, ,183, ,12.3, ,65.9, ,46.1, ,52.1, ,99, ,74, ,92, ,50.0, ,3.9, ,93.7, ,51.5, 
259,11/28/2021,332,0.01, ,0.01, ,82, ,12.9, ,54.9, ,48.6, ,51.5, ,99, ,99, ,99, ,51.3, ,3.4, ,82.5, ,52.6, 
259,11/29/2021,333,0.03, ,0.01, ,157, ,12.2, ,57.6, ,47.8, ,50.1, ,99, ,94, ,99, ,49.9, ,3.6, ,85.6, ,53.3, 
259,11/30/2021,334,0.04, ,0, ,203, ,12.2, ,58.4, ,46.1, ,50.7, ,99, ,79, ,97, ,49.7, ,4.4, ,104.9, ,53.6, 
259,12/1/2021,335,0.05, ,0, ,218, ,11.5, ,62.5, ,40.5, ,49.6, ,99, ,79, ,95, ,48.2, ,3.4, ,82.7, ,53.2, 
259,12/2/2021,336,0.01, ,0.01, ,86, ,12.4, ,52.8, ,48.5, ,50.3, ,99, ,99, ,99, ,50.2, ,2.8, ,67.1, ,53.4, 
259,12/3/2021,337,0.01, ,0.00, ,80, ,11.9, ,52.1, ,45.4, ,49.2, ,99, ,99, ,100, ,49.1, ,3.2, ,77.6, ,53.7, 
259,12/4/2021,338,0.00, ,0, ,48, ,11.7, ,50.9, ,47.5, ,49.2, ,99, ,95, ,98, ,48.8, ,2.8, ,66.2, ,53.7, 
259,12/5/2021,339,0.01, ,0, ,65, ,11.5, ,51.0, ,46.5, ,48.7, ,99, ,96, ,99, ,48.3, ,3.0, ,70.9, ,53.5, 
259,12/6/2021,340,0.00, ,0.62, ,30, ,11.3, ,50.6, ,43.4, ,48.0, ,99, ,99, ,99, ,47.8, ,4.7, ,112.2, ,52.9, 
259,12/7/2021,341,0.02, ,0, ,112, ,12.4, ,56.4, ,44.7, ,50.7, ,100, ,92, ,99, ,50.3, ,4.4, ,105.8, ,52.8, 
259,12/8/2021,342,0.02, ,0,R,137, ,11.0, ,52.6, ,47.6, ,50.3, ,99, ,80, ,89, ,47.0, ,7.1, ,171.1, ,53.3, 
259,12/9/2021,343,0.07, ,0, ,210, ,8.0, ,51.4, ,35.2, ,45.9, ,99, ,60, ,76, ,38.6, ,8.0, ,192.0, ,51.8, 
259,12/10/2021,344,0.04, ,0, ,201, ,7.8, ,52.3, ,32.1, ,40.4, ,99, ,62, ,92, ,38.2, ,3.8, ,90.3, ,49.7, 
259,12/11/2021,345,0.01, ,0.56, ,30, ,9.4, ,48.2,Y,39.8, ,45.6, ,99, ,76, ,91, ,43.0, ,11.2,Y,269.4,Y,48.9, 
259,12/12/2021,346,0.02, ,0.44, ,91, ,10.9, ,55.0, ,43.8, ,48.6, ,99, ,75, ,94, ,46.8, ,5.4, ,129.7, ,49.6, 
259,12/13/2021,347,0.01, ,0.78, ,41, ,9.8, ,51.1, ,35.4, ,46.2, ,99, ,81, ,93, ,44.1, ,5.4, ,129.6, ,50.1, 
259,12/14/2021,348,0.03, ,0.01, ,154, ,7.7, ,47.7,Y,33.3, ,39.2,Y,99, ,79, ,94,Y,37.7,Y,4.9, ,117.0, ,48.6, 
259,12/15/2021,349,0.01, ,0.93, ,56, ,8.8, ,45.6,Y,38.4, ,42.0, ,99, ,88, ,97, ,41.1, ,10.6, ,253.5, ,47.0, 
259,12/16/2021,350,0.03, ,0.20, ,170, ,9.5, ,55.2, ,35.6, ,44.4, ,100, ,73, ,95, ,43.1, ,4.5, ,108.2, ,47.3, 
259,12/17/2021,351,0.04, ,0, ,211, ,8.1, ,54.1, ,34.0, ,41.0, ,99, ,64, ,93, ,39.2, ,3.9, ,94.7, ,47.1, 
259,12/18/2021,352,0.03, ,0.02, ,147, ,9.1, ,53.4, ,36.0, ,44.5, ,99, ,72, ,92, ,42.2, ,4.7, ,112.7, ,46.5, 
259,12/19/2021,353,0.04, ,0, ,90, ,10.1, ,55.0, ,47.1, ,51.1, ,88, ,68, ,79, ,44.7, ,9.6, ,231.2, ,48.2, 
259,12/20/2021,354,0.05, ,0, ,81, ,10.0, ,55.9, ,50.2, ,53.3, ,79, ,68, ,72, ,44.7, ,11.9,Y,286.5,Y,49.8, 
259,12/21/2021,355,0.02, ,0.21, ,57, ,11.0, ,56.4, ,47.0, ,52.0, ,99, ,62, ,83, ,47.0, ,7.2, ,172.0, ,51.0, 
259,12/22/2021,356,0.04, ,0.72, ,145, ,12.7, ,59.6, ,48.3, ,53.6, ,99, ,74, ,91, ,51.0, ,6.1, ,145.9, ,52.8, 
259,12/23/2021,357,0.01, ,0.39, ,79, ,11.6, ,55.0, ,42.9, ,49.0, ,99, ,88, ,98, ,48.6, ,3.6, ,86.1, ,53.2, 
259,12/24/2021,358,0.01, ,0.38, ,63, ,9.5, ,51.1, ,38.6, ,44.7, ,99, ,84, ,94, ,43.2, ,5.3, ,127.4, ,50.8, 
259,12/25/2021,359,0.02, ,0.30, ,121, ,8.5, ,50.2, ,36.3, ,42.5, ,99, ,71, ,92, ,40.4, ,4.5, ,108.6, ,49.8, 
259,12/26/2021,360,0.01, ,0.48, ,69, ,8.2, ,46.7, ,35.8, ,41.5, ,99, ,75, ,92, ,39.3, ,6.3, ,151.1, ,47.9, 
259,12/27/2021,361,0.02,R,0.20, ,95, ,7.6, ,44.8,Y,35.9, ,40.0, ,99, ,76, ,90, ,37.4, ,6.5, ,155.9, ,47.3, 
259,12/28/2021,362,0.02, ,0.09, ,103, ,8.1, ,46.2, ,36.7, ,40.8, ,99, ,84, ,94, ,39.2, ,8.0, ,192.4, ,46.5, 
259,12/29/2021,363,0.04, ,0.22, ,196, ,8.4, ,49.6, ,33.2, ,42.1, ,99, ,76, ,92, ,40.0, ,4.7, ,112.2, ,47.5, 
259,12/30/2021,364,0.03, ,0.04, ,147, ,8.2, ,50.9, ,33.7, ,41.2, ,99, ,72, ,93, ,39.3, ,3.6, ,86.8, ,46.2, 
259,12/31/2021,365,0.02, ,0.06, ,106, ,8.2, ,47.8, ,30.8, ,40.7, ,99, ,81, ,95, ,39.3, ,2.7, ,65.3, ,46.5, 
