116,12/3/2021,337,--,N,0, ,106, ,13.9, ,61.4, ,52.5, ,55.2, ,100, ,79, ,93, ,53.3, ,3.5, ,85.0, ,56.6, 
116,12/4/2021,338,--,N,0, ,91, ,12.5, ,58.8, ,41.8, ,52.5, ,100, ,80, ,93, ,50.5, ,2.9, ,70.5, ,56.9, 
116,12/5/2021,339,--,N,0.00, ,209, ,12.0, ,63.4, ,43.2, ,50.6, ,100, ,74, ,95, ,49.3, ,4.4, ,105.5, ,56.0, 
116,12/6/2021,340,--,N,0.00, ,135, ,12.1, ,58.7, ,41.5, ,50.3, ,100, ,84, ,97, ,49.6, ,4.8, ,116.3, ,55.3, 
116,12/7/2021,341,--,N,0.14, ,176, ,14.6, ,67.1, ,48.2, ,56.1, ,100, ,74, ,95, ,54.8, ,4.4, ,106.5, ,55.9, 
116,12/8/2021,342,--,N,0, ,80, ,13.9, ,59.3, ,47.4, ,53.5, ,100, ,96, ,100, ,53.4, ,4.6, ,109.8, ,56.3, 
116,12/9/2021,343,--,N,0.20, ,238, ,11.7, ,57.6, ,42.0, ,51.2, ,100, ,72, ,91, ,48.6, ,7.2, ,173.5, ,56.1, 
116,12/10/2021,344,--,N,0, ,244, ,9.4, ,61.0, ,39.4, ,46.9, ,100, ,56, ,86, ,43.0, ,4.3, ,103.3, ,54.5, 
116,12/11/2021,345,--,N,0, ,249, ,8.8, ,64.0, ,37.7, ,46.6, ,100, ,49, ,81, ,41.2, ,6.1, ,146.1, ,52.9, 
116,12/12/2021,346,--,N,0.04, ,96, ,9.9, ,57.8, ,38.9, ,48.8, ,100, ,50, ,84, ,44.2, ,8.3, ,198.7, ,51.9, 
116,12/13/2021,347,--,N,1.38, ,40, ,13.2, ,54.8, ,48.9, ,53.4, ,100, ,85, ,95, ,52.0, ,15.9,R,382.2,R,52.6, 
116,12/14/2021,348,--,N,0.51, ,141, ,10.2, ,53.3, ,40.1, ,47.0, ,100, ,74, ,93, ,45.0, ,6.3, ,150.2, ,52.8, 
116,12/15/2021,349,--,N,0.04, ,179, ,9.4, ,55.7, ,40.1, ,47.5, ,100, ,72, ,84, ,43.0, ,11.4,Y,273.9,Y,51.1, 
116,12/16/2021,350,--,N,0.34, ,214, ,12.3, ,62.7, ,44.6, ,51.7, ,100, ,83, ,94, ,50.0, ,7.4, ,177.3, ,51.7, 
116,12/17/2021,351,--,N,0, ,252, ,9.7, ,60.2, ,38.5, ,47.9, ,100, ,61, ,86, ,43.9, ,6.8, ,163.2, ,51.7, 
116,12/18/2021,352,--,N,0, ,252, ,9.1, ,59.9, ,38.4, ,45.6, ,100, ,66, ,88, ,42.1, ,6.2, ,147.8, ,50.9, 
116,12/19/2021,353,--,N,0, ,253, ,9.4, ,59.0, ,35.4, ,45.0, ,100, ,69, ,92, ,42.9, ,5.5, ,132.0, ,50.2, 
116,12/20/2021,354,--,N,0, ,172, ,9.3, ,55.4, ,33.5, ,46.1, ,100, ,72, ,87, ,42.5, ,8.1, ,193.8, ,49.6, 
116,12/21/2021,355,--,N,0, ,240, ,9.7, ,67.0, ,40.1, ,51.0, ,95, ,40, ,76, ,43.8, ,4.7, ,113.2, ,49.8, 
116,12/22/2021,356,--,N,0.16, ,70, ,13.3, ,62.4, ,50.3, ,56.3, ,100, ,62, ,86, ,52.1, ,13.3,Y,319.9,Y,51.4, 
116,12/23/2021,357,--,N,0.44, ,51, ,15.2,Y,60.5, ,47.1, ,55.9, ,100, ,95, ,100,Y,55.7,Y,8.0, ,191.2, ,53.3, 
116,12/24/2021,358,--,N,0.27, ,188, ,11.6, ,55.9, ,46.7, ,50.9, ,100, ,74, ,91, ,48.5, ,7.2, ,171.7, ,53.1, 
116,12/25/2021,359,--,N,0.62, ,18, ,10.9, ,54.4, ,44.9, ,47.9, ,100, ,86, ,96, ,46.8, ,12.2,Y,293.7,Y,52.0, 
116,12/26/2021,360,--,N,0.06, ,180, ,9.9, ,55.0, ,40.9, ,47.4, ,100, ,71, ,89, ,44.2, ,7.5, ,180.2, ,50.8, 
116,12/27/2021,361,--,N,1.08, ,125, ,10.2, ,52.8, ,41.2, ,46.1, ,100, ,80, ,96, ,45.1, ,7.8, ,187.1, ,50.1, 
116,12/28/2021,362,--,N,0.02, ,150, ,9.9, ,54.0, ,40.8, ,46.6, ,100, ,72, ,92, ,44.4, ,5.3, ,127.4, ,49.2, 
116,12/29/2021,363,--,N,0.23, ,187, ,11.7, ,58.5, ,45.4, ,49.5, ,100, ,85, ,97, ,48.6, ,10.6, ,255.0, ,50.0, 
116,12/30/2021,364,--,N,0, ,256, ,11.0, ,59.3, ,41.9, ,48.8, ,100, ,75, ,94, ,47.2, ,6.7, ,159.8, ,50.5, 
116,12/31/2021,365,--,N,0, ,259, ,9.4, ,56.1, ,37.9, ,46.8, ,100, ,63, ,86, ,42.9, ,4.5, ,107.3, ,50.6, 
