70,11/23/2021,327,0.05, ,0.01, ,225, ,11.1, ,59.6, ,40.8, ,49.1, ,100, ,66, ,93, ,47.2, ,3.9, ,93.3, ,54.8, 
70,11/24/2021,328,0.07, ,0, ,272, ,7.6, ,62.1, ,39.7, ,49.5, ,100, ,37, ,63, ,37.3, ,3.7, ,88.2, ,54.0, 
70,11/25/2021,329,0.05, ,0, ,249, ,10.0, ,65.2, ,35.0, ,48.0, ,100, ,51, ,88, ,44.6, ,2.0, ,47.4, ,53.0, 
70,11/26/2021,330,0.06, ,0, ,246, ,9.8, ,65.6, ,37.7, ,48.8, ,100, ,44, ,83, ,43.9, ,2.0, ,47.6, ,52.8, 
70,11/27/2021,331,0.06, ,0, ,243, ,10.4, ,68.8, ,37.4, ,51.0, ,100, ,44, ,81, ,45.5, ,1.8, ,44.2, ,52.9, 
70,11/28/2021,332,0.05, ,0, ,244, ,11.2, ,67.3, ,37.5, ,50.8, ,100, ,58, ,88, ,47.4, ,1.9, ,44.9, ,53.1, 
70,11/29/2021,333,0.06, ,0.00, ,239, ,11.4, ,67.7, ,38.0, ,50.2, ,100, ,65, ,92, ,47.9, ,2.2, ,51.6, ,52.7, 
70,11/30/2021,334,0.05, ,0, ,241, ,12.3, ,68.5, ,38.9, ,52.4, ,100, ,65, ,92, ,50.0, ,1.8, ,43.9, ,52.9, 
70,12/1/2021,335,0.05, ,0.01, ,218, ,11.8, ,69.9, ,38.4, ,50.7, ,100, ,61, ,93, ,48.8, ,1.5, ,36.6, ,53.0, 
70,12/2/2021,336,0.04, ,0.00, ,196, ,11.4, ,66.2, ,37.0, ,48.2, ,100, ,77, ,99, ,48.0, ,1.5, ,37.0, ,52.7, 
70,12/3/2021,337,0.01, ,0.02, ,109, ,12.1, ,58.3, ,42.4, ,49.3, ,100, ,99, ,100, ,49.6, ,2.7, ,65.1, ,52.9, 
70,12/4/2021,338,0.01, ,0.01, ,70, ,11.4, ,50.2, ,43.7, ,47.9, ,100, ,100, ,100, ,48.0, ,2.8, ,68.1, ,53.5, 
70,12/5/2021,339,0.02, ,0.01, ,106, ,11.9, ,55.9, ,44.3, ,49.7, ,100, ,89, ,98, ,49.2, ,2.5, ,60.0, ,53.9, 
70,12/6/2021,340,0.00, ,0.04, ,52, ,11.7, ,51.8, ,45.3, ,48.8, ,100, ,93, ,99, ,48.6, ,2.4, ,58.1, ,53.1, 
70,12/7/2021,341,0.01, ,0.02, ,65, ,10.0, ,58.5, ,--,S,49.7, ,100, ,0, ,82, ,44.4, ,2.7, ,65.6, ,53.5, 
70,12/8/2021,342,0.05,H,0, ,72, ,0.0,R,54.9, ,42.0, ,49.9, ,0,H,0,H,--,R,--,I,2.8, ,67.0, ,53.2, 
70,12/9/2021,343,0.05,H,0.06, ,171, ,2.1,Y,58.4, ,41.8, ,50.5, ,100,H,0,H,16,Y,6.6,Y,4.6, ,109.5, ,53.7, 
70,12/10/2021,344,0.06, ,0, ,241, ,3.0,Y,55.8, ,31.9, ,42.6, ,100,H,0,H,32,Y,14.8,Y,3.1, ,74.1, ,51.4, 
70,12/11/2021,345,0.05, ,0, ,237, ,6.4, ,58.0, ,28.2, ,43.0, ,100, ,0, ,68, ,33.1, ,2.7, ,65.3, ,49.2, 
70,12/12/2021,346,0.08,H,0.39, ,53, ,1.7,Y,52.1, ,42.7, ,47.6, ,68,H,0,H,15,Y,2.7,Y,6.0, ,144.2, ,49.9, 
70,12/13/2021,347,0.07, ,0.97, ,64, ,8.2, ,53.4, ,43.8, ,50.7, ,100, ,0, ,65, ,39.3, ,11.5,R,275.8,R,50.7, 
70,12/14/2021,348,0.04, ,0.20, ,167, ,4.5,H,51.6, ,35.0, ,44.1, ,100,H,0,H,45, ,24.3, ,3.9, ,94.1, ,50.5, 
70,12/15/2021,349,0.05,H,0.01, ,169, ,0.0,Y,53.3, ,37.1, ,46.0, ,0,H,0,H,0,Y,-74.3,Y,9.0,Y,216.8,Y,49.0, 
70,12/16/2021,350,0.05,H,0.32, ,202, ,0.0,Y,54.6, ,38.2, ,45.9, ,0,H,0,H,0,Y,-74.3,Y,6.0, ,144.6, ,49.6, 
70,12/17/2021,351,0.03,H,0.00, ,190, ,0.0,Y,51.5, ,34.7, ,41.1, ,0,H,0,H,0,Y,-83.7,Y,2.5, ,60.8, ,48.8, 
70,12/18/2021,352,0.04,H,0.00, ,82, ,0.0,Y,47.6, ,30.4, ,39.7, ,2,H,0,H,0,Y,-74.3,Y,2.1, ,51.5, ,47.7, 
70,12/19/2021,353,0.05,H,0, ,45, ,0.4,Y,43.4, ,33.1, ,40.2, ,77,H,0,H,4,Y,-28.7,Y,2.0, ,47.1, ,47.3, 
70,12/20/2021,354,0.01, ,0, ,68, ,9.0, ,46.2, ,41.6, ,43.1, ,100, ,22, ,95, ,41.9, ,2.6, ,61.3, ,47.9, 
70,12/21/2021,355,0.03,R,0.04, ,92, ,7.9,H,46.9, ,--,S,41.0,H,100,H,0,H,90, ,38.3, ,3.0, ,71.6, ,48.5, 
70,12/22/2021,356,0.04, ,0.24, ,156, ,9.3, ,53.9, ,40.9, ,46.6, ,95, ,71, ,86, ,42.7, ,7.2, ,172.8, ,48.6, 
70,12/23/2021,357,0.01, ,0.43, ,76, ,12.2, ,57.2, ,49.6, ,52.1, ,96, ,85, ,92, ,49.9, ,6.4, ,152.6, ,50.2, 
70,12/24/2021,358,0.05, ,0.22, ,186, ,10.5, ,56.5, ,47.8, ,51.7, ,98, ,59, ,81, ,45.9, ,4.8, ,116.1, ,51.1, 
70,12/25/2021,359,0.02, ,0.39, ,77, ,9.3, ,52.9, ,43.6, ,47.6, ,95, ,71, ,83, ,42.8, ,7.4, ,177.4, ,50.4, 
70,12/26/2021,360,0.03, ,0.04, ,115, ,8.0, ,51.0, ,36.9, ,44.7, ,92, ,63, ,79, ,38.7, ,5.3, ,126.7, ,48.7, 
70,12/27/2021,361,0.02, ,0.38, ,105, ,8.4, ,50.0, ,37.1, ,44.7, ,95, ,67, ,83, ,40.0, ,5.7, ,136.0, ,48.6, 
70,12/28/2021,362,0.04, ,0.00, ,176, ,6.8, ,48.1, ,34.9, ,42.2, ,88, ,58, ,75, ,34.7, ,3.3, ,79.7, ,47.8, 
70,12/29/2021,363,0.02, ,0.09,H,81, ,8.9, ,48.4, ,41.4, ,44.3, ,96, ,76, ,89, ,41.4, ,7.8, ,187.6, ,47.6, 
70,12/30/2021,364,0.04, ,0, ,221, ,8.7, ,55.1, ,37.7, ,44.7, ,97, ,66, ,86, ,40.8, ,3.2, ,77.4, ,48.4, 
70,12/31/2021,365,0.03, ,0, ,156, ,7.8, ,52.1, ,34.4, ,42.8, ,96, ,65, ,84, ,38.2, ,3.8, ,90.8, ,47.7, 
