106,11/22/2021,326,0.06, ,0.00, ,250, ,7.6, ,72.4, ,30.4, ,45.5, ,96, ,34, ,74, ,37.6, ,2.0, ,47.4, ,55.9, 
106,11/23/2021,327,0.07, ,0, ,247, ,8.1, ,65.5, ,33.9, ,47.1, ,96, ,41, ,74, ,39.1, ,3.6, ,86.3, ,55.2, 
106,11/24/2021,328,0.06, ,0.00, ,241, ,6.9, ,68.2, ,28.1, ,43.2, ,95, ,33, ,72, ,34.9, ,2.7, ,63.8, ,54.2, 
106,11/25/2021,329,0.05, ,0.00, ,229, ,7.2, ,68.6, ,28.3, ,44.0, ,95, ,34, ,74, ,36.2, ,1.9, ,46.5, ,53.3, 
106,11/26/2021,330,0.05, ,0, ,216, ,8.2, ,68.5, ,32.0, ,48.7, ,95, ,35, ,70, ,39.5, ,2.3, ,54.4, ,53.5, 
106,11/27/2021,331,0.05, ,0, ,216, ,10.5, ,75.0, ,38.1, ,53.1, ,95, ,46, ,76, ,45.9, ,1.9, ,46.7, ,54.1, 
106,11/28/2021,332,0.05, ,0.00, ,210, ,12.1, ,77.0,Y,42.3, ,53.9, ,97, ,51, ,85, ,49.5, ,1.8, ,43.6, ,55.1, 
106,11/29/2021,333,0.05, ,0.01, ,198, ,11.4, ,73.9, ,40.5, ,52.0, ,97, ,50, ,86, ,47.9, ,2.1, ,50.1, ,55.9, 
106,11/30/2021,334,0.05, ,0.01, ,223, ,8.9, ,75.5,Y,33.5, ,48.4, ,97, ,38, ,77, ,41.5, ,2.1, ,51.3, ,55.3, 
106,12/1/2021,335,0.07, ,0, ,230, ,8.5, ,77.1,Y,32.3, ,48.7, ,96, ,34, ,73, ,40.5, ,2.5, ,58.9, ,54.4, 
106,12/2/2021,336,0.06, ,0.00, ,223, ,8.9, ,76.1,Y,32.1, ,47.9, ,96, ,44, ,78, ,41.4, ,1.8, ,42.3, ,53.9, 
106,12/3/2021,337,0.05, ,0, ,226, ,9.4, ,67.5, ,33.0, ,47.2, ,97, ,53, ,85, ,43.0, ,2.3, ,56.3, ,53.6, 
106,12/4/2021,338,0.03, ,0.01, ,150, ,9.8, ,66.1, ,35.4, ,46.7, ,97, ,58, ,91, ,44.1, ,2.1, ,51.6, ,54.1, 
106,12/5/2021,339,0.06, ,0.01, ,224, ,8.5, ,73.0, ,32.4, ,47.3, ,97, ,36, ,76, ,40.2, ,2.1, ,51.4, ,53.7, 
106,12/6/2021,340,0.00, ,0.06, ,43, ,9.4, ,51.3, ,35.5, ,44.4, ,97, ,86, ,95, ,43.0, ,1.9, ,45.2, ,53.2, 
106,12/7/2021,341,0.04, ,0, ,175, ,11.4, ,62.7, ,43.8, ,50.6, ,97, ,71, ,90, ,47.9, ,3.0, ,72.3, ,53.4, 
106,12/8/2021,342,0.01, ,0, ,56, ,11.7, ,54.7, ,49.0, ,51.6, ,95, ,82, ,90, ,48.7, ,1.9, ,46.6, ,54.1, 
106,12/9/2021,343,0.06, ,0, ,221, ,7.4, ,56.7, ,33.5, ,47.5, ,91, ,43, ,66, ,36.7, ,4.6, ,109.6, ,54.2, 
106,12/10/2021,344,0.05, ,0, ,217, ,5.9, ,59.6, ,27.7, ,39.6, ,93, ,38, ,71, ,31.0, ,2.1, ,51.4, ,52.5, 
106,12/11/2021,345,0.02, ,0.11, ,115, ,6.9, ,50.7, ,26.5, ,40.0, ,94, ,64, ,82, ,34.9, ,2.3, ,54.3, ,51.1, 
106,12/12/2021,346,0.00, ,0.97, ,43, ,11.1, ,51.7, ,46.0, ,49.1, ,96, ,90, ,93, ,47.3, ,3.3, ,78.5, ,51.2, 
106,12/13/2021,347,0.00, ,0.99, ,34, ,10.2, ,52.2, ,39.1, ,47.5, ,95, ,85, ,91, ,45.1, ,4.2, ,99.8, ,51.9, 
106,12/14/2021,348,0.04, ,0.27, ,205, ,7.0, ,51.7, ,30.0, ,39.3, ,95, ,59, ,85, ,35.2, ,3.3, ,80.0, ,51.2, 
106,12/15/2021,349,0.01, ,1.25, ,49, ,8.9, ,49.6, ,32.1, ,42.7, ,96, ,89, ,95, ,41.5, ,4.0, ,96.8, ,50.0, 
106,12/16/2021,350,0.04, ,0.04, ,172, ,8.9, ,57.8, ,34.0, ,44.6, ,97, ,64, ,88, ,41.4, ,2.5, ,59.3, ,49.7, 
106,12/17/2021,351,0.04, ,0, ,177, ,7.5, ,55.7, ,30.4, ,40.9, ,97, ,62, ,86, ,37.1, ,2.7, ,65.5, ,49.9, 
106,12/18/2021,352,0.04, ,0.01, ,175, ,7.4, ,57.8, ,33.2, ,40.4, ,97, ,55, ,86, ,36.6, ,2.2, ,53.3, ,49.6, 
106,12/19/2021,353,0.02, ,0, ,80, ,8.0, ,48.3, ,37.0, ,43.3, ,96, ,71, ,83, ,38.6, ,4.0, ,95.9, ,49.5, 
106,12/20/2021,354,0.02, ,0, ,53, ,8.9, ,50.3, ,43.9, ,47.0, ,90, ,71, ,81, ,41.5, ,5.5, ,131.6, ,49.7, 
106,12/21/2021,355,0.01, ,0.57, ,39, ,9.1, ,49.0, ,44.5, ,46.6, ,96, ,75, ,84, ,42.1, ,3.4, ,81.1, ,50.0, 
106,12/22/2021,356,0.01, ,0.33, ,74, ,10.5, ,50.9, ,44.8, ,48.0, ,96, ,85, ,92, ,45.9, ,3.6, ,85.4, ,50.1, 
106,12/23/2021,357,0.03, ,0.93, ,133, ,11.9, ,60.1, ,48.5, ,52.4, ,96, ,68, ,89, ,49.1, ,3.4, ,82.0, ,50.9, 
106,12/24/2021,358,0.03, ,0.06, ,132, ,9.1, ,54.3, ,39.1, ,47.0, ,97, ,66, ,83, ,42.0, ,3.8, ,92.1, ,51.5, 
106,12/25/2021,359,0.03, ,0.88, ,124, ,8.8, ,52.9, ,37.5, ,45.1, ,93, ,68, ,86, ,41.2, ,3.8, ,90.9, ,50.6, 
106,12/26/2021,360,0.01, ,0.28, ,74, ,7.6, ,45.1, ,33.2, ,40.0, ,95, ,82, ,91, ,37.6, ,3.0, ,71.9, ,49.3, 
106,12/27/2021,361,0.02, ,0.31, ,109, ,7.2, ,46.0, ,31.8, ,39.9, ,96, ,66, ,87, ,36.2, ,3.3, ,78.8, ,48.3, 
106,12/28/2021,362,0.01, ,0.23, ,78, ,7.2, ,41.7,Y,33.2, ,38.0, ,96, ,89, ,93, ,36.1, ,2.3, ,55.2, ,47.2, 
106,12/29/2021,363,0.03, ,0.14,H,139, ,7.5, ,51.6, ,31.8, ,41.1, ,96, ,65, ,86, ,37.1, ,2.7, ,64.4, ,47.0, 
106,12/30/2021,364,0.03, ,0, ,136, ,6.6, ,49.5, ,30.1, ,37.7, ,96, ,69, ,87, ,34.0, ,2.7, ,64.1, ,46.7, 
106,12/31/2021,365,0.05, ,0.01, ,188, ,6.0, ,52.0, ,26.9, ,36.7, ,96, ,53, ,81, ,31.5, ,3.5, ,84.2, ,45.4, 
