182,11/24/2021,328,0.07, ,0, ,277, ,8.5, ,61.9, ,37.1, ,48.0, ,98, ,45, ,75, ,40.3, ,3.0, ,72.4, ,50.5, 
182,11/25/2021,329,0.07, ,0, ,280, ,7.5, ,68.7, ,32.6, ,46.7, ,93, ,31, ,69, ,37.1, ,2.1, ,49.8, ,49.1, 
182,11/26/2021,330,0.06, ,0, ,251, ,7.6, ,64.3, ,33.0, ,46.0, ,90, ,47, ,72, ,37.3, ,2.3, ,55.4, ,48.0, 
182,11/27/2021,331,0.06, ,0, ,262, ,7.7, ,69.1, ,34.4, ,48.5, ,90, ,38, ,66, ,37.8, ,2.0, ,48.1, ,47.7, 
182,11/28/2021,332,0.07, ,0, ,263, ,7.8, ,71.2, ,34.5, ,50.2, ,90, ,33, ,63, ,38.1, ,2.0, ,47.5, ,47.8, 
182,11/29/2021,333,0.07, ,0, ,258, ,8.0, ,71.0, ,35.6, ,50.3, ,86, ,35, ,64, ,38.7, ,1.9, ,44.8, ,47.9, 
182,11/30/2021,334,0.06, ,0, ,250, ,8.3, ,73.0, ,35.6, ,51.2, ,90, ,36, ,65, ,39.8, ,2.1, ,50.4, ,47.9, 
182,12/1/2021,335,0.07, ,0, ,256, ,8.6, ,76.0,Y,39.1, ,53.3, ,86, ,33, ,62, ,40.6, ,2.0, ,47.9, ,48.2, 
182,12/2/2021,336,0.06, ,0, ,240, ,8.8, ,73.5, ,39.2, ,52.2, ,85, ,38, ,66, ,41.2, ,2.1, ,50.6, ,48.4, 
182,12/3/2021,337,0.07, ,0, ,244, ,8.8, ,70.7, ,37.5, ,51.4, ,86, ,44, ,68, ,41.3, ,2.2, ,53.0, ,48.5, 
182,12/4/2021,338,0.01, ,0.00, ,96, ,9.7, ,49.9, ,37.4, ,44.4, ,100, ,83, ,98, ,43.8, ,2.3, ,54.4, ,47.7, 
182,12/5/2021,339,0, ,0.02, ,33, ,10.5, ,48.0, ,44.9, ,46.4, ,100, ,93, ,98, ,45.8, ,2.2, ,51.8, ,48.1, 
182,12/6/2021,340,0.00, ,0, ,48, ,9.9, ,47.9, ,45.5, ,46.4, ,96, ,87, ,92, ,44.3, ,2.1, ,50.8, ,48.1, 
182,12/7/2021,341,0.04, ,0, ,168, ,9.7, ,57.0, ,38.9, ,47.5, ,99, ,67, ,87, ,43.8, ,2.4, ,57.6, ,48.4, 
182,12/8/2021,342,0.05, ,0.00, ,231, ,9.0, ,63.3, ,34.1, ,47.0, ,98, ,56, ,82, ,41.7, ,2.1, ,50.4, ,47.4, 
182,12/9/2021,343,0.01, ,0.41, ,88, ,10.3, ,55.0, ,43.4, ,48.9, ,98, ,68, ,88, ,45.4, ,2.2, ,52.9, ,47.8, 
182,12/10/2021,344,0.05, ,0.00, ,246, ,8.7, ,56.6, ,36.9, ,45.5, ,99, ,58, ,84, ,41.0, ,2.3, ,54.5, ,47.3, 
182,12/11/2021,345,0.05, ,0, ,258, ,7.8, ,58.4, ,32.0, ,43.2, ,97, ,54, ,83, ,38.3, ,2.1, ,49.3, ,45.4, 
182,12/12/2021,346,0.06, ,0.00, ,242, ,7.6, ,63.4, ,31.7, ,46.8, ,97, ,38, ,70, ,37.5, ,2.0, ,47.0, ,45.0, 
182,12/13/2021,347,0.03, ,0.04, ,55, ,8.6, ,60.7, ,39.1, ,50.7, ,90, ,47, ,68, ,40.7, ,4.9,R,117.7,R,45.6, 
182,12/14/2021,348,0.01, ,1.15, ,28, ,9.4, ,60.9, ,35.8, ,46.2, ,95, ,49, ,88, ,42.9, ,4.3,Y,104.0,Y,46.3, 
182,12/15/2021,349,0.05, ,0.00, ,257, ,7.1, ,54.2, ,31.7, ,41.2, ,98, ,48, ,80, ,35.6, ,2.4, ,58.1, ,43.7, 
182,12/16/2021,350,0.03, ,0.04, ,155, ,9.0, ,57.6, ,37.7, ,47.2, ,95, ,50, ,82, ,41.9, ,3.6, ,87.3, ,44.0, 
182,12/17/2021,351,0.01, ,0, ,58, ,9.3, ,48.6, ,43.3, ,45.8, ,97, ,77, ,89, ,42.7, ,3.0, ,72.0, ,45.6, 
182,12/18/2021,352,0.03, ,0, ,171, ,8.0, ,52.5, ,34.5, ,44.4, ,96, ,64, ,81, ,38.8, ,2.1, ,51.3, ,45.7, 
182,12/19/2021,353,0.04, ,0.01, ,230, ,7.6, ,51.2, ,30.2, ,38.2, ,100, ,80, ,97, ,37.3, ,2.5, ,60.2, ,43.5, 
182,12/20/2021,354,0.00, ,0.00, ,50, ,7.6, ,39.7,Y,35.2, ,37.6, ,100, ,100, ,100, ,37.6, ,2.3, ,55.8, ,43.3, 
182,12/21/2021,355,0.02, ,0.00, ,131, ,7.5, ,47.2, ,30.8, ,38.7, ,100, ,81, ,94, ,37.0, ,2.5, ,59.4, ,43.3, 
182,12/22/2021,356,0.01, ,0.47, ,75, ,9.1, ,51.7, ,35.0, ,43.7, ,100, ,76, ,94, ,42.1, ,3.1, ,74.5, ,42.8, 
182,12/23/2021,357,0.00, ,0.54, ,35, ,13.2,Y,58.4, ,47.9, ,52.9, ,99, ,92, ,97,Y,51.9,Y,2.3, ,55.4, ,45.6, 
182,12/24/2021,358,0.05, ,0.11, ,197, ,11.9, ,63.3, ,44.7, ,53.3, ,99, ,61, ,86, ,49.2, ,4.1, ,99.2, ,47.6, 
182,12/25/2021,359,0.06, ,0.13, ,257, ,9.4, ,60.4, ,39.4, ,49.5, ,97, ,49, ,78, ,42.9, ,3.6, ,85.5, ,47.4, 
182,12/26/2021,360,0.06, ,0, ,269, ,7.8, ,54.1, ,36.6, ,45.1, ,96, ,53, ,77, ,38.2, ,3.5, ,83.9, ,46.1, 
182,12/27/2021,361,0.01, ,0.07, ,85, ,8.5, ,53.3, ,38.3, ,44.4, ,96, ,71, ,85, ,40.3, ,2.7, ,63.7, ,44.3, 
182,12/28/2021,362,0.02, ,0, ,131, ,7.8, ,47.9, ,39.4, ,42.9, ,97, ,64, ,83, ,38.0, ,2.2, ,52.2, ,44.1, 
182,12/29/2021,363,0.02, ,0.15, ,105, ,9.3, ,55.9, ,40.2, ,46.6, ,95, ,69, ,86, ,42.7, ,2.9, ,70.2, ,44.4, 
182,12/30/2021,364,0.02, ,0, ,118, ,9.4, ,51.7, ,39.4, ,44.0, ,100, ,85, ,96, ,42.9, ,2.6, ,61.8, ,45.0, 
182,12/31/2021,365,0.00, ,0, ,61, ,9.0, ,49.9, ,38.4, ,43.8, ,99, ,79, ,92, ,41.7, ,2.8, ,67.4, ,44.1, 
