257,12/1/2021,335,0.09, ,0, ,304, ,3.1, ,77.4,Y,34.9, ,55.0, ,47, ,9, ,21, ,16.0, ,3.4, ,81.3, ,--,S
257,12/2/2021,336,0.09, ,0, ,330,R,2.8, ,76.9,Y,32.7, ,52.0, ,46, ,9, ,21, ,13.3, ,2.7, ,64.8, ,--,S
257,12/3/2021,337,0.07, ,0, ,308,R,2.7, ,73.8, ,30.2, ,49.6, ,44, ,10, ,22, ,12.6, ,2.7, ,63.7, ,--,S
257,12/4/2021,338,0.07, ,0, ,296, ,2.7, ,73.2, ,29.8, ,48.7, ,41, ,11, ,23, ,12.9, ,2.6, ,61.6, ,--,S
257,12/5/2021,339,0.09, ,0, ,296, ,2.7, ,74.8, ,31.1, ,53.0, ,40, ,9, ,20, ,12.6, ,3.5, ,83.4, ,--,S
257,12/6/2021,340,0.07, ,0, ,227, ,2.9, ,69.3, ,33.3, ,50.7, ,41, ,12, ,23, ,14.3, ,2.7, ,64.9, ,--,S
257,12/7/2021,341,0.07, ,0.01, ,160, ,6.2, ,66.2, ,46.6, ,54.6, ,81, ,24, ,43, ,32.5, ,3.8, ,91.4, ,--,S
257,12/8/2021,342,0.10, ,0, ,282, ,7.7, ,69.7, ,37.5, ,55.4, ,89, ,27, ,51, ,37.7, ,5.5, ,131.6, ,--,S
257,12/9/2021,343,0.11, ,0, ,181, ,6.4, ,59.1, ,38.3, ,52.4, ,59, ,37, ,48, ,33.1, ,11.3,Y,270.2,Y,--,S
257,12/10/2021,344,0.06, ,0, ,263, ,3.8, ,53.9, ,27.9, ,40.6, ,71, ,27, ,44, ,20.7, ,3.2, ,77.3, ,--,S
257,12/11/2021,345,0.06, ,0, ,286, ,2.7, ,55.2, ,22.3, ,37.4, ,59, ,20, ,36, ,12.9, ,2.9, ,70.1, ,--,S
257,12/12/2021,346,0.06, ,0, ,286, ,2.6, ,56.2, ,20.4,Y,37.4, ,62, ,19, ,35, ,12.1, ,2.6, ,63.2, ,--,S
257,12/13/2021,347,0.05, ,0, ,147, ,5.0, ,54.0, ,23.5, ,40.7, ,69, ,35, ,58, ,27.2, ,5.8, ,139.9, ,--,S
257,12/14/2021,348,0.04, ,0.24, ,103, ,7.0, ,53.0, ,38.9, ,46.0, ,89, ,32, ,66, ,35.3, ,9.8, ,235.6, ,--,S
257,12/15/2021,349,0.05, ,0, ,246, ,4.2, ,47.0, ,27.3, ,36.9, ,85, ,41, ,57, ,22.9, ,3.8, ,92.3, ,--,S
257,12/16/2021,350,0.04, ,0, ,196, ,5.1, ,52.7, ,22.6, ,36.4, ,90, ,54, ,70, ,27.6, ,4.9, ,116.7, ,--,S
257,12/17/2021,351,0.05, ,0, ,293, ,4.6, ,52.8, ,23.4, ,37.1, ,91, ,30, ,61, ,25.1, ,3.0, ,72.3, ,--,S
257,12/18/2021,352,0.05, ,0, ,284, ,4.2, ,53.1, ,20.3, ,35.0, ,89, ,31, ,61, ,23.0, ,2.4, ,58.2, ,--,S
257,12/19/2021,353,0.05, ,0, ,285, ,4.1, ,55.1, ,19.9, ,35.3, ,89, ,26, ,58, ,22.1, ,2.3, ,54.1, ,--,S
257,12/20/2021,354,0.05, ,0, ,248, ,4.1, ,53.7, ,19.6, ,35.5, ,89, ,28, ,58, ,22.2, ,2.3, ,55.2, ,--,S
257,12/21/2021,355,0.05, ,0, ,222, ,4.3, ,57.1, ,25.6, ,37.9, ,81, ,24, ,55, ,23.3, ,2.5, ,60.3, ,--,S
257,12/22/2021,356,0.04, ,0.02, ,203, ,4.7, ,53.2, ,24.8, ,39.3, ,83, ,32, ,58, ,25.8, ,2.4, ,57.9, ,--,S
257,12/23/2021,357,0.02, ,0.35, ,53, ,9.6, ,55.1, ,40.7, ,48.0, ,92, ,73, ,84, ,43.5, ,7.2, ,173.5, ,--,S
257,12/24/2021,358,0.09, ,0.01, ,256, ,8.0, ,61.0, ,47.2,Y,53.2, ,79, ,38, ,58, ,38.8, ,9.7, ,233.0, ,--,S
257,12/25/2021,359,0.09, ,0, ,285, ,6.6, ,56.5, ,39.8, ,48.0, ,71, ,46, ,58, ,33.8, ,11.0,Y,264.5,Y,--,S
257,12/26/2021,360,0.11, ,0, ,293, ,4.0, ,54.8, ,41.5, ,46.0, ,73, ,19, ,38, ,21.8, ,11.4,Y,272.8,Y,--,S
257,12/27/2021,361,0.11, ,0, ,235, ,4.8, ,51.8, ,41.1, ,45.0, ,68, ,28, ,47, ,25.9, ,12.4,Y,298.7,Y,--,S
257,12/28/2021,362,0.06, ,0, ,227, ,4.3, ,48.5, ,32.6, ,41.4, ,68, ,39, ,49, ,23.6, ,5.5, ,131.1, ,--,S
257,12/29/2021,363,0.03, ,0.18, ,187, ,6.0, ,46.7, ,23.9, ,38.2, ,96, ,57, ,77, ,31.6, ,3.1, ,74.5, ,--,S
257,12/30/2021,364,0.01, ,0.42, ,107, ,8.2, ,46.0, ,38.0, ,41.4, ,98, ,82, ,92, ,39.3, ,2.3, ,55.7, ,--,S
257,12/31/2021,365,0.05, ,0.00, ,266, ,6.9, ,52.8, ,33.2, ,42.8, ,99, ,41, ,74, ,35.0, ,4.2, ,101.6, ,--,S
