243,11/23/2021,327,0.03, ,0.01, ,147, ,9.6, ,60.2, ,38.9, ,47.2, ,100, ,59, ,86, ,43.3, ,5.1, ,121.8, ,55.9, 
243,11/24/2021,328,0.11, ,0, ,261, ,7.0, ,63.0, ,36.0, ,51.0, ,100, ,35, ,54, ,35.2, ,8.8, ,212.2, ,55.1, 
243,11/25/2021,329,0.05, ,0, ,233, ,9.3, ,62.3, ,31.3, ,45.4, ,100, ,60, ,90, ,42.6, ,2.2, ,52.6, ,54.1, 
243,11/26/2021,330,0.06, ,0, ,241, ,9.3, ,65.5, ,36.4, ,47.9, ,99, ,42, ,82, ,42.7, ,2.4, ,57.3, ,54.0, 
243,11/27/2021,331,0.05, ,0, ,230, ,10.2, ,66.1, ,37.4, ,49.1, ,100, ,50, ,85, ,44.9, ,1.6, ,39.4, ,54.3, 
243,11/28/2021,332,0.05, ,0, ,227, ,10.5, ,66.6, ,36.4, ,49.5, ,100, ,57, ,87, ,45.9, ,1.9, ,46.3, ,54.7, 
243,11/29/2021,333,0.05, ,0.01, ,215, ,10.8, ,68.0, ,36.6, ,48.8, ,100, ,60, ,92, ,46.6, ,2.4, ,58.7, ,54.8, 
243,11/30/2021,334,0.04, ,0.01, ,199, ,10.8, ,67.0, ,36.5, ,47.5, ,100, ,70, ,96, ,46.5, ,1.9, ,44.9, ,54.7, 
243,12/1/2021,335,0.05, ,0.00, ,224, ,11.5, ,70.9, ,37.0, ,50.1, ,100, ,63, ,93, ,48.1, ,1.6, ,38.5, ,54.8, 
243,12/2/2021,336,0.03, ,0.01, ,143, ,10.9, ,64.5, ,38.4, ,46.9, ,100, ,74, ,99, ,46.8, ,1.7, ,40.9, ,54.9, 
243,12/3/2021,337,0.01, ,0.02, ,99, ,11.0, ,59.1, ,37.6, ,47.0, ,100, ,88, ,100, ,47.1, ,2.6, ,61.7, ,54.5, 
243,12/4/2021,338,0.00, ,0.01, ,54, ,10.5, ,50.8, ,35.0, ,45.6, ,100, ,99, ,100, ,45.7, ,2.9, ,68.7, ,53.5, 
243,12/5/2021,339,0.01, ,0.00, ,77, ,10.5, ,51.9, ,37.1, ,46.1, ,100, ,91, ,99, ,45.9, ,3.0, ,72.1, ,53.9, 
243,12/6/2021,340,0.00, ,0.06, ,39, ,10.3, ,48.8, ,35.4, ,45.4, ,100, ,96, ,100, ,45.4, ,2.6, ,62.6, ,53.1, 
243,12/7/2021,341,0.02, ,0.01, ,117, ,10.9, ,53.3, ,41.5, ,47.2, ,99, ,91, ,98, ,46.8, ,3.5, ,85.1, ,53.4, 
243,12/8/2021,342,0.00, ,0.03, ,59, ,11.6, ,51.6, ,41.9, ,48.5, ,100, ,98, ,100, ,48.4, ,3.7, ,88.5, ,53.4, 
243,12/9/2021,343,0.04, ,0.03, ,156, ,10.5, ,57.1, ,36.3, ,48.4, ,99, ,60, ,90, ,45.7, ,5.3, ,127.4, ,54.1, 
243,12/10/2021,344,0.05, ,0, ,226, ,6.5, ,54.3, ,29.3, ,41.3, ,99, ,45, ,74, ,33.5, ,4.2, ,99.9, ,52.4, 
243,12/11/2021,345,0.05, ,0, ,230, ,7.2, ,56.2, ,27.9, ,41.9, ,100, ,51, ,80, ,36.1, ,3.0, ,71.4, ,50.4, 
243,12/12/2021,346,0.00, ,0.40, ,37, ,10.5, ,50.3, ,43.9, ,47.5, ,99, ,86, ,94, ,45.9, ,9.5, ,227.2, ,50.9, 
243,12/13/2021,347,0.00, ,2.64, ,33, ,11.5, ,51.2, ,43.0, ,48.5, ,99, ,94, ,99, ,48.2, ,13.5,Y,324.6,Y,51.1, 
243,12/14/2021,348,0.04, ,0.08, ,189, ,8.6, ,51.9, ,36.7, ,44.0, ,99, ,60, ,88, ,40.6, ,5.0, ,119.1, ,50.7, 
243,12/15/2021,349,0.04, ,0.33, ,117, ,8.6, ,51.4, ,37.4, ,45.1, ,99, ,69, ,84, ,40.6, ,11.0, ,264.8, ,49.7, 
243,12/16/2021,350,0.02, ,0.29, ,138, ,9.9, ,52.6, ,39.2, ,45.3, ,99, ,85, ,96, ,44.3, ,8.1, ,193.5, ,49.6, 
243,12/17/2021,351,0.03, ,0, ,196, ,7.8, ,51.2, ,32.0, ,39.7, ,100, ,70, ,94, ,38.1, ,2.8, ,67.9, ,49.1, 
243,12/18/2021,352,0.01, ,0.01, ,108, ,7.9, ,47.6, ,31.5, ,39.0, ,100, ,86, ,98, ,38.5, ,3.2, ,76.0, ,48.2, 
243,12/19/2021,353,0.00, ,0, ,43, ,9.0, ,45.5, ,33.0, ,42.6, ,100, ,90, ,97, ,41.7, ,2.5, ,59.2, ,48.5, 
243,12/20/2021,354,0.01, ,0, ,104, ,8.8, ,46.7, ,31.6, ,41.6, ,100, ,88, ,98, ,41.1, ,2.9, ,70.0, ,48.6, 
243,12/21/2021,355,0.01, ,0.22, ,69, ,8.9, ,44.9, ,40.7, ,42.4, ,99, ,87, ,97, ,41.5, ,3.8, ,91.6, ,49.0, 
243,12/22/2021,356,0.01, ,0.44, ,87, ,10.4, ,51.2, ,41.7, ,46.0, ,99, ,90, ,99, ,45.7, ,4.7, ,113.1, ,49.2, 
243,12/23/2021,357,0.01, ,1.19, ,68, ,13.1,Y,57.8, ,48.9, ,52.1, ,99, ,90, ,99,Y,51.8,Y,7.2, ,172.9, ,50.5, 
243,12/24/2021,358,0.05, ,0.52, ,199, ,11.1, ,54.7, ,47.1, ,50.3, ,99, ,67, ,89, ,47.3, ,8.5, ,203.4, ,51.7, 
243,12/25/2021,359,0.01, ,0.57, ,46, ,10.2, ,50.5, ,41.1, ,47.1, ,99, ,78, ,92, ,45.1, ,9.3, ,222.8, ,51.5, 
243,12/26/2021,360,0.01, ,0.14, ,65, ,8.9, ,47.9, ,36.9, ,43.5, ,99, ,83, ,92, ,41.5, ,6.7, ,161.1, ,49.9, 
243,12/27/2021,361,0.03, ,0.15, ,148, ,8.9, ,51.6, ,37.0, ,45.3, ,99, ,70, ,87, ,41.5, ,8.4, ,201.7, ,49.4, 
243,12/28/2021,362,0.03, ,0, ,159, ,7.3, ,46.8, ,36.4, ,42.0, ,97, ,66, ,80, ,36.4, ,3.8, ,91.2, ,49.0, 
243,12/29/2021,363,0.00, ,0.5, ,39, ,8.9, ,46.8, ,41.0, ,42.4, ,99, ,81, ,97, ,41.5, ,11.2, ,269.7, ,48.8, 
243,12/30/2021,364,0.04, ,0, ,194, ,9.0, ,53.4, ,38.6, ,44.5, ,99, ,72, ,90, ,41.7, ,4.6, ,109.8, ,48.6, 
243,12/31/2021,365,0.03, ,0, ,149, ,8.3, ,52.6, ,35.7, ,42.5, ,99, ,64, ,90, ,39.7, ,4.2, ,101.7, ,48.8, 
