237,11/23/2021,327,0.13, ,0, ,311, ,6.0, ,73.5, ,46.5, ,61.2, ,97, ,15, ,32, ,31.4, ,5.0, ,120.6, ,60.0, 
237,11/24/2021,328,0.11, ,0, ,340, ,5.7, ,74.3, ,42.8, ,56.4, ,99, ,10, ,37, ,30.4, ,5.1, ,123.4, ,59.5, 
237,11/25/2021,329,0.17, ,0, ,352,R,1.6, ,71.1, ,44.5, ,59.1, ,15, ,5, ,10, ,1.8, ,8.0,R,191.8,R,58.4, 
237,11/26/2021,330,0.15,R,0, ,351,R,1.9, ,78.0, ,43.4, ,60.2, ,21, ,4, ,11, ,4.9, ,5.4, ,129.4, ,57.8, 
237,11/27/2021,331,0.11, ,0, ,341,R,2.3, ,78.7, ,48.3, ,61.3, ,18, ,6, ,12, ,8.9, ,4.3, ,104.0, ,57.5, 
237,11/28/2021,332,0.12, ,0, ,334, ,3.3, ,83.7, ,47.1, ,64.8, ,21, ,7, ,16, ,17.4, ,4.6, ,110.4, ,57.7, 
237,11/29/2021,333,0.12, ,0, ,333, ,4.3, ,84.6, ,49.2, ,66.5, ,27, ,10, ,19, ,23.5, ,4.5, ,107.9, ,58.0, 
237,11/30/2021,334,0.12, ,0, ,332, ,5.0, ,86.3, ,53.6, ,67.0, ,32, ,9, ,22, ,27.0, ,4.6, ,109.9, ,58.2, 
237,12/1/2021,335,0.13, ,0, ,327, ,4.4, ,84.4, ,51.7, ,67.9, ,25, ,10, ,19, ,23.9, ,4.8, ,114.3, ,58.5, 
237,12/2/2021,336,0.11, ,0, ,320, ,7.0, ,76.7, ,47.3, ,60.7, ,86, ,17, ,39, ,35.5, ,4.1, ,97.4, ,58.6, 
237,12/3/2021,337,0.08, ,0, ,310, ,9.4, ,71.9, ,46.0, ,54.8, ,91, ,34, ,64, ,43.0, ,3.6, ,87.1, ,58.5, 
237,12/4/2021,338,0.07, ,0.00, ,304, ,10.3, ,70.8, ,38.1, ,52.3, ,100, ,37, ,77, ,45.4, ,3.2, ,77.9, ,58.4, 
237,12/5/2021,339,0.08, ,0, ,319, ,7.9, ,74.9, ,38.9, ,56.1, ,94, ,27, ,51, ,38.5, ,3.6, ,86.4, ,58.1, 
237,12/6/2021,340,0.10, ,0, ,301, ,7.7, ,74.5, ,48.3, ,58.0, ,98, ,21, ,47, ,37.6, ,4.2, ,99.6, ,57.9, 
237,12/7/2021,341,0.01, ,0, ,93, ,10.9, ,57.5, ,46.3, ,52.0, ,98, ,71, ,83, ,46.9, ,2.9, ,70.6, ,58.1, 
237,12/8/2021,342,0.07, ,0, ,294, ,10.3, ,66.9, ,42.2, ,53.4, ,98, ,43, ,74, ,45.3, ,3.7, ,90.0, ,58.0, 
237,12/9/2021,343,0.00, ,0.02, ,60, ,11.9, ,55.4, ,47.1, ,51.6, ,97, ,81, ,92, ,49.2, ,4.6, ,109.3, ,58.2, 
237,12/10/2021,344,0.04, ,0.00, ,207, ,8.4, ,57.0, ,38.6, ,47.8, ,97, ,52, ,75, ,40.1, ,3.6, ,87.3, ,57.8, 
237,12/11/2021,345,0.08, ,0, ,319, ,5.4, ,65.8, ,36.5, ,50.1, ,77, ,20, ,44, ,28.9, ,4.2, ,100.3, ,56.9, 
237,12/12/2021,346,0.09, ,0, ,319, ,5.3, ,64.2, ,36.3, ,49.1, ,73, ,24, ,45, ,28.7, ,4.6, ,110.7, ,56.3, 
237,12/13/2021,347,0.02, ,0.01, ,98, ,8.9, ,53.6, ,36.9, ,46.4, ,95, ,60, ,83, ,41.6, ,4.0, ,95.4, ,55.8, 
237,12/14/2021,348,0.01, ,1.36, ,73, ,10.8, ,53.7, ,41.3, ,48.3, ,98, ,83, ,94, ,46.6, ,8.5,Y,203.9,Y,56.1, 
237,12/15/2021,349,0.06, ,0, ,311, ,6.6, ,54.5, ,34.9, ,43.6, ,95, ,40, ,68, ,33.7, ,3.5, ,83.2, ,55.5, 
237,12/16/2021,350,0.06, ,0.01, ,274, ,7.5, ,57.0, ,33.6, ,45.2, ,90, ,45, ,74, ,37.2, ,3.5, ,83.6, ,54.7, 
237,12/17/2021,351,0.08, ,0, ,319,R,7.3, ,64.0, ,38.4, ,50.4, ,97, ,24, ,59, ,36.6, ,4.4, ,104.8, ,55.0, 
237,12/18/2021,352,0.09,R,0, ,327,R,4.2, ,67.5, ,36.1, ,50.4, ,59, ,14, ,33, ,22.7, ,4.4, ,105.0, ,54.5, 
237,12/19/2021,353,0.09, ,0, ,321,R,4.7, ,65.8, ,40.1, ,51.1, ,55, ,21, ,37, ,25.6, ,4.5, ,108.3, ,54.3, 
237,12/20/2021,354,0.09, ,0, ,284, ,4.6, ,68.3, ,36.9, ,51.6, ,54, ,15, ,35, ,25.2, ,4.0, ,95.5, ,53.9, 
237,12/21/2021,355,0.06, ,0, ,161, ,5.1, ,66.8, ,47.8, ,55.3, ,46, ,19, ,34, ,27.7, ,3.7, ,88.6, ,54.3, 
237,12/22/2021,356,0.09, ,0, ,241, ,6.2, ,68.0, ,45.6, ,56.3, ,53, ,25, ,40, ,32.3, ,3.7, ,87.7, ,54.7, 
237,12/23/2021,357,0.01, ,0.64, ,66, ,10.9, ,55.8, ,48.8, ,52.1, ,98, ,57, ,82, ,46.7, ,3.8, ,92.3, ,55.4, 
237,12/24/2021,358,0.04, ,0.91, ,177, ,12.1, ,56.1, ,47.2, ,52.2, ,99, ,75, ,91, ,49.6, ,7.2, ,173.5, ,55.7, 
237,12/25/2021,359,0.01, ,0.19, ,96, ,10.7, ,51.6, ,45.0, ,47.6, ,99, ,85, ,96, ,46.4, ,4.3, ,102.3, ,55.8, 
237,12/26/2021,360,0.05, ,0.35, ,257, ,9.0, ,54.2, ,40.5, ,47.4, ,98, ,57, ,81, ,41.8, ,5.1, ,121.8, ,55.4, 
237,12/27/2021,361,0.03, ,0.15, ,157, ,8.5, ,49.4, ,36.7, ,43.6, ,99, ,66, ,88, ,40.3, ,5.8, ,139.8, ,54.6, 
237,12/28/2021,362,0.02, ,0.02,H,117, ,8.8, ,47.9, ,42.0, ,44.3, ,98, ,77, ,89, ,41.3, ,4.9, ,118.5, ,54.2, 
237,12/29/2021,363,0.04, ,0.05, ,184, ,9.5, ,52.8, ,40.0, ,46.4, ,99, ,68, ,88, ,43.1, ,4.4, ,105.3, ,54.1, 
237,12/30/2021,364,0.03, ,0.03, ,125, ,10.0, ,60.3, ,45.4, ,51.7, ,98, ,57, ,77, ,44.6, ,3.5, ,84.4, ,54.6, 
237,12/31/2021,365,0.05, ,0, ,229, ,10.4, ,59.7, ,44.7, ,50.1, ,94, ,67, ,84, ,45.6, ,5.5, ,132.9, ,55.0, 
