157,11/21/2021,325,0.08, ,0.00, ,285, ,8.9, ,65.9, ,37.5, ,50.9, ,98, ,48, ,71, ,41.6, ,2.7, ,64.8, ,57.7, 
157,11/22/2021,326,0.07, ,0.00, ,279, ,10.0, ,64.3, ,39.0, ,50.9, ,97, ,54, ,79, ,44.5, ,2.7, ,65.7, ,56.7, 
157,11/23/2021,327,0.06, ,0.00, ,260, ,9.8, ,63.9, ,37.3, ,49.5, ,99, ,58, ,81, ,44.0, ,2.2, ,53.9, ,56.1, 
157,11/24/2021,328,0.07, ,0, ,278, ,7.2, ,65.9, ,34.2, ,48.4, ,93, ,28, ,62, ,36.1, ,2.2, ,51.9, ,55.5, 
157,11/25/2021,329,0.06, ,0.00, ,256, ,9.4, ,60.5, ,36.7, ,48.8, ,94, ,54, ,80, ,43.0, ,2.5, ,60.6, ,54.6, 
157,11/26/2021,330,0.06, ,0, ,257, ,9.2, ,66.4, ,39.8, ,50.8, ,94, ,38, ,73, ,42.5, ,2.3, ,54.2, ,54.8, 
157,11/27/2021,331,0.06, ,0.00, ,254, ,10, ,65.8, ,41.3, ,51.3, ,96, ,51, ,78, ,44.6, ,2.3, ,55.4, ,54.9, 
157,11/28/2021,332,0.06, ,0, ,243, ,11.3, ,65.3, ,44.3, ,53.8, ,96, ,56, ,80, ,47.8, ,2.4, ,58.1, ,55.2, 
157,11/29/2021,333,0.06, ,0, ,250, ,11.9, ,66.7, ,43.0, ,53.2, ,98, ,64, ,86, ,49.1, ,2.3, ,55.0, ,55.5, 
157,11/30/2021,334,0.06, ,0.00, ,252, ,11.3, ,65.4, ,41.8, ,51.2, ,99, ,63, ,88, ,47.7, ,2.4, ,58.6, ,55.4, 
157,12/1/2021,335,0.07, ,0, ,249, ,12.6, ,68.7, ,43.4, ,56.8, ,98, ,56, ,80, ,50.7, ,3.3, ,78.1, ,55.4, 
157,12/2/2021,336,0.06, ,0, ,230, ,11.6, ,64.6, ,42.0, ,51.6, ,98, ,69, ,89, ,48.5, ,2.5, ,58.9, ,55.4, 
157,12/3/2021,337,0.01, ,0, ,53, ,12.2, ,54.4, ,45.2, ,52.0, ,99, ,84, ,93, ,49.9, ,2.1, ,51.2, ,55.5, 
157,12/4/2021,338,0.03, ,0, ,147, ,11.4, ,58.2, ,43.6, ,51.8, ,97, ,80, ,87, ,48.0, ,2.4, ,57.2, ,56.1, 
157,12/5/2021,339,0.03, ,0.00, ,158, ,10.8, ,54.8, ,42.5, ,48.4, ,98, ,81, ,93, ,46.6, ,2.7, ,65.4, ,56.2, 
157,12/6/2021,340,0.00, ,0, ,43, ,11.1, ,51.0, ,46.4, ,49.1, ,98, ,89, ,93, ,47.3, ,3.0, ,71.0, ,55.6, 
157,12/7/2021,341,0.05, ,0, ,234, ,11.3, ,61.5, ,45.3, ,51.7, ,98, ,66, ,86, ,47.7, ,3.1, ,74.6, ,55.8, 
157,12/8/2021,342,0.00, ,0, ,38, ,12.4, ,55.0, ,47.6, ,52.4, ,98, ,83, ,92, ,50.2, ,2.4, ,57.7, ,55.9, 
157,12/9/2021,343,0.07, ,0, ,234, ,8.6, ,59.7, ,44.0, ,52.4, ,82, ,53, ,64, ,40.6, ,4.6, ,110.0, ,55.9, 
157,12/10/2021,344,0.06, ,0, ,248, ,6.5, ,57.7, ,33.4, ,44.5, ,95, ,38, ,65, ,33.6, ,2.6, ,63.0, ,55.0, 
157,12/11/2021,345,0.05, ,0, ,232, ,8.0, ,55.8, ,31.4, ,44.6, ,97, ,56, ,80, ,38.8, ,2.8, ,68.1, ,53.3, 
157,12/12/2021,346,0.01, ,0.04,H,42, ,11.8, ,53.6, ,47.8, ,50.7, ,97, ,82, ,93, ,48.9, ,8.9,R,212.8,R,52.9, 
157,12/13/2021,347,0.02, ,0.04, ,86, ,12.3, ,58.4, ,43.1, ,51.7, ,98, ,81, ,94, ,50.0, ,6.1, ,147.4, ,53.1, 
157,12/14/2021,348,0.05, ,0.03, ,222, ,7.8, ,52.7, ,34.0, ,43.2, ,97, ,51, ,82, ,38.0, ,2.7, ,66.0, ,52.8, 
157,12/15/2021,349,0.03, ,0.05, ,109, ,9.9, ,53.8, ,34.4, ,47.9, ,98, ,71, ,88, ,44.4, ,8.0,Y,191.2,Y,51.8, 
157,12/16/2021,350,0.05, ,0.08,H,211, ,10.4, ,57.0, ,39.7, ,49.4, ,99, ,66, ,87, ,45.6, ,2.5, ,60.7, ,51.9, 
157,12/17/2021,351,0.04, ,0.05, ,202, ,8.4, ,51.4, ,34.6, ,42.1, ,98, ,70, ,93, ,40.1, ,2.2, ,53.9, ,51.8, 
157,12/18/2021,352,0.04, ,0.02, ,185, ,8.6, ,49.5, ,37.6, ,44.4, ,97, ,76, ,87, ,40.8, ,3.8, ,90.6, ,51.1, 
157,12/19/2021,353,0.01, ,0.01, ,54, ,8.7, ,48.1, ,40.7, ,44.4, ,91, ,82, ,87, ,40.8, ,3.1, ,75.4, ,51.3, 
157,12/20/2021,354,0.02, ,0.01, ,100, ,8.8, ,48.8, ,43.9, ,45.9, ,89, ,78, ,83, ,41.1, ,5.2, ,123.7, ,51.3, 
157,12/21/2021,355,0.03, ,0.01, ,161, ,8.7, ,50.3, ,42.8, ,45.4, ,93, ,75, ,84, ,40.8, ,4.7, ,112.7, ,51.4, 
157,12/22/2021,356,0.00, ,0.01, ,43, ,10.2, ,49.7, ,42.9, ,45.7, ,99, ,94, ,98, ,45.1, ,3.6, ,86.6, ,51.2, 
157,12/23/2021,357,0.01, ,0.01, ,48, ,13.8, ,56.5, ,47.9, ,54.0, ,99, ,95, ,97, ,53.2, ,4.8, ,114.2, ,51.9, 
157,12/24/2021,358,0.04, ,0.03, ,157, ,10.3, ,56.6, ,41.6, ,50.3, ,98, ,61, ,83, ,45.3, ,3.8, ,91.6, ,52.9, 
157,12/25/2021,359,0.02, ,0.01, ,84, ,10.0, ,53.8, ,42.9, ,50.0, ,89, ,74, ,82, ,44.6, ,5.4, ,129.9, ,52.6, 
157,12/26/2021,360,0.02, ,0.00, ,97, ,8.5, ,50.0, ,33.5, ,44.5, ,96, ,76, ,85, ,40.3, ,3.6, ,87.5, ,51.8, 
157,12/27/2021,361,0.05, ,0.01, ,213, ,8.1, ,51.2, ,41.0, ,46.7, ,91, ,59, ,75, ,39.1, ,3.8, ,90.7, ,51.4, 
157,12/28/2021,362,0.02, ,0.02, ,97, ,7.7, ,46.8, ,36.3, ,42.3, ,93, ,66, ,84, ,37.8, ,2.0, ,48.9, ,51.1, 
157,12/29/2021,363,0.00, ,0.01, ,31, ,9.2, ,45.5, ,42.4, ,44.0, ,98, ,84, ,94, ,42.3, ,3.4, ,81.0, ,50.9, 
157,12/30/2021,364,0.04, ,0.02, ,193, ,8.2, ,52.4, ,35.6, ,44.2, ,96, ,70, ,83, ,39.3, ,2.8, ,67.3, ,50.7, 
157,12/31/2021,365,0.06, ,0.02, ,233, ,7.2, ,55.4, ,31.9, ,43.8, ,98, ,53, ,74, ,36.0, ,3.8, ,91.8, ,49.9, 
