159,11/30/2021,334,--,N,0, ,289, ,8.2, ,81.7, ,48.4, ,61.3, ,69, ,19, ,44, ,39.3, ,2.6, ,62.7, ,62.5, 
159,12/1/2021,335,--,N,0, ,287, ,9.5, ,82.0, ,49.5, ,63.0, ,83, ,22, ,48, ,43.2, ,2.6, ,63.5, ,62.6, 
159,12/2/2021,336,--,N,0.00, ,247, ,11.7, ,65.6, ,44.7, ,53.3, ,100, ,57, ,85, ,48.8, ,2.3, ,56.1, ,62.7, 
159,12/3/2021,337,--,N,0, ,243, ,11.6, ,66.1, ,48.0, ,54.2, ,97, ,54, ,80, ,48.4, ,2.6, ,63.5, ,62.3, 
159,12/4/2021,338,--,N,0, ,194, ,11.5, ,64.9, ,47.2, ,53.2, ,96, ,57, ,83, ,48.3, ,2.4, ,57.7, ,61.8, 
159,12/5/2021,339,--,N,0.01, ,220, ,11.0, ,65.2, ,42.7, ,50.7, ,100, ,58, ,87, ,47.0, ,2.3, ,56.2, ,60.7, 
159,12/6/2021,340,--,N,0, ,242, ,10.1, ,73.1, ,43.9, ,56.6, ,89, ,31, ,64, ,44.8, ,2.6, ,62.4, ,60.0, 
159,12/7/2021,341,--,N,0.04, ,177, ,12.0, ,65.1, ,50.5, ,57.0, ,96, ,56, ,75, ,49.4, ,2.4, ,57.9, ,61.1, 
159,12/8/2021,342,--,N,0, ,257, ,11.6, ,67.8, ,46.7, ,56.0, ,97, ,52, ,76, ,48.4, ,2.5, ,60.7, ,60.6, 
159,12/9/2021,343,--,N,0.31, ,48, ,13.1, ,56.5, ,44.4, ,53.2, ,100, ,84, ,94, ,51.6, ,2.3, ,54.4, ,60.9, 
159,12/10/2021,344,--,N,0.00, ,213, ,8.8, ,60.9, ,41.2, ,49.7, ,96, ,47, ,73, ,41.3, ,2.8, ,66.7, ,58.5, 
159,12/11/2021,345,--,N,0, ,287, ,6.1, ,68.0, ,39.1, ,51.3, ,88, ,17, ,47, ,31.9, ,2.7, ,64.1, ,56.9, 
159,12/12/2021,346,--,N,0, ,283, ,6.2, ,66.7, ,39.3, ,51.3, ,74, ,24, ,48, ,32.4, ,2.6, ,62.1, ,56.1, 
159,12/13/2021,347,--,N,0.02, ,50, ,9.2, ,56.1, ,42.1, ,49.8, ,90, ,60, ,75, ,42.2, ,2.2, ,52.2, ,55.5, 
159,12/14/2021,348,--,N,3.01, ,43, ,11.6, ,57.2, ,39.1, ,49.7, ,100, ,76, ,96, ,48.5, ,4.4,Y,104.6,Y,55.2, 
159,12/15/2021,349,--,N,0.00, ,263, ,7.1, ,56.1, ,35.4, ,44.2,Y,97, ,42, ,72,Y,35.8,Y,2.6, ,62.4, ,53.6, 
159,12/16/2021,350,--,N,0.01, ,213, ,7.7, ,57.1, ,36.7, ,47.4, ,90, ,43, ,69, ,37.9, ,2.4, ,58.2, ,53.0, 
159,12/17/2021,351,--,N,0.00, ,281, ,8.3, ,66.0, ,40.8, ,51.3, ,97, ,29, ,64, ,39.6, ,2.5, ,61.0, ,54.2, 
159,12/18/2021,352,--,N,0, ,290, ,5.1, ,70.3, ,38.5, ,52.7, ,70, ,14, ,37, ,27.3, ,3.0, ,73.0, ,54.1, 
159,12/19/2021,353,--,N,0, ,285, ,6.4, ,67.2, ,40.1, ,51.7, ,84, ,19, ,49, ,33.2, ,2.8, ,67.2, ,53.9, 
159,12/20/2021,354,--,N,0, ,242, ,5.9, ,68.5, ,38.3, ,52.1, ,78, ,21, ,44, ,31.0, ,2.4, ,56.5, ,53.9, 
159,12/21/2021,355,--,N,0, ,185, ,6.0, ,70.6, ,47.3, ,55.9, ,63, ,18, ,39, ,31.4, ,2.4, ,57.1, ,55.1, 
159,12/22/2021,356,--,N,0, ,165, ,6.9, ,66.1, ,44.6, ,56.2, ,66, ,25, ,45, ,35.0, ,2.2, ,52.2, ,55.4, 
159,12/23/2021,357,--,N,3.30, ,21, ,12.4, ,60.7, ,50.3, ,53.1, ,100, ,55, ,90, ,50.3, ,3.6, ,85.4, ,55.8, 
159,12/24/2021,358,--,N,0.74, ,149, ,12.9, ,61.1, ,51.8, ,54.5, ,100, ,61, ,89, ,51.3, ,2.7, ,64.3, ,55.9, 
159,12/25/2021,359,--,N,0.51, ,85, ,11.2, ,53.6, ,46.3, ,49.5, ,100, ,76, ,93, ,47.6, ,2.4, ,58.0, ,56.2, 
159,12/26/2021,360,--,N,0.30, ,274, ,9.2, ,57.9, ,42.3, ,49.2, ,100, ,41, ,77, ,42.3, ,2.7, ,63.6, ,55.4, 
159,12/27/2021,361,--,N,0.55, ,140, ,9.3, ,53.4, ,40.4, ,46.2, ,100, ,57, ,87, ,42.6, ,2.2, ,53.6, ,54.3, 
159,12/28/2021,362,--,N,0.00, ,267, ,8.8, ,54.9, ,41.7, ,47.2, ,100, ,52, ,79, ,41.1, ,2.9, ,69.2, ,54.0, 
159,12/29/2021,363,--,N,1.38, ,107, ,9.7, ,53.1, ,41.4, ,48.3, ,99, ,60, ,84, ,43.8, ,3.0, ,73.1, ,53.5, 
159,12/30/2021,364,--,N,2.45, ,57, ,12.4, ,55.5, ,47.0, ,51.5, ,100, ,83, ,96, ,50.3, ,3.4, ,81.9, ,53.7, 
159,12/31/2021,365,--,N,0.01, ,284, ,10.8, ,61.3, ,42.6, ,51.6, ,100, ,63, ,83, ,46.6, ,3.1, ,73.2, ,54.1, 
