114,11/24/2021,328,0.09, ,0, ,308, ,6.5, ,70.0, ,35.8, ,51.0, ,95, ,19, ,51, ,33.7, ,3.4, ,81.9, ,53.8, 
114,11/25/2021,329,0.09, ,0, ,296, ,5.5, ,77.2, ,36.5, ,52.4, ,76, ,14, ,41, ,29.4, ,3.3, ,78.9, ,52.3, 
114,11/26/2021,330,0.08, ,0, ,281, ,5.9, ,73.3, ,37.2, ,52.4, ,68, ,19, ,44, ,31.3, ,2.7, ,64.5, ,51.9, 
114,11/27/2021,331,0.09, ,0, ,282, ,7.2, ,75.7, ,38.3, ,55.8, ,76, ,19, ,47, ,36.0, ,3.2, ,76.8, ,52.4, 
114,11/28/2021,332,0.09, ,0, ,281, ,8.5, ,84.8,Y,42.6, ,57.3, ,78, ,25, ,53, ,40.3, ,2.9, ,70.5, ,53.5, 
114,11/29/2021,333,0.09, ,0, ,280, ,9.4, ,80.4,Y,41.4, ,56.4, ,96, ,27, ,60, ,43.0, ,3.3, ,78.3, ,53.9, 
114,11/30/2021,334,0.08, ,0, ,264, ,9.0, ,79.8,Y,41.3, ,56.9, ,93, ,25, ,57, ,41.9, ,2.8, ,66.6, ,53.9, 
114,12/1/2021,335,0.10,R,0, ,282, ,8.5, ,87.2,R,42.7, ,59.6, ,80, ,20, ,49, ,40.4, ,3.2, ,76.5, ,54.1, 
114,12/2/2021,336,0.08, ,0, ,246, ,9.9, ,72.2, ,41.2, ,53.9, ,96, ,33, ,70, ,44.3, ,4.6, ,109.4, ,53.8, 
114,12/3/2021,337,0.05, ,0, ,191, ,11.5, ,60.2, ,46.5, ,52.2, ,97, ,67, ,87, ,48.3, ,3.9, ,92.8, ,54.6, 
114,12/4/2021,338,0.05, ,0, ,222, ,11.0, ,59.4, ,45.0, ,50.9, ,98, ,73, ,87, ,47.1, ,3.9, ,94.3, ,54.4, 
114,12/5/2021,339,0.05, ,0, ,214, ,10.1, ,65.8, ,36.5, ,48.2, ,100, ,58, ,88, ,44.8, ,3.6, ,86.0, ,53.5, 
114,12/6/2021,340,0.04, ,0, ,173, ,9.7, ,58.8, ,33.4, ,46.8, ,99, ,65, ,89, ,43.6, ,3.4, ,80.5, ,51.5, 
114,12/7/2021,341,0.05, ,0.00, ,206, ,13.5, ,66.1, ,49.1, ,54.8, ,100, ,72, ,92, ,52.5, ,2.9, ,70.5, ,53.6, 
114,12/8/2021,342,0.05, ,0, ,209, ,13.1, ,63.9, ,48.9, ,54.6, ,100, ,73, ,90, ,51.7, ,4.9, ,118.7, ,55.1, 
114,12/9/2021,343,0.06, ,0,R,50, ,8.8, ,56.1, ,39.9, ,46.5, ,97, ,59, ,82, ,41.2, ,3.5, ,84.4, ,55.3, 
114,12/10/2021,344,0.06, ,0, ,257, ,7.8, ,59.2, ,35.3, ,45.3, ,98, ,44, ,76, ,38.2, ,3.8, ,90.8, ,52.0, 
114,12/11/2021,345,0.06, ,0, ,254, ,7.4, ,62.3, ,32.1, ,44.7, ,96, ,43, ,74, ,36.9, ,3.7, ,89.2, ,49.6, 
114,12/12/2021,346,0.03, ,0, ,94, ,8.2, ,58.8, ,33.5, ,46.9, ,97, ,44, ,75, ,39.5, ,4.7, ,111.8, ,48.4, 
114,12/13/2021,347,0.03, ,0.79, ,68, ,12.2, ,55.1, ,51.8, ,53.6, ,96, ,74, ,87, ,49.8, ,11.9,R,285.1,R,50.9, 
114,12/14/2021,348,0.03, ,0.37, ,133, ,9.1, ,55.3, ,37.0, ,46.1, ,99, ,61, ,86, ,42.2, ,4.6, ,111.0, ,51.0, 
114,12/15/2021,349,0.06, ,0, ,222, ,7.9, ,54.9, ,35.0, ,45.1, ,96, ,59, ,78, ,38.6, ,5.2, ,125.7, ,47.9, 
114,12/16/2021,350,0.04, ,0.07, ,166, ,10.9, ,60.7, ,39.2, ,50.0, ,99, ,64, ,89, ,46.9, ,5.4, ,130.5, ,50.1, 
114,12/17/2021,351,0.05, ,0.00, ,221, ,8.0, ,64.4, ,36.8, ,45.9, ,96, ,37, ,76, ,38.8, ,3.0, ,72.4, ,49.1, 
114,12/18/2021,352,0.06, ,0.00, ,258, ,8.0, ,57.5, ,32.1, ,42.9, ,98, ,62, ,86, ,38.9, ,3.3, ,78.1, ,47.7, 
114,12/19/2021,353,0.05, ,0.00, ,224, ,7.9, ,56.0, ,32.7, ,42.0, ,99, ,61, ,88, ,38.6, ,3.3, ,79.6, ,46.5, 
114,12/20/2021,354,0.04, ,0, ,147, ,8.4, ,54.2, ,33.3, ,44.7, ,98, ,67, ,84, ,40.1, ,3.7, ,88.3, ,45.7, 
114,12/21/2021,355,0.07, ,0, ,210, ,8.5, ,65.8, ,39.9, ,50.6, ,91, ,37, ,67, ,40.3, ,4.0, ,95.0, ,47.4, 
114,12/22/2021,356,0.03, ,0.10, ,94, ,12.2, ,61.5, ,47.2, ,54.8, ,96, ,68, ,83, ,49.8, ,7.0, ,169.0, ,49.5, 
114,12/23/2021,357,0.01, ,0.34, ,66, ,14.7,Y,60.4, ,47.0, ,56.5, ,99, ,88, ,94,Y,54.9,Y,5.1, ,121.4, ,53.2, 
114,12/24/2021,358,0.05, ,0.06, ,193, ,10.4, ,55.4, ,41.6, ,49.3, ,100, ,62, ,87, ,45.6, ,4.7, ,113.6, ,51.9, 
114,12/25/2021,359,0.03, ,0.37, ,131, ,10.0, ,53.4, ,41.2, ,46.9, ,99, ,81, ,91, ,44.5, ,5.2, ,125.4, ,49.5, 
114,12/26/2021,360,0.05, ,0.05, ,230, ,8.7, ,55.8, ,38.4, ,45.9, ,97, ,56, ,82, ,40.8, ,3.3, ,79.8, ,49.1, 
114,12/27/2021,361,0.03, ,0.35, ,153, ,9.6, ,54.3, ,42.8, ,46.3, ,98, ,79, ,90, ,43.4, ,4.7, ,113.6, ,49.0, 
114,12/28/2021,362,0.03, ,0.04, ,155, ,9.3, ,51.0, ,42.3, ,46.1, ,99, ,68, ,88, ,42.7, ,2.8, ,66.3, ,49.0, 
114,12/29/2021,363,0.03, ,0.04, ,145, ,10.8, ,58.9, ,44.5, ,49.4, ,97, ,76, ,89, ,46.5, ,5.5, ,132.3, ,49.7, 
114,12/30/2021,364,0.06, ,0.00, ,269, ,10.0, ,61.0, ,38.6, ,49.5, ,100, ,56, ,83, ,44.5, ,2.7, ,63.8, ,49.8, 
114,12/31/2021,365,0.06, ,0, ,251, ,9.3, ,55.2, ,39.6, ,48.4, ,98, ,58, ,81, ,42.7, ,4.4, ,106.2, ,50.3, 
