254,11/22/2021,326,0.07, ,0, ,290, ,10.3, ,69.2, ,36.8, ,52.5, ,96, ,48, ,77, ,45.4, ,2.9, ,68.7, ,54.0, 
254,11/23/2021,327,0.07, ,0, ,260, ,10.4, ,66.1, ,39.1, ,51.3, ,99, ,52, ,81, ,45.7, ,3.1, ,74.7, ,53.3, 
254,11/24/2021,328,0.09, ,0, ,286, ,7.0, ,72.1, ,34.4, ,52.3, ,94, ,24, ,53, ,35.5, ,3.6, ,86.3, ,52.4, 
254,11/25/2021,329,0.07, ,0, ,270, ,9.2, ,67.1, ,39.5, ,54.1, ,82, ,44, ,65, ,42.4, ,3.9, ,93.5, ,52.2, 
254,11/26/2021,330,0.07, ,0, ,260, ,10.1, ,66.9, ,43.2, ,53.0, ,90, ,47, ,73, ,44.7, ,3.3, ,79.8, ,52.9, 
254,11/27/2021,331,0.07, ,0.03, ,265, ,10.3, ,71.7, ,40.1, ,53.5, ,91, ,48, ,74, ,45.3, ,2.5, ,59.7, ,52.8, 
254,11/28/2021,332,0.07, ,0.04, ,257, ,10.9, ,70.7, ,42.5, ,55.1, ,96, ,50, ,74, ,46.8, ,2.7, ,64.7, ,53.0, 
254,11/29/2021,333,0.06, ,0.02, ,259, ,11.6, ,70.7, ,41.5, ,53.5, ,95, ,65, ,83, ,48.5, ,2.3, ,56.3, ,53.1, 
254,11/30/2021,334,0.07, ,0.00, ,266, ,11.6, ,73.1, ,40.4, ,53.3, ,98, ,54, ,84, ,48.5, ,2.6, ,62.1, ,52.9, 
254,12/1/2021,335,0.07, ,0.04, ,260, ,11.6, ,71.2, ,44.3, ,56.3, ,92, ,54, ,75, ,48.5, ,3.2, ,77.6, ,53.2, 
254,12/2/2021,336,0.06, ,0.03, ,237, ,12.0, ,68.9, ,39.5, ,53.3, ,97, ,61, ,87, ,49.4, ,3.2, ,76.1, ,53.0, 
254,12/3/2021,337,0.01, ,0.04, ,60, ,12.6, ,55.6, ,51.5, ,53.4, ,97, ,82, ,90, ,50.6, ,3.2, ,77.3, ,54.1, 
254,12/4/2021,338,0.04, ,0.02, ,175, ,12.0, ,60.4, ,51.9, ,54.3, ,90, ,72, ,83, ,49.3, ,3.6, ,85.6, ,54.5, 
254,12/5/2021,339,0.05, ,0.03, ,214, ,11.5, ,63.4, ,42.5, ,51.5, ,96, ,72, ,89, ,48.2, ,3.0, ,72.9, ,54.7, 
254,12/6/2021,340,0.01, ,0.05, ,76, ,11.3, ,54.3, ,41.2, ,49.5, ,99, ,88, ,94, ,47.7, ,2.9, ,69.3, ,53.7, 
254,12/7/2021,341,0.06, ,0.01, ,233, ,11.8, ,68.4, ,45.6, ,53.5, ,96, ,56, ,84, ,48.8, ,4.0, ,96.2, ,54.3, 
254,12/8/2021,342,0.01, ,0.01, ,65, ,12.7, ,56.3, ,46.0, ,52.8, ,97, ,87, ,93, ,50.9, ,4.2, ,101.6, ,54.0, 
254,12/9/2021,343,0.07, ,0, ,246, ,9.5, ,58.1, ,40.2, ,51.2, ,89, ,58, ,74, ,43.3, ,6.0,R,142.9,R,54.0, 
254,12/10/2021,344,0.06, ,0, ,253, ,7.3, ,57.6, ,34.9, ,45.6, ,92, ,43, ,70, ,36.4, ,3.0, ,72.0, ,52.2, 
254,12/11/2021,345,0.06, ,0, ,256, ,7.6, ,64.3, ,30.4, ,46.2, ,92, ,38, ,71, ,37.3, ,3.0, ,72.3, ,51.0, 
254,12/12/2021,346,0.02, ,0.31, ,53, ,10.4, ,54.6, ,45.8, ,50.6, ,92, ,71, ,82, ,45.5, ,9.4,R,225.8,R,51.7, 
254,12/13/2021,347,0.01, ,3.21, ,44, ,12.5, ,57.1, ,43.5, ,51.7, ,99, ,88, ,95, ,50.5, ,9.3,R,222.5,R,51.5, 
254,12/14/2021,348,0.06, ,0.25,H,229, ,8.3, ,52.6, ,38.9, ,45.7, ,95, ,55, ,80, ,39.8, ,6.2,R,147.9,R,48.8, 
254,12/15/2021,349,0.05, ,0.07,H,147, ,9.2, ,52.6, ,42.4, ,48.1, ,93, ,69, ,80, ,42.3, ,10.7,R,257.5,R,46.9, 
254,12/16/2021,350,0.06, ,0.78,H,241, ,10.7, ,58.0, ,44.4, ,50.7, ,99, ,64, ,85, ,46.3, ,5.5,Y,132.4,Y,49.3, 
254,12/17/2021,351,0.06, ,0.13,H,257, ,8.3, ,55.9, ,34.7, ,44.9, ,97, ,63, ,82, ,39.8, ,3.8, ,90.9, ,47.5, 
254,12/18/2021,352,0.06, ,0, ,241, ,8.2, ,57.6, ,36.9, ,44.7, ,93, ,64, ,82, ,39.5, ,5.1,Y,121.7,Y,46.4, 
254,12/19/2021,353,0.05, ,0, ,235, ,8.4, ,54.6, ,33.0, ,43.1, ,98, ,72, ,88, ,39.9, ,4.1, ,99.3, ,46.6, 
254,12/20/2021,354,0.05, ,0, ,174, ,8.8, ,54.3, ,41.8, ,47.2, ,92, ,66, ,80, ,41.2, ,7.1,R,170.5,R,47.4, 
254,12/21/2021,355,0.04, ,0.14, ,180, ,8.7, ,54.1, ,40.1, ,46.0, ,93, ,67, ,83, ,41.0, ,6.2,Y,148.9,Y,47.8, 
254,12/22/2021,356,0.01, ,0.46, ,71, ,12.0, ,55.5, ,45.6, ,49.8, ,99, ,95, ,98, ,49.3, ,3.6, ,87.6, ,48.3, 
254,12/23/2021,357,0.01, ,1.87, ,68, ,13.7,Y,59.3, ,50.0, ,54.4, ,99, ,84, ,95,Y,52.9,Y,4.5, ,107.6, ,51.0, 
254,12/24/2021,358,0.05, ,0.24, ,189, ,11.1, ,55.8, ,48.8, ,51.6, ,99, ,66, ,85, ,47.3, ,6.9,R,164.6,R,51.0, 
254,12/25/2021,359,0.01, ,0.70, ,57, ,10.2, ,53.3, ,42.4, ,48.4, ,96, ,82, ,88, ,45.0, ,7.6,R,183.4,R,49.0, 
254,12/26/2021,360,0.02, ,0.29,H,91, ,9.0, ,51.2, ,38.9, ,45.5, ,92, ,74, ,86, ,41.7, ,6.2,Y,149.0,Y,46.7, 
254,12/27/2021,361,0.05, ,0.32,H,198, ,8.9, ,51.3, ,42.1, ,46.9, ,96, ,65, ,81, ,41.4, ,8.3,R,198.6,R,47.4, 
254,12/28/2021,362,0.03, ,0.19,H,115, ,7.8, ,48.2,Y,40.6, ,44.8, ,82, ,69, ,78, ,38.2, ,3.8, ,90.4, ,46.2, 
254,12/29/2021,363,0.01, ,0.28,H,74, ,9.7, ,52.1, ,42.4, ,45.9, ,98, ,82, ,93, ,43.9, ,7.6,R,183.2,R,46.9, 
254,12/30/2021,364,0.06, ,0.18,H,251, ,8.5, ,56.6, ,38.6, ,46.0, ,94, ,60, ,80, ,40.3, ,4.3, ,104.2, ,46.1, 
254,12/31/2021,365,0.06, ,0.00, ,258, ,7.6, ,54.9, ,31.6, ,43.7, ,98, ,55, ,79, ,37.5, ,5.2, ,125.6, ,44.9, 
