215,11/24/2021,328,0.15, ,0, ,324, ,4.0, ,69.8, ,47.1, ,60.2, ,80, ,10, ,23, ,22.0, ,7.3, ,176.0, ,58.4, 
215,11/25/2021,329,0.20, ,0, ,330, ,1.4, ,67.7, ,56.2, ,62.1, ,12, ,5, ,7, ,-1.4, ,11.2, ,267.6, ,57.0, 
215,11/26/2021,330,0.20, ,0, ,294, ,1.3, ,74.7, ,58.3, ,66.9, ,9, ,5, ,6, ,-3.0, ,9.1, ,218.5, ,56.6, 
215,11/27/2021,331,0.11, ,0, ,315, ,2.7, ,80.7, ,53.7, ,67.3, ,23, ,4, ,12, ,12.9, ,3.3, ,80.3, ,57.1, 
215,11/28/2021,332,0.13, ,0, ,311, ,2.9, ,86.1, ,53.7, ,69.7, ,24, ,5, ,12, ,14.1, ,3.6, ,87.0, ,57.5, 
215,11/29/2021,333,0.14, ,0, ,309, ,3.5, ,85.2, ,53.8, ,74.2,Y,25, ,6, ,12,Y,18.7,Y,4.7, ,113.4, ,58.3, 
215,11/30/2021,334,0.20, ,0, ,309, ,3.7, ,83.4, ,58.3, ,76.6,Y,28, ,10, ,12,Y,20.0,Y,8.3, ,198.9, ,59.1, 
215,12/1/2021,335,0.18, ,0, ,310, ,3.7, ,83.7, ,53.3, ,75.1,Y,39, ,9, ,12,Y,20.0,Y,7.1, ,169.5, ,59.6, 
215,12/2/2021,336,0.09, ,0, ,295, ,8.7, ,78.4, ,45.4, ,60.9, ,99, ,22, ,47, ,40.8, ,2.2, ,52.2, ,59.0, 
215,12/3/2021,337,0.06, ,0.00, ,264, ,10.9, ,69.1, ,43.2, ,53.2, ,99, ,43, ,79, ,46.9, ,2.1, ,49.4, ,58.3, 
215,12/4/2021,338,0.06, ,0.00, ,266, ,10.8, ,69.0, ,42.8, ,53.2, ,99, ,48, ,78, ,46.5, ,2.1, ,50.0, ,57.9, 
215,12/5/2021,339,0.14, ,0, ,310, ,4.6, ,80.3, ,47.8, ,68.2, ,94, ,8, ,19, ,24.8, ,5.5, ,131.6, ,57.6, 
215,12/6/2021,340,0.07, ,0, ,253, ,9.0, ,75.9, ,50.6, ,60.5, ,99, ,15, ,50, ,41.7, ,2.6, ,63.2, ,57.8, 
215,12/7/2021,341,0.02, ,0.02, ,127, ,12.1, ,63.6, ,49.2, ,53.9, ,99, ,62, ,86, ,49.7, ,2.2, ,53.5, ,58.1, 
215,12/8/2021,342,0.07, ,0, ,282, ,11.5, ,68.2, ,46.8, ,55.3, ,95, ,50, ,77, ,48.2, ,3.5, ,83.4, ,57.4, 
215,12/9/2021,343,0.02, ,0.17, ,70, ,10.6, ,53.4, ,47.0, ,50.6, ,99, ,56, ,84, ,46.0, ,4.6, ,109.8, ,57.4, 
215,12/10/2021,344,0.08, ,0, ,239, ,6.2, ,61.3, ,43.4, ,52.1, ,62, ,27, ,46, ,32.2, ,6.0, ,144.1, ,55.7, 
215,12/11/2021,345,0.10, ,0, ,297, ,4.1, ,66.0, ,44.2, ,53.5, ,47, ,20, ,29, ,22.4, ,5.6, ,133.3, ,54.7, 
215,12/12/2021,346,0.08, ,0, ,294, ,5.8, ,66.2, ,42.3, ,51.5, ,73, ,27, ,45, ,30.8, ,2.9, ,68.9, ,54.1, 
215,12/13/2021,347,0.01, ,0.06, ,68, ,10.1, ,52.6, ,42.0, ,48.6, ,99, ,72, ,86, ,44.7, ,3.3, ,79.6, ,53.9, 
215,12/14/2021,348,0.00, ,2.61, ,71, ,10.0, ,53.4, ,36.9, ,45.9, ,100, ,68, ,95, ,44.5, ,6.6, ,157.2, ,53.5, 
215,12/15/2021,349,0.06, ,0, ,269, ,5.5, ,57.5, ,35.9, ,44.9, ,74, ,36, ,54, ,29.5, ,3.5, ,83.7, ,51.9, 
215,12/16/2021,350,0.02, ,0.14, ,140, ,8.6, ,55.3, ,37.0, ,45.1, ,99, ,54, ,84, ,40.6, ,2.7, ,65.3, ,51.2, 
215,12/17/2021,351,0.13, ,0, ,303, ,5.2, ,59.0, ,47.4, ,52.9, ,75, ,27, ,38, ,27.9, ,11.0, ,265.0, ,51.5, 
215,12/18/2021,352,0.14, ,0, ,302, ,3.4, ,64.0, ,44.1, ,55.3, ,37, ,17, ,23, ,17.9, ,9.2, ,220.1, ,51.1, 
215,12/19/2021,353,0.07, ,0, ,298, ,4.7, ,68.5, ,41.3, ,52.5, ,60, ,17, ,35, ,25.8, ,2.7, ,64.9, ,51.0, 
215,12/20/2021,354,0.08, ,0, ,244, ,4.3, ,66.7, ,39.2, ,54.1, ,53, ,13, ,30, ,23.5, ,3.4, ,80.8, ,50.8, 
215,12/21/2021,355,0.09, ,0, ,194, ,3.9, ,69.3, ,49.5, ,58.6, ,43, ,16, ,23, ,21.4, ,3.7, ,88.0, ,52.0, 
215,12/22/2021,356,0.05, ,0.00, ,128, ,5.9, ,63.8, ,48.1, ,56.0, ,77, ,26, ,38, ,31.0, ,2.5, ,59.0, ,52.5, 
215,12/23/2021,357,0, ,2.87, ,16, ,11.5, ,51.8, ,47.8, ,48.8, ,99, ,86, ,98, ,48.3, ,3.7, ,89.0, ,52.8, 
215,12/24/2021,358,0.02, ,0.82, ,146, ,11.8,Y,57.8, ,46.0, ,50.5, ,99, ,71, ,95,Y,49.0,Y,2.8, ,67.7, ,52.6, 
215,12/25/2021,359,0.01, ,0.58, ,75, ,10.7, ,51.8, ,44.4, ,47.2, ,99, ,79, ,97, ,46.4, ,2.9, ,70.0, ,53.0, 
215,12/26/2021,360,0.06, ,0.00, ,281, ,8.1, ,57.4, ,37.8, ,46.7, ,99, ,48, ,74, ,39.0, ,3.4, ,82.7, ,52.2, 
215,12/27/2021,361,0.02, ,0.22, ,119, ,9.2, ,52.3, ,38.1, ,44.2, ,99, ,75, ,94, ,42.5, ,2.7, ,65.4, ,51.3, 
215,12/28/2021,362,0.04, ,0.00, ,218, ,7.8, ,53.5, ,37.8, ,44.1, ,99, ,58, ,79, ,38.1, ,2.5, ,60.1, ,50.9, 
215,12/29/2021,363,0.00, ,1.19, ,42, ,9.4, ,48.2, ,40.2, ,44.4, ,99, ,84, ,95, ,42.9, ,3.9, ,94.5, ,50.4, 
215,12/30/2021,364,0.00, ,2.58, ,48, ,11.4,Y,50.2, ,45.4, ,48.1, ,99, ,99, ,99,Y,47.9,Y,4.5, ,108.0, ,50.1, 
215,12/31/2021,365,0.07, ,0, ,239, ,9.2, ,62.3, ,43.1, ,50.5, ,99, ,50, ,73, ,42.3, ,5.1, ,121.9, ,50.7, 
