252,11/24/2021,328,0.09, ,0, ,287, ,6.5, ,70.3, ,34.1, ,49.8, ,97, ,20, ,53, ,33.5, ,4.2, ,100.6, ,56.7, 
252,11/25/2021,329,0.11, ,0, ,276, ,5.3, ,77.1, ,38.1, ,53.2, ,65, ,13, ,38, ,28.5, ,6.6, ,158.2, ,55.9, 
252,11/26/2021,330,0.10, ,0, ,267, ,6.4, ,74.0, ,40.6, ,53.3, ,83, ,17, ,46, ,33.2, ,5.3, ,127.9, ,55.6, 
252,11/27/2021,331,0.09, ,0, ,263, ,7.2, ,76.4, ,40.0, ,55.2, ,72, ,21, ,49, ,36.2, ,5.0, ,119.6, ,55.6, 
252,11/28/2021,332,0.10, ,0, ,263, ,8.5, ,80.1,Y,45.1, ,57.8, ,76, ,26, ,52, ,40.3, ,5.4, ,129.6, ,55.7, 
252,11/29/2021,333,0.09, ,0, ,263, ,9.3, ,79.6,Y,40.2, ,55.5, ,94, ,26, ,62, ,42.7, ,4.7, ,113.0, ,55.9, 
252,11/30/2021,334,0.09, ,0, ,263, ,9.2, ,78.9,Y,40.6, ,56.7, ,91, ,26, ,58, ,42.3, ,4.6, ,109.6, ,55.8, 
252,12/1/2021,335,0.11,R,0, ,264, ,8.7, ,84.4,Y,46.4, ,59.9, ,70, ,23, ,49, ,40.8, ,6.0, ,144.0, ,55.8, 
252,12/2/2021,336,0.09, ,0, ,243, ,9.6, ,70.2, ,44.5, ,53.3, ,95, ,35, ,70, ,43.6, ,6.6, ,157.6, ,55.8, 
252,12/3/2021,337,0.05, ,0, ,193, ,11.2, ,60.2, ,47.3, ,51.8, ,96, ,67, ,85, ,47.5, ,5.7, ,136.9, ,56.0, 
252,12/4/2021,338,0.06, ,0, ,207, ,10.7, ,60.6, ,43.2, ,51.5, ,96, ,65, ,82, ,46.3, ,5.1, ,122.1, ,56.2, 
252,12/5/2021,339,0.05, ,0, ,201, ,10.1, ,67.1, ,37.2, ,48.3, ,100, ,53, ,88, ,44.9, ,4.8, ,114.7, ,56.0, 
252,12/6/2021,340,0.04, ,0.00, ,165, ,9.6, ,59.7, ,33.7, ,46.8, ,100, ,62, ,88, ,43.6, ,4.8, ,116.0, ,55.4, 
252,12/7/2021,341,0.05, ,0.12, ,221, ,13.4, ,66.6, ,49.8, ,55.4, ,99, ,68, ,90, ,52.4, ,4.7, ,112.0, ,55.5, 
252,12/8/2021,342,0.05, ,0, ,196, ,12.8, ,64.4, ,48.9, ,54.4, ,99, ,72, ,88, ,51.0, ,6.3, ,150.3, ,56.2, 
252,12/9/2021,343,0.06, ,0,R,116, ,8.9, ,56.9, ,38.1, ,46.8, ,97, ,64, ,82, ,41.6, ,5.5, ,132.7, ,56.2, 
252,12/10/2021,344,0.06, ,0, ,251, ,7.9, ,59.0, ,33.2, ,44.2, ,98, ,44, ,80, ,38.4, ,3.9, ,93.6, ,55.4, 
252,12/11/2021,345,0.07, ,0, ,250, ,7.1, ,61.7, ,32.2, ,44.0, ,93, ,43, ,72, ,35.7, ,5.9, ,140.7, ,54.4, 
252,12/12/2021,346,0.04, ,0, ,100, ,8.0, ,57.2, ,33.6, ,46.7, ,93, ,46, ,74, ,38.9, ,7.7, ,184.3, ,53.8, 
252,12/13/2021,347,0.04, ,1.16, ,103, ,12.0, ,55.4, ,51.8, ,53.6, ,94, ,74, ,85, ,49.3, ,14.2,R,341.1,R,54.0, 
252,12/14/2021,348,0.04, ,0.31, ,137, ,9.1, ,54.3, ,38.9, ,46.1, ,97, ,69, ,86, ,42.2, ,7.6, ,181.2, ,54.3, 
252,12/15/2021,349,0.07, ,0, ,224, ,8.0, ,55.1, ,35.7, ,45.4, ,95, ,56, ,77, ,38.7, ,7.8, ,187.9, ,53.7, 
252,12/16/2021,350,0.05, ,0.11, ,187, ,10.6, ,61.0, ,39.5, ,49.3, ,99, ,72, ,89, ,46.2, ,6.3, ,151.1, ,53.7, 
252,12/17/2021,351,0.06, ,0.00, ,255, ,8.2, ,60.6, ,33.5, ,44.8, ,97, ,50, ,81, ,39.4, ,3.7, ,88.9, ,53.7, 
252,12/18/2021,352,0.06, ,0, ,251, ,8.1, ,56.4, ,33.0, ,43.1, ,98, ,62, ,86, ,39.2, ,7.2, ,172.7, ,53.1, 
252,12/19/2021,353,0.05, ,0, ,230, ,7.9, ,56.5, ,34.2, ,42.3, ,98, ,61, ,86, ,38.6, ,4.4, ,105.5, ,52.7, 
252,12/20/2021,354,0.04, ,0.00, ,143, ,8.5, ,54.2, ,33.6, ,44.3, ,98, ,70, ,86, ,40.3, ,5.4, ,129.2, ,52.3, 
252,12/21/2021,355,0.06, ,0, ,213, ,8.9, ,65.1, ,39.6, ,49.4, ,93, ,45, ,74, ,41.6, ,4.9, ,118.0, ,52.3, 
252,12/22/2021,356,0.05, ,0.02, ,90, ,11.8, ,62.1, ,46.7, ,56.1, ,95, ,52, ,77, ,48.9, ,9.4,Y,224.9,Y,52.8, 
252,12/23/2021,357,0.02, ,0.39, ,69, ,14.3,Y,62.0, ,49.7, ,56.7, ,97, ,83, ,91,Y,54.2,Y,6.8, ,163.4, ,53.7, 
252,12/24/2021,358,0.05, ,0.09, ,197, ,10.7, ,55.7, ,41.9, ,50.5, ,98, ,64, ,86, ,46.4, ,7.5, ,180.6, ,54.2, 
252,12/25/2021,359,0.01, ,0.56, ,73, ,9.5, ,52.1, ,40.3, ,45.6, ,95, ,84, ,91, ,43.2, ,6.9, ,166.7, ,53.8, 
252,12/26/2021,360,0.05, ,0.05, ,223, ,8.7, ,56.0, ,38.8, ,46.1, ,96, ,56, ,82, ,41.0, ,4.3, ,102.1, ,53.2, 
252,12/27/2021,361,0.03, ,0.29, ,137, ,9.3, ,54.3, ,42.7, ,45.8, ,97, ,79, ,89, ,42.7, ,6.0, ,143.9, ,53.2, 
252,12/28/2021,362,0.04, ,0.05, ,167, ,9.0, ,51.6, ,41.7, ,46.0, ,97, ,71, ,85, ,41.7, ,4.1, ,98.9, ,53.0, 
252,12/29/2021,363,0.03, ,0.03, ,110, ,10.4, ,57.6, ,43.9, ,48.6, ,97, ,76, ,89, ,45.6, ,6.3, ,151.6, ,53.2, 
252,12/30/2021,364,0.06, ,0, ,245, ,9.8, ,60.2, ,37.6, ,48.1, ,99, ,63, ,85, ,43.9, ,3.7, ,88.0, ,53.1, 
252,12/31/2021,365,0.06, ,0, ,251, ,9.0, ,54.4, ,38.8, ,46.7, ,99, ,61, ,83, ,41.8, ,6.4, ,154.3, ,53.2, 
