209,11/23/2021,327,0.07, ,0, ,338,R,11.2, ,65.9, ,49.6, ,56.3, ,95, ,52, ,73, ,47.6, ,4.0, ,95.4, ,62.1, 
209,11/24/2021,328,0.08, ,0, ,303, ,7.7, ,63.0, ,43.9, ,53.2, ,86, ,36, ,56, ,37.7, ,4.2, ,100.1, ,61.4, 
209,11/25/2021,329,0.10, ,0, ,296, ,6.8, ,74.1, ,42.6, ,55.8, ,65, ,20, ,44, ,34.5, ,5.0, ,120.6, ,60.6, 
209,11/26/2021,330,0.08, ,0, ,288, ,9.0, ,68.3, ,47.2, ,55.2, ,72, ,45, ,61, ,41.9, ,4.8, ,114.1, ,60.5, 
209,11/27/2021,331,0.09, ,0, ,277, ,9.0, ,72.6, ,47.0, ,58.5, ,78, ,33, ,54, ,41.9, ,4.1, ,97.9, ,60.5, 
209,11/28/2021,332,0.08, ,0, ,278, ,10.6, ,72.9, ,50.4, ,58.5, ,81, ,44, ,63, ,46.1, ,4.9, ,117.2, ,60.9, 
209,11/29/2021,333,0.07, ,0, ,281, ,11.8, ,69.2, ,49.4, ,56.8, ,97, ,55, ,75, ,49.0, ,4.1, ,99.4, ,61.0, 
209,11/30/2021,334,0.08, ,0, ,280, ,11.1, ,74.6,Y,48.7, ,59.9, ,84, ,44, ,63, ,47.3, ,3.8, ,90.8, ,61.0, 
209,12/1/2021,335,0.10,R,0, ,285, ,10.4, ,81.0,R,51.7, ,62.4,Y,76, ,32, ,54,Y,45.5,Y,5.2, ,124.2, ,61.3, 
209,12/2/2021,336,0.06, ,0, ,254, ,11.5, ,61.0, ,49.7, ,53.8, ,97, ,56, ,81, ,48.2, ,4.1, ,98.8, ,61.0, 
209,12/3/2021,337,0.02, ,0, ,100, ,12.1, ,54.9, ,49.8, ,52.3, ,99, ,83, ,90, ,49.6, ,2.7, ,65.9, ,60.8, 
209,12/4/2021,338,0.03, ,0, ,147, ,11.3, ,55.0, ,45.7, ,51.1, ,98, ,81, ,89, ,47.9, ,3.2, ,76.1, ,60.4, 
209,12/5/2021,339,0.05, ,0.01, ,217, ,11.4, ,56.7, ,44.7, ,49.4, ,99, ,83, ,95, ,48.1, ,2.7, ,65.6, ,59.6, 
209,12/6/2021,340,0.01, ,0.01, ,88, ,11.1, ,52.3, ,41.6, ,48.3, ,99, ,92, ,96, ,47.3, ,3.0, ,72.3, ,58.6, 
209,12/7/2021,341,0.06, ,0.13, ,220, ,12.9, ,63.4, ,49.6, ,54.0, ,99, ,71, ,91, ,51.4, ,4.5, ,107.9, ,58.9, 
209,12/8/2021,342,0.03, ,0, ,129, ,12.6, ,56.6, ,48.5, ,52.3, ,98, ,85, ,94, ,50.8, ,4.5, ,107.0, ,59.3, 
209,12/9/2021,343,0.06, ,0.13, ,259, ,10.4, ,56.5, ,43.4, ,51.3, ,96, ,64, ,81, ,45.5, ,5.0, ,120.0, ,59.3, 
209,12/10/2021,344,0.06, ,0, ,266, ,8.4, ,54.8, ,39.3, ,46.3, ,96, ,64, ,79, ,40.2, ,3.9, ,93.2, ,58.2, 
209,12/11/2021,345,0.06, ,0, ,268, ,7.3, ,58.4, ,37.2, ,46.0, ,90, ,41, ,69, ,36.4, ,4.3, ,102.8, ,57.1, 
209,12/12/2021,346,0.02, ,0.45, ,81, ,9.6, ,53.3, ,41.4, ,46.9, ,98, ,62, ,87, ,43.3, ,4.2, ,101.5, ,56.6, 
209,12/13/2021,347,0.01, ,2.87, ,27, ,12.3, ,53.7, ,48.6, ,51.7, ,99, ,87, ,94, ,50.1, ,11.2,R,268.9,R,55.4, 
209,12/14/2021,348,0.04, ,0.17, ,180, ,8.7, ,52.1, ,38.0, ,45.7, ,98, ,63, ,83, ,40.8, ,4.4, ,105.0, ,55.2, 
209,12/15/2021,349,0.05, ,0.06, ,201, ,8.7, ,53.9, ,39.5, ,46.5, ,95, ,63, ,80, ,40.8, ,5.9, ,141.3, ,54.9, 
209,12/16/2021,350,0.05, ,0.36, ,228, ,11.2, ,58.2, ,43.2, ,52.0, ,99, ,57, ,85, ,47.5, ,6.0, ,142.9, ,55.6, 
209,12/17/2021,351,0.06, ,0.01,H,272, ,8.9, ,56.2, ,38.7, ,45.9, ,95, ,65, ,84, ,41.4, ,4.5, ,108.8, ,55.6, 
209,12/18/2021,352,0.06, ,0, ,269, ,8.1, ,55.9, ,36.5, ,44.2, ,95, ,61, ,82, ,39.0, ,4.8, ,116.0, ,55.1, 
209,12/19/2021,353,0.05, ,0, ,208, ,8.9, ,54.6, ,37.2, ,46.0, ,95, ,73, ,84, ,41.6, ,5.1, ,122.1, ,54.8, 
209,12/20/2021,354,0.05, ,0, ,189, ,9.1, ,55.4, ,38.4, ,46.8, ,99, ,66, ,84, ,42.2, ,5.2, ,125.1, ,54.6, 
209,12/21/2021,355,0.06, ,0.03, ,243, ,9.1, ,62.1, ,38.4, ,49.5, ,93, ,47, ,75, ,42.0, ,4.6, ,110.4, ,54.5, 
209,12/22/2021,356,0.01, ,0.33, ,47, ,13.0, ,58.6, ,47.4, ,53.2, ,100, ,79, ,94, ,51.6, ,4.9, ,117.8, ,55.2, 
209,12/23/2021,357,0.00, ,0.79, ,47, ,14.4,Y,58.3, ,51.7,Y,55.1, ,99, ,92, ,97,Y,54.3,Y,6.7, ,159.7, ,55.9, 
209,12/24/2021,358,0.05, ,0.77, ,212, ,11.2, ,54.8, ,46.8, ,51.7, ,99, ,63, ,86, ,47.6, ,6.3, ,152.0, ,56.0, 
209,12/25/2021,359,0.02, ,0.80, ,90, ,10.2, ,53.9, ,44.5, ,47.6, ,98, ,82, ,91, ,45.1, ,8.9,Y,212.5,Y,55.1, 
209,12/26/2021,360,0.05, ,0.49, ,200, ,8.8, ,52.7, ,39.4, ,46.1, ,97, ,68, ,83, ,41.3, ,6.3, ,151.3, ,54.1, 
209,12/27/2021,361,0.04, ,0.74, ,178, ,9.3, ,51.8, ,40.2, ,46.9, ,98, ,70, ,85, ,42.7, ,7.1, ,170.0, ,53.4, 
209,12/28/2021,362,0.03, ,0.02, ,154, ,8.8, ,50.1, ,39.6, ,44.5, ,95, ,74, ,88, ,41.2, ,3.3, ,80.1, ,53.1, 
209,12/29/2021,363,0.02, ,0.52, ,119, ,10.7, ,54.4, ,44.3, ,47.9, ,99, ,80, ,95, ,46.4, ,5.2, ,124.3, ,53.2, 
209,12/30/2021,364,0.06, ,0, ,267, ,9.9, ,57.3, ,42.4, ,48.6, ,94, ,68, ,85, ,44.3, ,4.6, ,110.3, ,53.4, 
209,12/31/2021,365,0.06, ,0, ,271, ,8.6, ,55.6, ,40.6, ,47.2, ,94, ,54, ,78, ,40.7, ,3.6, ,86.5, ,53.7, 
