210,11/22/2021,326,0.11, ,0, ,284, ,6.1, ,82.7,Y,46.6, ,58.8, ,53, ,15, ,36, ,31.9, ,3.3, ,78.4, ,62.3, 
210,11/23/2021,327,0.07, ,0, ,76, ,10.9, ,62.9, ,44.4, ,51.0, ,93, ,43, ,86, ,46.8, ,3.0, ,71.6, ,61.6, 
210,11/24/2021,328,0.09, ,0, ,284, ,6.5, ,69.6, ,41.2, ,52.5, ,92, ,16, ,48, ,33.5, ,3.6, ,87.2, ,61.1, 
210,11/25/2021,329,0.10, ,0, ,280, ,5.1, ,76.8, ,39.1, ,53.6, ,57, ,13, ,37, ,27.8, ,3.2, ,75.6, ,60.6, 
210,11/26/2021,330,0.09, ,0, ,271, ,6.1, ,76.9, ,43.1, ,55.5, ,70, ,14, ,40, ,31.9, ,2.9, ,69.9, ,60.4, 
210,11/27/2021,331,0.10, ,0, ,259, ,6.8, ,80.6,Y,44.0, ,58.5, ,65, ,17, ,41, ,34.8, ,3.2, ,76.1, ,60.5, 
210,11/28/2021,332,0.08, ,0, ,258, ,10.3, ,74.8, ,48.8, ,56.9, ,78, ,39, ,65, ,45.4, ,3.5, ,84.0, ,60.7, 
210,11/29/2021,333,0.08, ,0, ,256, ,10.6, ,82.2,Y,46.4, ,57.0, ,91, ,32, ,66, ,46.0, ,3.1, ,75.6, ,60.8, 
210,11/30/2021,334,0.09, ,0, ,259, ,9.2, ,79.7,Y,46.3, ,59.3, ,74, ,29, ,53, ,42.5, ,3.3, ,78.9, ,60.8, 
210,12/1/2021,335,0.10, ,0, ,260, ,8.2, ,76.9, ,48.2, ,58.3, ,68, ,31, ,49, ,39.5, ,3.2, ,77.0, ,60.8, 
210,12/2/2021,336,0.06, ,0, ,242, ,10.5, ,59.5, ,37.4, ,50.3, ,96, ,63, ,84, ,45.8, ,3.4, ,80.7, ,60.4, 
210,12/3/2021,337,0.04, ,0, ,177, ,11.5, ,58.4, ,47.4, ,52.4, ,96, ,75, ,86, ,48.3, ,3.4, ,80.6, ,60.4, 
210,12/4/2021,338,0.03, ,0, ,121, ,10.8, ,58.7, ,43.1, ,51.9, ,94, ,69, ,82, ,46.5, ,2.8, ,66.3, ,60.6, 
210,12/5/2021,339,0.07, ,0, ,259, ,9.6, ,69.1, ,39.1, ,48.4, ,95, ,50, ,83, ,43.4, ,3.4, ,80.5, ,60.1, 
210,12/6/2021,340,0.04, ,0, ,142, ,9.8, ,58.3, ,38.4, ,49.1, ,90, ,64, ,83, ,44.0, ,3.2, ,76.4, ,59.5, 
210,12/7/2021,341,0.06, ,0.16, ,216, ,13.8, ,67.0, ,48.4, ,55.7, ,99, ,72, ,91, ,53.1, ,3.2, ,77.7, ,59.6, 
210,12/8/2021,342,0.02, ,0.04, ,92, ,13.3, ,58.0, ,48.7, ,53.5, ,99, ,82, ,95, ,52.1, ,2.7, ,64.0, ,60.1, 
210,12/9/2021,343,0.03, ,0,R,88, ,9.2, ,54.3, ,40.1, ,47.4, ,100, ,67, ,82, ,42.3, ,3.7, ,87.6, ,59.4, 
210,12/10/2021,344,0.06, ,0, ,239, ,7.9, ,58.8, ,36.5, ,44.9, ,99, ,44, ,78, ,38.3, ,2.7, ,64.8, ,58.1, 
210,12/11/2021,345,0.06, ,0, ,242, ,7.4, ,58.1, ,34.2, ,43.2, ,94, ,51, ,78, ,36.7, ,3.4, ,81.7, ,57.1, 
210,12/12/2021,346,0.02, ,0.01, ,77, ,9.1, ,60.4, ,35.2, ,49.4, ,94, ,54, ,76, ,42.2, ,3.0, ,71.8, ,56.3, 
210,12/13/2021,347,0.03, ,2.98, ,68, ,12.6, ,59.8, ,49.5, ,56.5, ,93, ,70, ,81, ,50.8, ,6.6,R,159.0,R,56.6, 
210,12/14/2021,348,0.02, ,1.19, ,101, ,9.5, ,51.8, ,39.1, ,46.0, ,98, ,67, ,90, ,43.1, ,3.0, ,73.2, ,55.6, 
210,12/15/2021,349,0.06, ,0.05, ,210, ,8.7, ,56.8, ,37.8, ,48.4, ,99, ,56, ,75, ,41.0, ,3.8, ,90.2, ,54.6, 
210,12/16/2021,350,0.03, ,0.35, ,137, ,11.7, ,58.5, ,40.3, ,52.1, ,98, ,72, ,88, ,48.6, ,4.1, ,98.9, ,55.6, 
210,12/17/2021,351,0.06, ,0.01, ,243, ,8.2, ,60.3, ,36.2, ,45.1, ,98, ,50, ,80, ,39.4, ,3.4, ,80.5, ,54.9, 
210,12/18/2021,352,0.06, ,0, ,235, ,7.5, ,59.6, ,33.9, ,43.6, ,96, ,52, ,78, ,37.2, ,3.1, ,73.3, ,54.0, 
210,12/19/2021,353,0.05, ,0, ,209, ,8.2, ,55.9, ,32.7, ,43.6, ,96, ,65, ,85, ,39.3, ,3.3, ,79.7, ,53.5, 
210,12/20/2021,354,0.04, ,0.00, ,148, ,8.4, ,59.3, ,35.3, ,46.2, ,98, ,53, ,79, ,40.0, ,2.6, ,63.6, ,53.2, 
210,12/21/2021,355,0.06, ,0, ,210, ,8.8, ,63.9, ,36.7, ,49.9, ,95, ,45, ,72, ,41.2, ,2.7, ,64.5, ,53.3, 
210,12/22/2021,356,0.04, ,0.11, ,131, ,14.5,Y,65.9, ,50.8, ,59.3, ,93, ,74, ,84,Y,54.6,Y,3.9, ,92.8, ,54.9, 
210,12/23/2021,357,0.02, ,1.11, ,58, ,13.7,Y,63.2, ,46.3, ,57.1, ,99, ,77, ,86,Y,53.0,Y,4.7,Y,113.1,Y,56.3, 
210,12/24/2021,358,0.03, ,0.25, ,102, ,10.4, ,54.6, ,44.4, ,49.4, ,100, ,63, ,86, ,45.5, ,3.5, ,85.2, ,55.5, 
210,12/25/2021,359,0.04, ,0.74, ,159, ,10.1, ,57.8, ,44.6, ,49.8, ,98, ,68, ,83, ,44.8, ,4.7,Y,113.4,Y,54.8, 
210,12/26/2021,360,0.05, ,0.04, ,210, ,8.5, ,55.3, ,40.6, ,48.6, ,96, ,55, ,73, ,40.4, ,3.8, ,91.8, ,54.2, 
210,12/27/2021,361,0.03, ,1.11, ,111, ,10, ,53.9, ,41.8, ,48.6, ,97, ,72, ,86, ,44.6, ,4.7, ,113.7, ,53.9, 
210,12/28/2021,362,0.03, ,0.20, ,127, ,9.7, ,52.2, ,41.8, ,46.3, ,99, ,72, ,90, ,43.6, ,2.1, ,51.4, ,53.2, 
210,12/29/2021,363,0.03, ,0.11, ,135, ,11.2, ,58.6, ,43.7, ,50.3, ,99, ,69, ,90, ,47.4, ,2.4, ,58.6, ,53.7, 
210,12/30/2021,364,0.06, ,0.01, ,235, ,9.7, ,59.7, ,38.9, ,47.3, ,99, ,65, ,87, ,43.7, ,2.6, ,62.7, ,53.8, 
210,12/31/2021,365,0.05, ,0.00, ,195, ,8.6, ,54.6, ,37.3, ,46.3, ,96, ,60, ,80, ,40.6, ,3.6, ,87.4, ,53.6, 
