250,11/23/2021,327,0.08, ,0, ,56, ,7.4, ,65.7, ,42.8, ,52.8, ,99, ,41, ,54, ,36.7, ,7.8, ,187.0, ,54.5, 
250,11/24/2021,328,0.13, ,0, ,272, ,6.0, ,66.2, ,39.2, ,53.1, ,66, ,29, ,44, ,31.6, ,9.9, ,238.2, ,53.9, 
250,11/25/2021,329,0.06, ,0, ,256, ,8.4, ,66.2, ,32.4, ,47.0, ,99, ,44, ,77, ,40.1, ,2.4, ,57.3, ,53.1, 
250,11/26/2021,330,0.06,R,0, ,239, ,9.6, ,70.3, ,36.0, ,51.5, ,100, ,36, ,74, ,43.4, ,1.8, ,42.1, ,53.2, 
250,11/27/2021,331,0.06, ,0, ,242, ,10.7, ,70.7, ,40.3, ,52.3, ,99, ,47, ,80, ,46.3, ,2.3, ,54.4, ,53.6, 
250,11/28/2021,332,0.06, ,0, ,241, ,11.6, ,73.2,Y,41.6, ,53.1, ,100, ,50, ,84, ,48.5, ,2.7, ,63.6, ,53.8, 
250,11/29/2021,333,0.06, ,0, ,250, ,11.7, ,78.0,Y,39.7, ,52.5, ,100, ,47, ,87, ,48.7, ,2.7, ,64.7, ,53.9, 
250,11/30/2021,334,0.06, ,0.00, ,251, ,10.8, ,77.9,Y,36.9, ,51.3, ,100, ,46, ,84, ,46.7, ,2.8, ,67.6, ,53.8, 
250,12/1/2021,335,0.06, ,0, ,253, ,10.2, ,75.6,Y,34.8, ,50.6, ,100, ,41, ,81, ,45.0, ,2.6, ,62.0, ,53.4, 
250,12/2/2021,336,0.06, ,0, ,243, ,10.9, ,75.8,Y,37.0, ,51.6, ,100, ,49, ,84, ,46.8, ,2.5, ,60.5, ,53.2, 
250,12/3/2021,337,0.05, ,0, ,233, ,11.0, ,72.2,Y,37.0, ,50.1, ,100, ,54, ,89, ,47.1, ,2.5, ,59.4, ,53.1, 
250,12/4/2021,338,0.02, ,0.01, ,133, ,11.7, ,55.2, ,44.3, ,48.6, ,100, ,99, ,100, ,48.6, ,3.7, ,89.2, ,53.6, 
250,12/5/2021,339,0.02, ,0.00, ,139, ,11.1, ,57.6, ,41.2, ,47.4, ,100, ,87, ,99, ,47.2, ,3.1, ,74.7, ,54.1, 
250,12/6/2021,340,0, ,0.09, ,21, ,10.7, ,48.0, ,44.0, ,46.5, ,100, ,99, ,100, ,46.3, ,3.0, ,72.4, ,53.8, 
250,12/7/2021,341,0.05, ,0.00, ,229, ,11.9, ,65.9, ,39.0, ,50.2, ,100, ,72, ,96, ,49.2, ,5.5, ,131.6, ,53.7, 
250,12/8/2021,342,0.00, ,0.04, ,42, ,12.1, ,51.1, ,48.8, ,49.7, ,99, ,99, ,99, ,49.6, ,4.0, ,95.0, ,54.0, 
250,12/9/2021,343,0.06, ,0.01, ,229, ,9.3, ,59.2, ,39.8, ,49.2, ,100, ,40, ,77, ,42.5, ,6.0, ,143.9, ,54.1, 
250,12/10/2021,344,0.07, ,0, ,242, ,6.3, ,57.5, ,32.9, ,43.2, ,98, ,37, ,66, ,32.7, ,5.6, ,134.3, ,52.6, 
250,12/11/2021,345,0.02, ,0.12, ,133, ,8.2, ,49.6, ,28.7, ,40.6, ,100, ,75, ,95, ,39.3, ,3.1, ,75.3, ,51.0, 
250,12/12/2021,346,0.00, ,0.20, ,39, ,10.9, ,49.1, ,44.6, ,46.8, ,100, ,99, ,100, ,46.7, ,13.5,Y,323.4,Y,51.1, 
250,12/13/2021,347,0.00, ,1.00, ,35, ,11.5, ,51.7, ,45.5, ,48.8, ,99, ,89, ,98, ,48.2, ,15.6,R,373.5,R,51.5, 
250,12/14/2021,348,0.04, ,0, ,194, ,8.7, ,53.6, ,34.8, ,43.6, ,99, ,67, ,90, ,41.0, ,4.4, ,105.5, ,51.2, 
250,12/15/2021,349,0.01, ,0.38, ,54, ,9.5, ,48.6, ,34.7, ,43.6, ,99, ,89, ,98, ,43.1, ,14.6,Y,351.1,Y,49.8, 
250,12/16/2021,350,0.02, ,0, ,130, ,10.0, ,52.3, ,38.9, ,45.9, ,99, ,82, ,95, ,44.6, ,7.6, ,183.0, ,49.7, 
250,12/17/2021,351,0.05, ,0, ,242, ,7.8, ,57.6, ,34.0, ,42.6, ,99, ,55, ,84, ,38.0, ,3.3, ,79.9, ,49.4, 
250,12/18/2021,352,0.02, ,0.00, ,166, ,8.1, ,49.0, ,34.8, ,39.4, ,100, ,90, ,99, ,39.2, ,3.5, ,83.1, ,48.6, 
250,12/19/2021,353,0.00, ,0, ,41, ,8.6, ,43.3, ,38.8, ,40.8, ,99, ,99, ,100, ,40.7, ,3.8, ,90.4, ,48.8, 
250,12/20/2021,354,0.01, ,0, ,91, ,9.0, ,46.4, ,36.7, ,42.3, ,100, ,91, ,98, ,41.7, ,3.3, ,80.3, ,49.0, 
250,12/21/2021,355,0.01, ,0.37, ,66, ,8.0, ,42.4, ,33.4, ,38.7, ,100, ,99, ,100, ,38.8, ,3.3, ,78.2, ,48.3, 
250,12/22/2021,356,0.01, ,0.29, ,76, ,9.9, ,47.5, ,41.9, ,44.3, ,100, ,99, ,100, ,44.2, ,3.8, ,91.7, ,48.3, 
250,12/23/2021,357,0.02, ,0.12, ,115, ,12.9,Y,59.2, ,47.3, ,51.5, ,99, ,97, ,100,Y,51.4,Y,7.9, ,188.5, ,49.4, 
250,12/24/2021,358,0.06, ,0, ,213, ,10.2, ,58.2, ,46.5, ,51.3, ,99, ,57, ,79, ,45.1, ,8.5, ,204.6, ,50.5, 
250,12/25/2021,359,0.03, ,0.43, ,87, ,9.4, ,52.2, ,41.6, ,47.7, ,99, ,62, ,84, ,43.0, ,12.4,Y,298.0,Y,50.1, 
250,12/26/2021,360,0.04, ,0.00, ,108, ,8.1, ,48.3, ,39.6, ,43.8, ,99, ,68, ,83, ,39.0, ,13.1,Y,313.3,Y,48.7, 
250,12/27/2021,361,0.06, ,0, ,233, ,7.7, ,53.8, ,37.9, ,45.3, ,98, ,49, ,75, ,37.9, ,7.6, ,182.4, ,48.2, 
250,12/28/2021,362,0.01, ,0.15, ,87, ,7.6, ,44.4, ,37.9, ,40.6, ,99, ,76, ,88, ,37.3, ,3.1, ,73.6, ,48.0, 
250,12/29/2021,363,0.01, ,0.24, ,106, ,8.1, ,44.6, ,37.1, ,39.7, ,99, ,89, ,98, ,39.2, ,6.7, ,161.6, ,47.9, 
250,12/30/2021,364,0.03, ,0, ,179, ,8.0, ,52.3, ,34.2, ,41.7, ,99, ,60, ,89, ,38.7, ,3.1, ,73.5, ,47.7, 
250,12/31/2021,365,0.05, ,0, ,244, ,7.5, ,55.2, ,31.8, ,41.9, ,99, ,55, ,83, ,37.1, ,4.0, ,96.7, ,47.1, 
