135,12/1/2021,335,--,N,0, ,294, ,7.5, ,81.0, ,41.2, ,57.9, ,79, ,24, ,46, ,37.0, ,4.3, ,102.2, ,61.0, 
135,12/2/2021,336,--,N,0, ,300, ,7.9, ,81.8, ,40.5, ,57.7, ,76, ,19, ,48, ,38.3, ,2.5, ,59.2, ,61.1, 
135,12/3/2021,337,--,N,0, ,298, ,8.0, ,81.3, ,39.9, ,57.1, ,82, ,20, ,50, ,38.6, ,2.3, ,56.2, ,61.1, 
135,12/4/2021,338,--,N,0, ,300, ,7.8, ,78.4, ,38.8, ,55.5, ,82, ,23, ,52, ,38.0, ,2.4, ,58.5, ,60.8, 
135,12/5/2021,339,--,N,0, ,300, ,6.8, ,79.5, ,36.2, ,54.1, ,88, ,15, ,48, ,34.7, ,2.4, ,56.8, ,60.1, 
135,12/6/2021,340,--,N,0, ,288, ,7.1, ,78.2, ,36.5, ,55.3, ,75, ,16, ,48, ,35.8, ,2.8, ,66.0, ,59.7, 
135,12/7/2021,341,--,N,0, ,67, ,9.1, ,62.5, ,43.9, ,54.7, ,75, ,43, ,62, ,42.1, ,2.3, ,55.8, ,59.7, 
135,12/8/2021,342,--,N,0, ,265, ,9.7, ,73.7, ,46.0, ,57.3, ,85, ,32, ,60, ,43.6, ,2.3, ,54.2, ,60.3, 
135,12/9/2021,343,--,N,0.03, ,213, ,11.0, ,72.4, ,44.7, ,58.7, ,82, ,43, ,65, ,47.1, ,7.6, ,182.8, ,60.5, 
135,12/10/2021,344,--,N,0, ,197, ,6.3, ,63.7, ,40.0, ,53.4, ,65, ,24, ,45, ,32.9, ,5.5, ,133.1, ,60.0, 
135,12/11/2021,345,--,N,0, ,302, ,4.1, ,63.5, ,33.3, ,45.4, ,67, ,21, ,40, ,22.5, ,5.1, ,122.5, ,57.6, 
135,12/12/2021,346,--,N,0, ,298, ,4.7, ,66.1, ,30.2, ,44.8, ,76, ,22, ,46, ,25.5, ,3.5, ,85.1, ,55.7, 
135,12/13/2021,347,--,N,0, ,168, ,6.5, ,59.3, ,29.7, ,45.7, ,84, ,40, ,62, ,33.5, ,2.3, ,54.9, ,54.7, 
135,12/14/2021,348,--,N,0, ,263, ,8.8, ,72.1, ,45.8, ,59.1, ,74, ,37, ,51, ,41.3, ,6.6, ,158.0, ,56.3, 
135,12/15/2021,349,--,N,0, ,289, ,5.5, ,60.9, ,32.1, ,45.5, ,79, ,27, ,53, ,29.2, ,3.2, ,77.4, ,56.9, 
135,12/16/2021,350,--,N,0, ,293, ,5.1, ,62.2, ,26.8, ,42.3, ,89, ,25, ,56, ,27.7, ,2.3, ,54.1, ,54.3, 
135,12/17/2021,351,--,N,0, ,296, ,4.6, ,65.2, ,30.6, ,48.4, ,87, ,17, ,40, ,25.2, ,5.0, ,120.0, ,53.5, 
135,12/18/2021,352,--,N,0, ,297, ,4.2, ,65.7, ,31.9, ,47.5, ,66, ,18, ,38, ,23.0, ,4.9, ,118.2, ,53.0, 
135,12/19/2021,353,--,N,0, ,293, ,4.4, ,65.8, ,30.5, ,45.8, ,69, ,18, ,41, ,23.8, ,4.6, ,110.1, ,52.3, 
135,12/20/2021,354,--,N,0, ,287, ,5.2, ,67.6, ,29.9, ,47.7, ,79, ,21, ,46, ,27.8, ,4.3, ,102.6, ,51.9, 
135,12/21/2021,355,--,N,0, ,137, ,6.1, ,64.6, ,42.8, ,52.3, ,71, ,26, ,46, ,32.0, ,2.7, ,64.9, ,53.4, 
135,12/22/2021,356,--,N,0, ,260, ,5.9, ,67.8, ,38.8, ,53.2, ,65, ,23, ,43, ,31.3, ,3.7, ,89.9, ,54.0, 
135,12/23/2021,357,--,N,0.15, ,218, ,9.0, ,76.6, ,48.5,Y,62.1,Y,94, ,21, ,47,Y,41.7,Y,4.5, ,109.0, ,56.1, 
135,12/24/2021,358,--,N,0.09, ,233, ,12.3,Y,69.3, ,43.7, ,58.8, ,91, ,45, ,73,Y,50.1,Y,4.7, ,113.7, ,58.4,Y
135,12/25/2021,359,--,N,0, ,197, ,9.7, ,63.3, ,37.8, ,51.3, ,100, ,54, ,75, ,43.7, ,2.7, ,65.9, ,56.0, 
135,12/26/2021,360,--,N,0, ,280, ,8.6, ,65.9, ,40.6, ,54.0, ,78, ,38, ,60, ,40.7, ,3.9, ,93.5, ,56.0, 
135,12/27/2021,361,--,N,0, ,139, ,7.3, ,56.9, ,37.0, ,46.8, ,91, ,44, ,67, ,36.3, ,3.9, ,93.0, ,54.2, 
135,12/28/2021,362,--,N,0, ,291, ,7.3, ,61.8, ,37.8, ,51.1, ,79, ,37, ,57, ,36.5, ,3.1, ,73.4, ,53.3, 
135,12/29/2021,363,--,N,0, ,249, ,7.6, ,62.2, ,31.6, ,47.9, ,96, ,39, ,67, ,37.4, ,3.2, ,76.6, ,52.9, 
135,12/30/2021,364,--,N,0.01, ,206, ,9.7, ,66.2, ,39.3, ,52.6, ,89, ,49, ,72, ,43.8, ,3.0, ,73.1, ,53.8, 
135,12/31/2021,365,--,N,0, ,214, ,11.4, ,64.9, ,46.5, ,56.2, ,97, ,57, ,74, ,48.1, ,2.6, ,61.2, ,55.4, 
