239,11/22/2021,326,--,N,0, ,312, ,5.0, ,93.5, ,49.5, ,70.3, ,26, ,12, ,20, ,27.1, ,3.6, ,87.5, ,64.7, 
239,11/23/2021,327,--,N,0, ,292, ,6.6, ,87.3, ,47.5, ,65.5, ,74, ,15, ,31, ,33.9, ,4.5, ,108.8, ,65.4, 
239,11/24/2021,328,--,N,0, ,315, ,6.4, ,87.0, ,41.3, ,60.5, ,77, ,14, ,36, ,33.2, ,3.9, ,93.1, ,63.4, 
239,11/25/2021,329,--,N,0, ,324, ,1.6, ,76.2, ,41.9, ,58.4, ,17, ,6, ,10, ,1.4, ,5.1, ,121.3, ,61.9, 
239,11/26/2021,330,--,N,0, ,326, ,2.2, ,84.9, ,40.9, ,59.6, ,23, ,7, ,13, ,8.3, ,3.7, ,88.2, ,61.0, 
239,11/27/2021,331,--,N,0, ,311, ,2.7, ,85.3, ,43.4, ,63.0, ,23, ,7, ,14, ,12.7, ,3.5, ,84.2, ,61.6, 
239,11/28/2021,332,--,N,0, ,306, ,4.2, ,92.9,Y,47.5, ,68.3,Y,24, ,10, ,18,Y,22.8,Y,3.2, ,77.8, ,62.7, 
239,11/29/2021,333,--,N,0, ,304, ,5.5, ,97.7,Y,50.1, ,69.8,Y,32, ,12, ,22,Y,29.3,Y,3.7, ,88.7, ,63.7, 
239,11/30/2021,334,--,N,0, ,302, ,6.1, ,96.2,Y,49.4, ,71.4,R,33, ,13, ,--,R,--,I,3.5, ,85.0, ,64.3, 
239,12/1/2021,335,--,N,0, ,298, ,5.6, ,--,S,51.4, ,70.7,R,28,H,12,H,--,R,--,I,4.3, ,102.9, ,64.5, 
239,12/2/2021,336,--,N,0, ,292, ,7.8, ,--,S,50.9, ,67.6,Y,63, ,20, ,34,Y,38.1,Y,3.5, ,85.0, ,64.2, 
239,12/3/2021,337,--,N,0, ,283, ,10.4, ,84.4, ,47.2, ,62.3, ,85, ,27, ,54, ,45.6, ,3.2, ,76.9, ,63.2, 
239,12/4/2021,338,--,N,0, ,285, ,10.6, ,92.5,Y,43.7, ,59.4, ,92, ,27, ,61, ,46.0, ,2.9, ,70.2, ,62.3, 
239,12/5/2021,339,--,N,0, ,294, ,7.2, ,82.1, ,41.4, ,60.6, ,65, ,17, ,40, ,36.0, ,3.4, ,80.9, ,61.5, 
239,12/6/2021,340,--,N,0, ,277, ,8.4, ,97.3,R,50.4, ,64.9,Y,82, ,16, ,40,Y,40.0,Y,3.7, ,89.9, ,62.1, 
239,12/7/2021,341,--,N,0.00, ,97, ,13.2, ,66.9, ,47.2, ,56.5, ,97, ,71, ,85, ,52.0, ,2.6, ,62.6, ,60.4, 
239,12/8/2021,342,--,N,0, ,267, ,11.8, ,73.3, ,43.4, ,56.9, ,95, ,45, ,75, ,48.9, ,3.8, ,90.8, ,59.9, 
239,12/9/2021,343,--,N,0.13, ,71, ,12.5, ,57.1, ,49.2, ,53.6, ,93, ,83, ,89, ,50.4, ,4.7, ,112.9, ,59.8, 
239,12/10/2021,344,--,N,0.00, ,199, ,9.9, ,63.2, ,40.6, ,50.0, ,100, ,57, ,80, ,44.2, ,2.7, ,65.4, ,56.3, 
239,12/11/2021,345,--,N,0, ,292, ,6.2, ,69.7, ,35.6, ,50.3, ,89, ,22, ,50, ,32.3, ,3.3, ,78.3, ,54.2, 
239,12/12/2021,346,--,N,0, ,292, ,6.6, ,79.5, ,36.2, ,53.7, ,74, ,26, ,47, ,34.1, ,3.7, ,87.8, ,53.6, 
239,12/13/2021,347,--,N,0, ,159, ,10.6, ,68.1, ,39.1, ,51.5, ,97, ,58, ,81, ,46.0, ,3.6, ,86.7, ,53.4, 
239,12/14/2021,348,--,N,1.02,H,49, ,11.3, ,61.1, ,42.0, ,49.9, ,97, ,82, ,92, ,47.7, ,7.0,R,168.5,R,53.9, 
239,12/15/2021,349,--,N,0.26, ,286, ,6.6, ,56.4, ,35.3, ,43.9, ,100, ,38, ,68, ,33.8, ,3.2, ,75.8, ,50.3, 
239,12/16/2021,350,--,N,0, ,266, ,7.4, ,58.8, ,32.9, ,46.5, ,91, ,41, ,69, ,36.9, ,3.3, ,79.2, ,49.8, 
239,12/17/2021,351,--,N,0, ,289, ,7.4, ,66.2, ,36.5, ,48.7, ,100, ,27, ,63, ,36.7, ,2.9, ,70.5, ,52.1, 
239,12/18/2021,352,--,N,0, ,299, ,4.4, ,70.7, ,35.0, ,49.7, ,65, ,10, ,36, ,24.1, ,3.1, ,74.2, ,49.9, 
239,12/19/2021,353,--,N,0, ,294, ,4.7, ,70.2, ,37.9, ,51.7, ,59, ,14, ,36, ,25.6, ,3.4, ,81.5, ,49.9, 
239,12/20/2021,354,--,N,0, ,267, ,5.1, ,74.5, ,36.7, ,54.1, ,60, ,13, ,36, ,27.7, ,3.0, ,71.6, ,50.0, 
239,12/21/2021,355,--,N,0, ,159, ,5.1, ,75.1, ,49.1, ,57.4, ,46, ,15, ,32, ,27.5, ,2.9, ,70.2, ,52.3, 
239,12/22/2021,356,--,N,0, ,232, ,6.6, ,75.8, ,45.8, ,59.2, ,53, ,21, ,38, ,33.8, ,3.1, ,74.3, ,53.5, 
239,12/23/2021,357,--,N,0.53, ,66, ,11.3, ,63.9, ,50.8, ,54.4, ,100, ,41, ,78, ,47.8, ,4.0, ,96.4, ,54.6, 
239,12/24/2021,358,--,N,0.79, ,136, ,12.3,Y,58.6, ,45.2, ,53.0, ,100, ,74, ,90,Y,50.1,Y,6.6,Y,158.0,Y,53.9, 
239,12/25/2021,359,--,N,0.11,H,147, ,10.9, ,57.5, ,45.1, ,48.8, ,100, ,77, ,93, ,46.9, ,4.5, ,107.3, ,52.5, 
239,12/26/2021,360,--,N,0.06,H,262, ,9.1, ,55.7, ,42.1, ,48.5, ,98, ,52, ,78, ,42.0, ,5.5, ,131.9, ,52.4, 
239,12/27/2021,361,--,N,0.04, ,130, ,8.5, ,50.7, ,36.3, ,44.1, ,98, ,64, ,86, ,40.3, ,5.3, ,127.0, ,49.0, 
239,12/28/2021,362,--,N,0.02, ,131, ,8.7, ,47.8, ,42.1, ,44.2, ,94, ,73, ,88, ,40.9, ,4.2, ,100.6, ,48.7, 
239,12/29/2021,363,--,N,0.03, ,205, ,9.3, ,53.7, ,39.8, ,46.9, ,99, ,59, ,85, ,42.6, ,3.8, ,91.6, ,49.9, 
239,12/30/2021,364,--,N,0.02, ,167, ,9.9, ,64.0, ,42.3, ,51.4, ,99, ,50, ,77, ,44.4, ,3.1, ,74.3, ,51.8, 
239,12/31/2021,365,--,N,0.02, ,125, ,10.2, ,59.6, ,42.3, ,50.2, ,95, ,63, ,82, ,44.9, ,5.2, ,125.8, ,51.0, 
