211,11/25/2021,329,0.08, ,0, ,291, ,6.5, ,72.9, ,29.7, ,48.7, ,87, ,25, ,55, ,33.4, ,3.3, ,79.5, ,54.8, 
211,11/26/2021,330,0.08, ,0, ,279, ,8.2, ,70.3, ,37.4, ,51.4, ,84, ,32, ,64, ,39.4, ,3.9, ,94.5, ,55.2, 
211,11/27/2021,331,0.09, ,0, ,277, ,8.4, ,72.5, ,37.0, ,52.7, ,91, ,32, ,62, ,40.1, ,3.3, ,80.0, ,56.2, 
211,11/28/2021,332,0.09, ,0, ,276, ,9.3, ,74.5, ,37.0, ,54.0, ,90, ,39, ,65, ,42.7, ,3.8, ,90.3, ,56.3, 
211,11/29/2021,333,0.09, ,0, ,277, ,9.5, ,73.0, ,36.7, ,53.7, ,91, ,39, ,67, ,43.1, ,4.2, ,101.8, ,56.6, 
211,11/30/2021,334,0.09, ,0, ,276, ,9.6, ,74.8, ,35.9, ,53.7, ,93, ,39, ,68, ,43.3, ,3.8, ,90.5, ,56.7, 
211,12/1/2021,335,0.09, ,0, ,278, ,8.9, ,79.8,Y,35.7, ,54.5, ,92, ,29, ,61, ,41.5, ,2.6, ,63.2, ,56.8, 
211,12/2/2021,336,0.06, ,0, ,228, ,9.4, ,71.9, ,34.2, ,51.0, ,98, ,38, ,74, ,43.0, ,2.5, ,59.4, ,56.5, 
211,12/3/2021,337,0.01, ,0, ,76, ,11.7, ,54.6, ,47.6, ,50.6, ,100, ,84, ,93, ,48.6, ,2.9, ,70.2, ,64.8,Y
211,12/4/2021,338,0.04, ,0, ,153, ,10.8, ,59.7, ,44.0, ,51.5, ,92, ,69, ,83, ,46.5, ,3.3, ,78.9, ,56.2, 
211,12/5/2021,339,0.07, ,0, ,240, ,10.3, ,67.1, ,40.0, ,52.8, ,91, ,47, ,76, ,45.4, ,3.9, ,94.5, ,56.6, 
211,12/6/2021,340,0.03, ,0.00, ,124, ,10.9, ,56.5, ,38.1, ,48.3, ,100, ,81, ,94, ,46.7, ,3.8, ,92.3, ,58.4, 
211,12/7/2021,341,0.05, ,0.12, ,218, ,12.5, ,61.0, ,44.3, ,52.9, ,99, ,78, ,91, ,50.4, ,4.1, ,97.8, ,65.5,Y
211,12/8/2021,342,0.03, ,0, ,136, ,12.2, ,59.4, ,43.2, ,52.2, ,100, ,81, ,92, ,49.9, ,3.7, ,89.1, ,--,S
211,12/9/2021,343,0.06, ,0.11, ,211, ,10.4, ,58.1, ,37.8, ,50.5, ,98, ,60, ,83, ,45.5, ,4.3, ,102.7, ,--,S
211,12/10/2021,344,0.06, ,0.02, ,265, ,7.1, ,58.0, ,32.9, ,42.8, ,100, ,42, ,76, ,35.7, ,3.3, ,79.6, ,56.1, 
211,12/11/2021,345,0.06, ,0, ,272, ,6.4, ,60.7, ,28.0, ,41.9, ,97, ,33, ,71, ,33.2, ,2.5, ,58.9, ,52.4, 
211,12/12/2021,346,0.02, ,0.12, ,91, ,9.0, ,55.4, ,33.5, ,45.7, ,99, ,55, ,86, ,41.8, ,2.6, ,61.5, ,53.7, 
211,12/13/2021,347,0.01, ,2.00, ,42, ,12.4, ,55.9, ,47.8, ,52.0, ,100, ,81, ,93, ,50.2, ,6.2, ,149.7, ,--,S
211,12/14/2021,348,0.04, ,0.32, ,149, ,8.8, ,50.9, ,35.4, ,44.8, ,100, ,66, ,87, ,41.1, ,4.8, ,114.4, ,--,S
211,12/15/2021,349,0.05, ,0.05, ,192, ,8.4, ,55.2, ,34.8, ,45.4, ,98, ,59, ,82, ,40.2, ,3.5, ,84.4, ,56.2,H
211,12/16/2021,350,0.06, ,0.79, ,238, ,10.7, ,57.9, ,41.0, ,50.3, ,100, ,64, ,86, ,46.4, ,5.8, ,138.3, ,--,S
211,12/17/2021,351,0.05, ,0, ,269, ,8.2, ,58.0, ,33.2, ,43.6, ,100, ,57, ,85, ,39.3, ,3.1, ,73.8, ,54.5,H
211,12/18/2021,352,0.05, ,0.00, ,269, ,7.4, ,55.9, ,30.7, ,40.9, ,99, ,60, ,85, ,36.7, ,2.6, ,61.8, ,52.6,H
211,12/19/2021,353,0.04,R,0, ,218, ,8.0, ,56.8, ,30.4, ,40.9, ,100, ,67, ,93, ,38.9, ,2.3, ,54.9, ,49.3, 
211,12/20/2021,354,0.03, ,0.01, ,171, ,8.4, ,54.8, ,34.1, ,42.4, ,100, ,69, ,91, ,40.0, ,2.5, ,59.3, ,54.0,H
211,12/21/2021,355,0.05, ,0, ,251, ,8.7, ,63.4, ,32.7, ,46.1, ,100, ,45, ,82, ,41.0, ,2.7, ,65.0, ,53.8,H
211,12/22/2021,356,0.01, ,0.38, ,78, ,13.1, ,59.4, ,46.9, ,52.6, ,100, ,79, ,97, ,51.8, ,2.6, ,62.1, ,--,S
211,12/23/2021,357,0.00, ,0.78, ,47, ,14.3,Y,57.1, ,48.7, ,54.4, ,100, ,89, ,99,Y,54.1,Y,3.0, ,72.6, ,--,S
211,12/24/2021,358,0.03, ,0.31, ,123, ,10.7, ,54.6, ,46.9, ,50.3, ,100, ,62, ,86, ,46.3, ,4.9, ,117.8, ,--,S
211,12/25/2021,359,0.03, ,0.52, ,138, ,10.5, ,56.2, ,42.8, ,48.2, ,100, ,78, ,91, ,45.7, ,5.5, ,130.9, ,57.5,H
211,12/26/2021,360,0.04, ,0.09, ,203, ,8.6, ,52.4, ,35.2, ,44.9, ,100, ,62, ,85, ,40.6, ,3.0, ,73.0, ,--,S
211,12/27/2021,361,0.03, ,0.68, ,129, ,9.5, ,51.5, ,40.3, ,45.4, ,100, ,74, ,92, ,43.2, ,4.5, ,107.9, ,--,S
211,12/28/2021,362,0.03, ,0.01, ,155, ,8.6, ,50.8, ,40.3, ,45.0, ,97, ,69, ,84, ,40.6, ,2.2, ,53.1, ,57.5,Y
211,12/29/2021,363,0.03, ,0.21, ,142, ,10.5, ,55.4, ,45.0, ,49.2, ,100, ,73, ,88, ,45.7, ,4.4, ,104.7, ,57.1,H
211,12/30/2021,364,0.04, ,0, ,215, ,9.9, ,57.0, ,40.3, ,47.0, ,100, ,70, ,90, ,44.3, ,5.9, ,141.6, ,--,S
211,12/31/2021,365,0.05, ,0, ,209, ,8.3, ,52.7, ,37.7, ,44.7, ,98, ,62, ,83, ,39.7, ,5.6, ,134.1, ,51.5,H
