189,12/2/2021,336,--,N,0, ,261, ,3.6, ,62.7, ,18.7, ,39.5, ,70, ,19, ,44, ,19.5, ,3.0, ,73.1, ,47.3, 
189,12/3/2021,337,--,N,0, ,277, ,3.8, ,65.8, ,25.0, ,42.2, ,67, ,16, ,41, ,20.5, ,3.2, ,77.6, ,47.1, 
189,12/4/2021,338,--,N,0, ,278, ,3.7, ,61.4, ,20.9, ,37.7, ,70, ,19, ,49, ,20.2, ,3.6, ,87.5, ,46.8, 
189,12/5/2021,339,--,N,0, ,280, ,3.5, ,71.9,Y,22.7, ,51.6, ,65, ,12, ,27, ,18.7, ,6.5, ,155.0, ,46.6, 
189,12/6/2021,340,--,N,0, ,197, ,3.8, ,59.6, ,24.7, ,41.6, ,61, ,22, ,42, ,20.3, ,3.2, ,77.3, ,47.2, 
189,12/7/2021,341,--,N,0, ,148, ,5.6, ,61.5, ,35.4, ,48.8, ,66, ,31, ,48, ,30.0, ,3.9, ,94.3, ,47.5, 
189,12/8/2021,342,--,N,0, ,262, ,6.1, ,61.3, ,26.8, ,43.6, ,83, ,38, ,63, ,32.0, ,3.6, ,87.5, ,48.2, 
189,12/9/2021,343,--,N,0, ,137, ,5.6, ,56.3, ,29.8, ,43.4, ,82, ,42, ,59, ,29.9, ,8.5, ,203.7, ,48.0, 
189,12/10/2021,344,--,N,0, ,255, ,3.1, ,48.0, ,16.6, ,31.9, ,77, ,30, ,52, ,16.2, ,3.0, ,72.0, ,47.5, 
189,12/11/2021,345,--,N,0, ,315,R,3.0, ,52.3, ,18.3, ,32.5, ,76, ,24, ,48, ,15.0, ,3.8, ,91.7, ,46.1, 
189,12/12/2021,346,--,N,0, ,265, ,2.8, ,51.7, ,12.9, ,33.7, ,73, ,22, ,43, ,13.5, ,3.7, ,89.4, ,45.2, 
189,12/13/2021,347,--,N,0.02, ,166, ,4.8, ,52.1, ,26.7, ,42.2, ,75, ,34, ,52, ,26.0, ,15.5, ,371.0, ,44.9, 
189,12/14/2021,348,--,N,0.02, ,93, ,6.2, ,48.7, ,26.0, ,42.4, ,83, ,42, ,67, ,32.4, ,16.9, ,406.4, ,46.0, 
189,12/15/2021,349,--,N,0, ,268, ,3.4, ,45.1, ,16.3, ,30.8, ,84, ,36, ,59, ,18.3, ,5.2, ,124.0, ,45.3, 
189,12/16/2021,350,--,N,0, ,256, ,4.2, ,49.1, ,14.0, ,31.9, ,89, ,44, ,68, ,22.7, ,5.9, ,142.0, ,44.0, 
189,12/17/2021,351,--,N,0, ,273, ,3.6, ,46.7, ,13.8, ,29.1, ,92, ,30, ,66, ,19.2, ,3.1, ,74.9, ,43.1, 
189,12/18/2021,352,--,N,0, ,268, ,3.3, ,47.4, ,9.8, ,27.3, ,91, ,29, ,65, ,17.2, ,2.6, ,61.5, ,41.8, 
189,12/19/2021,353,--,N,0, ,266, ,3.4, ,49.9, ,10.9, ,28.3, ,92, ,34, ,65, ,17.9, ,2.9, ,69.7, ,40.9, 
189,12/20/2021,354,--,N,0, ,252, ,3.4, ,45.7, ,8.4, ,27.3, ,89, ,39, ,66, ,17.6, ,3.1, ,75.5, ,40.3, 
189,12/21/2021,355,--,N,0, ,240, ,3.4, ,46.1, ,13.6, ,27.5, ,90, ,36, ,67, ,18.1, ,2.9, ,69.6, ,40.0, 
189,12/22/2021,356,--,N,0.01, ,164, ,3.8, ,46.5, ,13.0, ,30.5, ,87, ,36, ,65, ,20.3, ,3.2, ,76.9, ,39.8, 
189,12/23/2021,357,--,N,0.08, ,72, ,8.6,R,54.5, ,31.5, ,47.8, ,81, ,69, ,--,R,--,I,15.3, ,367.8, ,41.0, 
189,12/24/2021,358,--,N,0, ,218, ,5.8, ,60.3, ,35.4, ,49.0,Y,80, ,30, ,49,Y,30.8,Y,9.4, ,226.2, ,43.1, 
189,12/25/2021,359,--,N,0, ,273, ,4.3, ,54.1, ,24.1, ,43.6, ,75, ,28, ,44, ,23.2, ,14.4, ,345.3, ,43.5, 
189,12/26/2021,360,--,N,0, ,272, ,3.1, ,52.6, ,27.2, ,41.1, ,71, ,18, ,36, ,16.2, ,8.0, ,192.2, ,43.3, 
189,12/27/2021,361,--,N,0, ,155, ,3.9, ,49.9, ,19.7, ,37.6, ,86, ,31, ,52, ,21.4, ,9.4, ,226.2, ,42.9, 
189,12/28/2021,362,--,N,0, ,199, ,3.9, ,43.9, ,13.9, ,28.3, ,92, ,45, ,74, ,21.1, ,3.4, ,82.6, ,42.1, 
189,12/29/2021,363,--,N,0.09, ,84, ,4.9, ,34.3,Y,15.1, ,28.5, ,97, ,74, ,92, ,26.5, ,3.7, ,88.4, ,40.9, 
189,12/30/2021,364,--,N,0.28, ,24, ,6.2, ,34.5,Y,29.8, ,32.4, ,100, ,98, ,99, ,32.2, ,2.3, ,54.5, ,40.8, 
189,12/31/2021,365,--,N,0.01, ,262, ,5.9, ,43.9, ,33.0, ,36.9, ,100, ,42, ,80, ,31.1, ,7.5, ,179.6, ,41.0, 
