224,11/23/2021,327,0.06, ,0, ,259, ,7.1, ,64.9, ,36.7, ,49.0, ,100, ,24, ,60, ,35.8, ,2.9, ,68.6, ,52.6, 
224,11/24/2021,328,0.09, ,0, ,261, ,5.0, ,66.3, ,44.2, ,54.3, ,56, ,21, ,35, ,27.1, ,4.9, ,118.7, ,51.9, 
224,11/25/2021,329,0.05, ,0, ,218, ,6.5, ,60.1, ,35.5, ,48.7, ,92, ,25, ,55, ,33.4, ,2.5, ,61.2, ,51.2, 
224,11/26/2021,330,0.05, ,0, ,230, ,8.1, ,72.5, ,33.8, ,49.6, ,100, ,24, ,67, ,39.1, ,2.0, ,47.1, ,51.3, 
224,11/27/2021,331,0.06, ,0, ,220, ,10.3, ,78.3,Y,37.4, ,52.3, ,100, ,34, ,77, ,45.3, ,2.2, ,52.7, ,51.9, 
224,11/28/2021,332,0.05, ,0, ,233, ,10.6, ,75.8,Y,40.1, ,52.2, ,100, ,42, ,80, ,46.2, ,1.9, ,45.4, ,52.8, 
224,11/29/2021,333,0.05, ,0, ,240, ,10.3, ,75.7,Y,36.8, ,51.4, ,100, ,40, ,80, ,45.4, ,1.8, ,44.3, ,53.1, 
224,11/30/2021,334,0.09, ,0, ,361,R,6.9, ,78.2,Y,49.9, ,70.8,R,100, ,22, ,--,R,--,I,5.6, ,134.5, ,52.9, 
224,12/1/2021,335,0.09,R,0, ,240, ,7.6, ,84.7,R,42.3, ,63.9,Y,96, ,18, ,38,Y,37.5,Y,2.8, ,68.0, ,54.0, 
224,12/2/2021,336,0.06, ,0, ,234, ,9.1, ,75.1, ,36.9, ,51.0, ,100, ,30, ,71, ,42.1, ,2.0, ,47.0, ,53.8, 
224,12/3/2021,337,0.05, ,0, ,234, ,9.0, ,68.9, ,34.2, ,47.6, ,100, ,43, ,80, ,41.9, ,1.9, ,45.8, ,53.1, 
224,12/4/2021,338,0.05, ,0, ,229, ,9.1, ,69.5, ,33.7, ,47.2, ,100, ,43, ,82, ,42.0, ,1.9, ,46.6, ,52.4, 
224,12/5/2021,339,0.05, ,0, ,228, ,8.4, ,74.7, ,31.5, ,48.0, ,100, ,28, ,74, ,40.0, ,2.0, ,47.6, ,51.7, 
224,12/6/2021,340,0, ,0.30, ,17, ,10.2, ,46.5, ,38.7, ,44.9, ,100, ,100, ,100, ,45.0, ,1.8, ,43.9, ,51.7, 
224,12/7/2021,341,0.05, ,0, ,224, ,10.8, ,70.2, ,39.3, ,51.9, ,100, ,44, ,82, ,46.5, ,2.7, ,65.4, ,51.5, 
224,12/8/2021,342,0.00, ,0.04, ,57, ,12.0, ,51.8, ,48.2, ,49.6, ,100, ,93, ,99, ,49.3, ,2.2, ,51.9, ,52.5, 
224,12/9/2021,343,0.05, ,0.00, ,229, ,7.6, ,56.6, ,31.2, ,46.2, ,100, ,29, ,72, ,37.5, ,3.0, ,71.8, ,52.6, 
224,12/10/2021,344,0.05, ,0, ,230, ,5.4, ,56.2, ,27.3, ,38.6, ,99, ,31, ,68, ,29.2, ,3.1, ,74.0, ,49.9, 
224,12/11/2021,345,0.01, ,0.19, ,64, ,7.0, ,46.1, ,30.6, ,38.9, ,100, ,64, ,87, ,35.4, ,2.0, ,47.0, ,48.1, 
224,12/12/2021,346,0, ,2.42, ,15, ,10.0, ,46.4, ,40.5, ,44.6, ,100, ,96, ,100, ,44.5, ,4.1, ,99.0, ,47.4, 
224,12/13/2021,347,0.00, ,0.58, ,18, ,9.8, ,48.2, ,40.7, ,45.6, ,100, ,83, ,94, ,44.0, ,2.7, ,66.0, ,47.7, 
224,12/14/2021,348,0.03, ,0, ,201, ,7.2, ,50.3, ,30.6, ,39.0, ,100, ,56, ,90, ,36.2, ,2.2, ,52.9, ,47.2, 
224,12/15/2021,349,0, ,2.28, ,14, ,8.1, ,43.3, ,32.1, ,39.8, ,100, ,92, ,97, ,39.2, ,3.1, ,73.2, ,45.9, 
224,12/16/2021,350,0.00, ,0.04, ,49, ,9.2, ,46.8, ,32.9, ,43.3, ,100, ,88, ,97, ,42.4, ,1.9, ,46.6, ,45.3, 
224,12/17/2021,351,0.05, ,0.00, ,230, ,6.5, ,54.3, ,30.2, ,40.4, ,100, ,46, ,77, ,33.7, ,3.0, ,73.0, ,45.0, 
224,12/18/2021,352,0.04, ,0, ,215, ,7.1, ,53.7, ,28.5, ,40.1, ,100, ,50, ,85, ,35.9, ,1.8, ,42.3, ,44.5, 
224,12/19/2021,353,0.00, ,0, ,44, ,7.9, ,41.4, ,37.1, ,38.8, ,100, ,92, ,98, ,38.4, ,2.5, ,60.1, ,45.4, 
224,12/20/2021,354,0.02, ,0, ,119, ,7.6, ,49.9, ,30.6, ,39.6, ,100, ,65, ,91, ,37.3, ,2.0, ,48.1, ,45.2, 
224,12/21/2021,355,0.01, ,0.22, ,78, ,7.1, ,45.3, ,26.6, ,36.3, ,100, ,76, ,97, ,35.7, ,2.4, ,57.5, ,44.3, 
224,12/22/2021,356,0.00, ,0.89, ,36, ,9.3, ,43.9, ,41.0, ,42.5, ,100, ,100, ,100, ,42.5, ,1.8, ,42.3, ,44.4, 
224,12/23/2021,357,0.00, ,0.25, ,47, ,10.2, ,47.5, ,42.1, ,44.9, ,100, ,100, ,100, ,45.0, ,1.5, ,36.1, ,45.4, 
224,12/24/2021,358,0.04, ,0.04, ,153, ,7.9, ,53.6, ,38.7, ,47.1, ,100, ,53, ,72, ,38.6, ,3.8, ,91.6, ,46.3, 
224,12/25/2021,359,0.02, ,0.40, ,104, ,8.5, ,49.8, ,32.9, ,41.8, ,100, ,76, ,94, ,40.3, ,2.1, ,50.4, ,46.1, 
224,12/26/2021,360,0.01, ,0.51, ,62, ,7.0, ,44.1, ,28.3, ,38.9, ,96, ,68, ,87, ,35.3, ,6.4, ,152.6, ,44.4, 
224,12/27/2021,361,0.04, ,0, ,198, ,6.7, ,48.1, ,32.9, ,40.8, ,98, ,43, ,77, ,34.3, ,3.3, ,78.4, ,43.8, 
224,12/28/2021,362,0.01, ,0.13,H,78, ,6.8, ,38.7,Y,33.6, ,36.2, ,100, ,85, ,94, ,34.7, ,1.6, ,39.4, ,43.5, 
224,12/29/2021,363,0.01, ,0.16, ,109, ,6.8, ,44.9, ,28.9, ,35.6, ,100, ,79, ,96, ,34.7, ,1.6, ,38.8, ,43.4, 
224,12/30/2021,364,0.03, ,0, ,174, ,6.6, ,47.6, ,27.0, ,36.2, ,100, ,63, ,91, ,34.0, ,1.8, ,43.6, ,42.7, 
224,12/31/2021,365,0.04, ,0.00,H,227, ,5.9, ,52.6, ,25.9, ,35.7, ,100, ,42, ,83, ,31.1, ,2.1, ,50.0, ,42.7, 
