258,11/25/2021,329,0.06, ,0, ,234, ,8.4, ,65.7, ,37.4, ,49.9, ,88, ,41, ,68, ,39.9, ,3.2,Y,77.5,Y,55.4, 
258,11/26/2021,330,0.05, ,0, ,198, ,8.0, ,65.0, ,39.5, ,49.6, ,86, ,42, ,67, ,38.9, ,3.1, ,74.0, ,54.7, 
258,11/27/2021,331,0.06, ,0, ,221, ,8.5, ,67.8, ,37.8, ,50.9, ,87, ,40, ,67, ,40.4, ,3.3,Y,78.1,Y,54.5, 
258,11/28/2021,332,0.06, ,0, ,226, ,8.8, ,71.0, ,42.3, ,53.5, ,86, ,39, ,63, ,41.2, ,4.1,R,97.9,R,54.9, 
258,11/29/2021,333,0.06, ,0, ,221, ,9.2, ,70.8, ,42.5, ,54.3, ,84, ,40, ,64, ,42.3, ,3.6,Y,87.1,Y,55.5, 
258,11/30/2021,334,0.06, ,0, ,216, ,9.9, ,71.9, ,42.2, ,55.1, ,84, ,39, ,67, ,44.2, ,3.5,Y,84.9,Y,56.0, 
258,12/1/2021,335,0.06, ,0, ,227, ,9.7, ,76.8,Y,44.7, ,55.6, ,90, ,33, ,64, ,43.7, ,3.0, ,72.6, ,56.5, 
258,12/2/2021,336,0.06,R,0, ,199, ,9.1, ,75.2,Y,40.2, ,56.4, ,81, ,34, ,59, ,42.1, ,3.1, ,75.3, ,56.1, 
258,12/3/2021,337,0.07, ,0, ,224, ,9.1, ,71.0, ,44.3, ,55.6, ,83, ,37, ,60, ,42.0, ,3.2, ,76.7, ,56.7, 
258,12/4/2021,338,0.05, ,0, ,223, ,8.9, ,61.2, ,35.4, ,48.8, ,100, ,54, ,76, ,41.5, ,2.6, ,62.5, ,55.4, 
258,12/5/2021,339,0.00, ,0, ,48, ,9.9, ,47.5, ,41.3, ,44.9, ,100, ,92, ,97, ,44.2, ,1.8, ,42.4, ,54.0, 
258,12/6/2021,340,0.00, ,0, ,46, ,10.0, ,47.6, ,44.8, ,45.9, ,100, ,91, ,95, ,44.5, ,2.1, ,50.3, ,53.5, 
258,12/7/2021,341,0.03, ,0, ,149, ,9.9, ,56.3, ,37.9, ,46.7, ,100, ,72, ,91, ,44.2, ,2.2, ,52.7, ,53.9, 
258,12/8/2021,342,0.05, ,0, ,204, ,9.4, ,63.9, ,35.1, ,48.1, ,98, ,52, ,83, ,43.0, ,2.4, ,56.6, ,53.0, 
258,12/9/2021,343,0.00, ,0.64, ,59, ,10.7, ,52.3, ,45.4, ,47.9, ,100, ,81, ,94, ,46.4, ,1.8, ,44.1, ,53.2, 
258,12/10/2021,344,0.03, ,0, ,140, ,10.0, ,56.5, ,37.9, ,47.2, ,100, ,66, ,90, ,44.5, ,2.0, ,49.0, ,53.3, 
258,12/11/2021,345,0.04, ,0, ,212, ,8.4, ,59.8, ,34.3, ,45.1, ,99, ,52, ,82, ,40.1, ,2.3, ,55.4, ,52.0, 
258,12/12/2021,346,0.04, ,0, ,170, ,7.9, ,59.5, ,36.4, ,48.4, ,84, ,45, ,68, ,38.4, ,2.7, ,65.0, ,50.9, 
258,12/13/2021,347,0.01, ,0.11, ,51, ,10.1, ,59.0, ,46.5, ,51.3, ,92, ,53, ,79, ,44.9, ,2.8, ,66.8, ,52.3, 
258,12/14/2021,348,0.00, ,1.77, ,16, ,9.5, ,55.3, ,31.9, ,43.7, ,100, ,88, ,98, ,43.3, ,3.0, ,71.1, ,51.6, 
258,12/15/2021,349,0.04, ,0,R,138, ,7.1, ,52.4, ,35.4, ,42.7, ,99, ,53, ,76, ,35.7, ,2.3, ,54.6, ,50.1, 
258,12/16/2021,350,0.03, ,0.07, ,107, ,9.7, ,59.3, ,41.0, ,48.8, ,97, ,63, ,82, ,43.6, ,3.5,Y,83.7,Y,49.5, 
258,12/17/2021,351,0.00, ,0, ,38, ,10.2, ,48.3, ,44.3, ,45.9, ,100, ,89, ,97, ,45.1, ,1.9, ,46.3, ,51.1, 
258,12/18/2021,352,0.01, ,0, ,77, ,8.3, ,47.5, ,34.2, ,42.8, ,100, ,77, ,89, ,39.8, ,2.3, ,55.7, ,50.6, 
258,12/19/2021,353,0.05, ,0, ,227, ,7.7, ,64.4, ,32.0, ,43.1, ,100, ,43, ,82, ,37.9, ,2.7, ,66.0, ,48.6, 
258,12/20/2021,354,0.00, ,0.00, ,38, ,7.9, ,40.5,Y,34.9, ,38.5, ,100, ,100, ,100, ,38.5, ,2.0, ,47.1, ,48.3, 
258,12/21/2021,355,0.02, ,0, ,146, ,8.1, ,47.2, ,35.3, ,40.2, ,100, ,82, ,96, ,39.1, ,2.3, ,54.8, ,48.5, 
258,12/22/2021,356,0.01, ,0.25, ,68, ,9.9, ,57.6, ,38.0, ,47.8, ,100, ,58, ,87, ,44.2, ,2.8, ,68.3, ,48.7, 
258,12/23/2021,357,0.00, ,0.83, ,19, ,14.2,Y,57.5, ,49.4,Y,54.6, ,100, ,90, ,98,Y,53.9,Y,2.6, ,61.8, ,51.6, 
258,12/24/2021,358,0.02, ,0.39, ,122, ,12.2, ,61.4, ,45.5, ,53.3, ,99, ,70, ,88, ,49.9, ,3.2, ,76.0, ,53.3, 
258,12/25/2021,359,0.04, ,0.46, ,162, ,10.2, ,58.9, ,44.3, ,50.0, ,100, ,53, ,83, ,45.0, ,2.8, ,66.5, ,53.7, 
258,12/26/2021,360,0.04, ,0.01, ,191, ,8.6, ,53.8, ,37.9, ,46.0, ,100, ,52, ,81, ,40.5, ,2.3, ,54.3, ,52.3, 
258,12/27/2021,361,0.00, ,0.18, ,54, ,8.9, ,49.1, ,39.6, ,43.8, ,97, ,84, ,92, ,41.6, ,2.5, ,58.8, ,50.3, 
258,12/28/2021,362,0.01, ,0, ,89, ,8.1, ,47.4, ,32.6, ,41.7, ,100, ,72, ,91, ,39.2, ,2.1, ,51.6, ,49.6, 
258,12/29/2021,363,0.01, ,0.20, ,53, ,8.7, ,50.1, ,33.8, ,44.5, ,97, ,67, ,87, ,40.9, ,4.1, ,98.3, ,47.5, 
258,12/30/2021,364,0.03, ,0, ,174, ,9.8, ,54.6, ,36.8, ,46.7, ,100, ,78, ,91, ,44.1, ,2.4, ,56.6, ,49.1, 
258,12/31/2021,365,0.00, ,0.00, ,34, ,9.9, ,47.6, ,36.8, ,45.3, ,100, ,88, ,96, ,44.3, ,2.3, ,54.7, ,50.4, 
