41,12/1/2021,335,0.09, ,0, ,316, ,9.4, ,82.3, ,43.6, ,59.9, ,79, ,24, ,54, ,43.0, ,2.6, ,63.4, ,48.7, 
41,12/2/2021,336,0.09, ,0, ,337,R,9.1, ,82.8, ,45.7, ,61.0, ,76, ,20, ,50, ,42.2, ,2.6, ,62.5, ,49.0, 
41,12/3/2021,337,0.09, ,0, ,318, ,9.9, ,80.2, ,45.1, ,59.7, ,82, ,28, ,57, ,44.4, ,3.0, ,71.5, ,49.1, 
41,12/4/2021,338,0.08, ,0, ,336,R,9.6, ,81.7, ,44.1, ,59.2, ,82, ,19, ,56, ,43.5, ,2.6, ,61.3, ,48.9, 
41,12/5/2021,339,0.09, ,0, ,344,R,9.3, ,82.7, ,42.0, ,58.6, ,85, ,24, ,55, ,42.7, ,2.5, ,61.0, ,48.4, 
41,12/6/2021,340,0.10, ,0, ,333,R,8.4, ,81.1, ,43.9, ,59.7, ,76, ,21, ,48, ,40.0, ,3.9, ,93.6, ,48.2, 
41,12/7/2021,341,0.03, ,0, ,77, ,11.5, ,68.5, ,50.5, ,58.0, ,88, ,49, ,70, ,48.1, ,3.7, ,88.2, ,48.3, 
41,12/8/2021,342,0.08, ,0, ,306, ,11.4, ,75.3, ,47.4, ,58.5, ,93, ,35, ,68, ,47.9, ,2.6, ,63.5, ,48.3, 
41,12/9/2021,343,0.06, ,0, ,174, ,11.6, ,68.5, ,46.8, ,57.7, ,89, ,55, ,71, ,48.5, ,4.9, ,117.0, ,48.2, 
41,12/10/2021,344,0.10, ,0, ,290, ,7.4, ,68.3, ,42.2, ,55.1, ,85, ,28, ,50, ,36.9, ,4.7, ,112.4, ,47.8, 
41,12/11/2021,345,0.09, ,0, ,341,R,5.1, ,65.8, ,34.1, ,48.8, ,80, ,16, ,44, ,27.6, ,3.7, ,88.9, ,45.9, 
41,12/12/2021,346,0.07, ,0, ,334,R,5.8, ,67.6, ,31.5, ,46.9, ,84, ,21, ,53, ,30.9, ,2.5, ,59.5, ,44.1,Y
41,12/13/2021,347,0.04, ,0, ,168, ,6.9, ,62.3, ,35.4, ,47.6, ,84, ,32, ,62, ,35.2, ,2.4, ,57.6, ,43.1,Y
41,12/14/2021,348,0.11, ,0, ,237, ,9.0, ,70.0, ,46.9, ,57.2, ,79, ,41, ,56, ,41.9, ,9.3,Y,223.2,Y,44.1,Y
41,12/15/2021,349,0.07, ,0, ,325,R,6.4, ,61.5, ,35.7, ,47.8, ,83, ,31, ,57, ,33.3, ,3.6, ,86.7, ,44.1,Y
41,12/16/2021,350,0.07, ,0, ,327,R,6.0, ,63.0, ,30.0, ,45.3, ,91, ,27, ,58, ,31.4, ,2.5, ,60.2, ,42.3,Y
41,12/17/2021,351,0.09, ,0, ,333,R,6.0, ,68.3, ,35.8, ,50.6, ,83, ,20, ,48, ,31.6, ,4.2, ,100.7, ,42.2,Y
41,12/18/2021,352,0.08, ,0, ,339,R,5.2, ,67.2, ,32.0, ,48.2, ,75, ,18, ,45, ,28.1, ,2.9, ,70.6, ,41.8,Y
41,12/19/2021,353,0.07, ,0, ,332,R,5.8, ,68.6, ,29.0, ,46.3, ,85, ,22, ,55, ,30.9, ,2.6, ,62.4, ,41.1,Y
41,12/20/2021,354,0.08, ,0, ,307, ,6.7, ,68.7, ,30.9, ,48.3, ,85, ,30, ,58, ,34.2, ,2.7, ,64.3, ,40.9,Y
41,12/21/2021,355,0.04, ,0, ,149, ,9.0, ,66.5, ,45.5, ,54.1, ,85, ,36, ,63, ,41.9, ,2.5, ,58.9, ,42.5,Y
41,12/22/2021,356,0.07, ,0, ,285, ,8.8, ,71.0, ,43.0, ,55.9, ,87, ,25, ,58, ,41.2, ,2.2, ,53.5, ,43.3, 
41,12/23/2021,357,0.09, ,0.04, ,240, ,10.8, ,74.6, ,50.2,Y,62.2,Y,89, ,30, ,56,Y,46.6,Y,4.2, ,102.0, ,45.3, 
41,12/24/2021,358,0.07, ,0.08, ,237, ,12.6, ,70.8, ,45.7, ,58.8, ,99, ,47, ,75, ,50.8, ,7.0, ,167.5, ,46.7, 
41,12/25/2021,359,0.06, ,0, ,210, ,10.0, ,63.8, ,41.7, ,53.7, ,95, ,54, ,71, ,44.6, ,5.2, ,124.8, ,44.5, 
41,12/26/2021,360,0.10, ,0, ,320, ,8.4, ,68.8, ,43.3, ,56.6, ,71, ,32, ,54, ,40.0, ,5.8, ,139.0, ,44.8, 
41,12/27/2021,361,0.06, ,0, ,157, ,7.6, ,60.4, ,40.8, ,50.8, ,83, ,40, ,60, ,37.3, ,5.8, ,138.4, ,43.5, 
41,12/28/2021,362,0.09, ,0, ,292, ,8.1, ,64.3, ,41.6, ,53.5, ,75, ,41, ,58, ,39.2, ,5.1, ,123.4, ,43.2, 
41,12/29/2021,363,0.07, ,0, ,287, ,8.0, ,62.8, ,37.1, ,49.6, ,84, ,46, ,66, ,38.9, ,4.1, ,98.2, ,42.9, 
41,12/30/2021,364,0.05, ,0, ,232, ,10.7, ,66.7, ,41.6, ,53.7, ,88, ,55, ,76, ,46.4, ,3.3, ,79.3, ,43.2, 
41,12/31/2021,365,0.08, ,0.01, ,276, ,12.2, ,66.6, ,50.5,Y,58.1, ,99, ,49, ,74, ,49.8, ,4.6, ,109.6, ,45.1, 
