227,11/23/2021,327,0.06, ,0, ,265, ,8.0, ,61.5, ,38.0, ,49.2, ,91, ,38, ,67, ,38.9, ,2.9, ,69.1, ,55.8, 
227,11/24/2021,328,0.06, ,0, ,265, ,7.5, ,57.1, ,33.8, ,45.3, ,91, ,46, ,73, ,37.1, ,2.8, ,66.6, ,54.9, 
227,11/25/2021,329,0.06, ,0, ,245, ,7.6, ,62.8, ,36.7, ,48.4, ,84, ,43, ,66, ,37.5, ,2.7, ,65.2, ,54.4, 
227,11/26/2021,330,0.06, ,0, ,252, ,8.1, ,62.9, ,41.1, ,50.1, ,88, ,37, ,66, ,39.1, ,2.6, ,62.6, ,54.3, 
227,11/27/2021,331,0.06, ,0, ,242, ,9.4, ,62.9, ,43.2, ,51.2, ,90, ,55, ,74, ,43.0, ,2.7, ,65.3, ,54.5, 
227,11/28/2021,332,0.06, ,0, ,241, ,10, ,66.8, ,43.9, ,53.4, ,89, ,51, ,72, ,44.6, ,2.6, ,63.3, ,54.8, 
227,11/29/2021,333,0.06, ,0, ,243, ,9.4, ,70.2,Y,45.4, ,54.6, ,88, ,39, ,64, ,42.8, ,2.9, ,68.6, ,55.0, 
227,11/30/2021,334,0.06, ,0, ,246, ,10.4, ,66.3, ,42.7, ,53.2, ,94, ,52, ,76, ,45.7, ,2.9, ,69.0, ,55.1, 
227,12/1/2021,335,0.06, ,0, ,241, ,10.0, ,72.1,Y,45.4, ,56.2, ,87, ,42, ,65, ,44.6, ,2.4, ,57.1, ,55.2, 
227,12/2/2021,336,0.07, ,0.01, ,240, ,8.5, ,70.1,Y,47.1, ,56.2, ,84, ,38, ,55, ,40.5, ,2.5, ,59.2, ,55.2, 
227,12/3/2021,337,0.06, ,0, ,248, ,8.6, ,64.8, ,43.6, ,52.7, ,84, ,41, ,64, ,40.7, ,2.7, ,63.9, ,54.8, 
227,12/4/2021,338,0.05, ,0, ,246, ,9.1, ,58.2, ,37.3, ,46.9, ,98, ,59, ,83, ,42.0, ,2.2, ,51.8, ,54.4, 
227,12/5/2021,339,0.02, ,0.00, ,130, ,8.2, ,45.3, ,32.5, ,40.0, ,98, ,94, ,98, ,39.5, ,2.0, ,48.3, ,53.3, 
227,12/6/2021,340,0.00, ,0.11, ,50, ,9.1, ,46.5, ,36.8, ,42.6, ,99, ,95, ,98, ,42.1, ,2.1, ,51.2, ,52.9, 
227,12/7/2021,341,0.00, ,0.05, ,57, ,10.6, ,49.5, ,42.3, ,46.2, ,99, ,98, ,99, ,46.0, ,2.1, ,49.9, ,53.3, 
227,12/8/2021,342,0.02, ,0.02, ,130, ,10.2, ,54.6, ,40.8, ,46.0, ,99, ,82, ,96, ,44.9, ,2.5, ,60.1, ,53.2, 
227,12/9/2021,343,0.01, ,0.70, ,98, ,9.4, ,49.0, ,35.5, ,44.4, ,99, ,83, ,95, ,43.0, ,2.4, ,57.7, ,53.4, 
227,12/10/2021,344,0.04, ,0.00, ,230, ,7.3, ,49.4, ,31.9, ,40.3, ,95, ,67, ,86, ,36.5, ,2.5, ,60.2, ,52.0, 
227,12/11/2021,345,0.05, ,0, ,226, ,7.6, ,52.8, ,33.0, ,42.9, ,93, ,57, ,80, ,37.3, ,2.8, ,67.1, ,51.0, 
227,12/12/2021,346,0.02, ,0.87, ,45, ,7.6, ,50.0, ,44.7, ,47.1, ,88, ,46, ,69, ,37.6, ,5.7,Y,137.7,Y,51.2, 
227,12/13/2021,347,0.02, ,1.23, ,68, ,9.3, ,49.1, ,39.4, ,46.7, ,95, ,79, ,86, ,42.7, ,11.4,R,273.0,R,50.2, 
227,12/14/2021,348,0.02, ,0.67, ,120, ,7.0, ,42.9, ,32.6, ,36.6, ,97, ,86, ,95, ,35.3, ,2.7, ,63.9, ,48.5, 
227,12/15/2021,349,0.04, ,0.17, ,158, ,6.5, ,47.1, ,34.7, ,41.0, ,92, ,59, ,74, ,33.5, ,6.5,Y,156.4,Y,47.9, 
227,12/16/2021,350,0.01, ,0.33, ,86, ,8.5, ,46.6, ,33.0, ,42.0, ,98, ,87, ,94, ,40.4, ,3.9, ,93.5, ,48.2, 
227,12/17/2021,351,0.04, ,0.00, ,222, ,6.6, ,50.0, ,30.8, ,37.4, ,98, ,52, ,87, ,34.0, ,2.3, ,55.1, ,47.7, 
227,12/18/2021,352,0.04, ,0.00, ,225, ,7.1, ,47.4, ,30.5, ,37.9, ,99, ,73, ,92, ,35.9, ,2.3, ,56.4, ,47.3, 
227,12/19/2021,353,0.03, ,0.01, ,189, ,6.9, ,47.0, ,28.8, ,36.6, ,99, ,78, ,94, ,35.0, ,2.4, ,57.4, ,47.6, 
227,12/20/2021,354,0.03, ,0, ,180, ,6.7, ,48.8, ,27.6, ,37.5, ,98, ,69, ,87, ,34.1, ,2.2, ,53.1, ,47.2, 
227,12/21/2021,355,0.03, ,0, ,189, ,6.7, ,54.4, ,27.9, ,39.3, ,98, ,51, ,82, ,34.4, ,2.5, ,59.5, ,47.1, 
227,12/22/2021,356,0.02, ,0.19, ,98, ,10.3,Y,57.7, ,39.5, ,49.6, ,98, ,66, ,85,Y,45.3,Y,4.6, ,109.7, ,48.3, 
227,12/23/2021,357,0.00, ,1.37, ,31, ,11.6,R,54.0, ,48.3,Y,50.9, ,99, ,84, ,--,R,--,I,5.4, ,129.8, ,50.0, 
227,12/24/2021,358,0.01, ,0.47, ,90, ,9.7,Y,50.0, ,42.2, ,46.2, ,98, ,77, ,91,Y,43.8,Y,4.4, ,106.2, ,50.3, 
227,12/25/2021,359,0.01, ,0.66, ,45, ,8.3, ,46.1, ,39.4, ,42.7, ,97, ,79, ,89, ,39.6, ,7.4,R,176.5,R,49.3, 
227,12/26/2021,360,0.01, ,0.28, ,57, ,6.8, ,41.0, ,35.2, ,38.2, ,94, ,81, ,87, ,34.8, ,5.5,Y,132.7,Y,47.9, 
227,12/27/2021,361,0.00, ,1.09, ,61, ,6.9, ,40.7, ,32.9, ,36.3, ,97, ,92, ,95, ,35.0, ,5.6,Y,133.2,Y,45.8, 
227,12/28/2021,362,0.02, ,0.02, ,147, ,6.6, ,43.7, ,34.2, ,37.8, ,96, ,74, ,86, ,34.0, ,2.7, ,63.8, ,45.3, 
227,12/29/2021,363,0.01, ,0.37, ,75, ,7.4, ,45.6, ,33.4, ,40.2, ,97, ,64, ,87, ,36.8, ,3.6, ,85.7, ,45.7, 
227,12/30/2021,364,0.04, ,0, ,186, ,7.7, ,52.3, ,35.4, ,42.3, ,97, ,63, ,84, ,37.7, ,2.5, ,60.7, ,46.4, 
227,12/31/2021,365,0.02, ,0, ,112, ,7.3, ,47.4, ,30.5, ,39.8, ,96, ,60, ,88, ,36.6, ,2.6, ,63.6, ,46.7, 
